locusId	accession	GI	scaffoldId	start	stop	strand	sysName	name	desc	COG	COGFun	COGDesc	TIGRFam	TIGRRoles	GO	EC	ECDesc
2733444	ZP_01067209.1	86148977	28817	8718	7870	-	CJJCF936_0319	panC	pantoate--beta-alanine ligase (NCBI)	COG414	H	Panthothenate synthetase	TIGR00018 pantoate--beta-alanine ligase [panC]	Biosynthesis of cofactors, prosthetic groups, and carriers:Pantothenate and coenzyme A	GO:0015940,GO:0004592	6.3.2.1	Pantoate--beta-alanine ligase.
2733445	ZP_01067457.1	86149225	28817	9553	8729	-	CJJCF936_0320	panB	3-methyl-2-oxobutanoate hydroxymethyltransferase (NCBI)	COG413	H	Ketopantoate hydroxymethyltransferase	TIGR00222 3-methyl-2-oxobutanoate hydroxymethyltransferase [panB]	Biosynthesis of cofactors, prosthetic groups, and carriers:Pantothenate and coenzyme A	GO:0015940,GO:0003864	2.1.2.11	3-methyl-2-oxobutanoate hydroxymethyltransferase.
2733446	ZP_01067390.1	86149158	28817	9773	10546	+	CJJCF936_0321	CJJCF936_0321	beta-lactamase (NCBI)	COG2602	V	Beta-lactamase class D			GO:0009273,GO:0008658,GO:0008800	3.5.2.6	Beta-lactamase.
2733447	ZP_01067294.1	86149062	28817	11515	10631	-	CJJCF936_0322	CJJCF936_0322	molybdenum import ATP-binding protein ModC (NCBI)	COG1118	P	ABC-type sulfate/molybdate transport systems, ATPase component			GO:0005524,GO:0015412,GO:0016887,GO:0015419,GO:0032146	3.6.3.25,3.6.3.29	Sulfate-transporting ATPase.,Molybdate-transporting ATPase.
2733448	ZP_01067394.1	86149162	28817	12186	11512	-	CJJCF936_0323	modB	molybdate ABC transporter, permease protein (NCBI)	COG4149	P	ABC-type molybdate transport system, permease component	TIGR02141 molybdate ABC transporter, permease protein [modB]	Transport and binding proteins:Anions	GO:0015689,GO:0016021,GO:0015098		
2733449	ZP_01067344.1	86149112	28817	12580	12179	-	CJJCF936_0324	CJJCF936_0324	tobe domain protein (NCBI)						GO:0006810,GO:0043190,GO:0005524,GO:0005215,GO:0016820		
2733450	ZP_01067330.1	86149098	28817	13326	12577	-	CJJCF936_0325	modA	molybdate ABC transporter, periplasmic molybdate-binding protein (NCBI)	COG725	P	ABC-type molybdate transport system, periplasmic component	TIGR01256 molybdate ABC transporter, periplasmic molybdate-binding protein [modA]	Transport and binding proteins:Anions	GO:0015689,GO:0030288,GO:0015412		
2733451	ZP_01067166.1	86148934	28817	14063	13377	-	CJJCF936_0326	bioC	biotin biosynthesis protein BioC (NCBI)				TIGR02072 biotin biosynthesis protein BioC [bioC]	Biosynthesis of cofactors, prosthetic groups, and carriers:Biotin	GO:0009102,GO:0008168		
2733452	ZP_01067265.1	86149033	28817	14671	14060	-	CJJCF936_0327	CJJCF936_0327	conserved hypothetical protein (NCBI)	COG2830	S	Uncharacterized protein conserved in bacteria					
2733453	ZP_01067455.1	86149223	28817	15810	14668	-	CJJCF936_0328	bioF	8-amino-7-oxononanoate synthase (NCBI)	COG156	H	7-keto-8-aminopelargonate synthetase and related enzymes			GO:0009058,GO:0008710,GO:0016769,GO:0030170	2.3.1.47	8-amino-7-oxononanoate synthase.
2733454	ZP_01067381.1	86149149	28817	15878	17161	+	CJJCF936_0330	bioA	adenosylmethionine--8-amino-7-oxononanoate aminotransferase (NCBI)	COG161	H	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase	TIGR00508 adenosylmethionine-8-amino-7-oxononanoate transaminase [bioA]	Biosynthesis of cofactors, prosthetic groups, and carriers:Biotin	GO:0009102,GO:0030170,GO:0004015	2.6.1.62	Adenosylmethionine--8-amino-7-oxononanoate transaminase.
2733455	ZP_01067427.1	86149195	28817	17753	17148	-	CJJCF936_0329	bioD	dethiobiotin synthetase (NCBI)	COG132	H	Dethiobiotin synthetase			GO:0009102,GO:0004141,GO:0005524	6.3.3.3	Dethiobiotin synthase.
2733456	ZP_01067465.1	86149233	28817	18077	17763	-	CJJCF936_0331	CJJCF936_0331	multidrug resistance protein, SMR family (NCBI)	COG2076	P	Membrane transporters of cations and cationic drugs			GO:0016021		
2733457	ZP_01067206.1	86148974	28817	18419	18081	-	CJJCF936_0332	CJJCF936_0332	multidrug resistance protein, SMR family (NCBI)	COG2076	P	Membrane transporters of cations and cationic drugs			GO:0016021		
2733458	ZP_01067305.1	86149073	28817	18553	19089	+	CJJCF936_0333	rplY	ribosomal protein L25 (NCBI)	COG1825	J	Ribosomal protein L25 (general stress protein Ctc)	TIGR00731 ribosomal protein L25, Ctc-form	Protein synthesis:Ribosomal proteins: synthesis and modification	GO:0006412,GO:0005840,GO:0003735,GO:0008097		
2733459	ZP_01067413.1	86149181	28817	19086	19631	+	CJJCF936_0334	pth	peptidyl-tRNA hydrolase (NCBI)	COG193	J	Peptidyl-tRNA hydrolase	TIGR00447 peptidyl-tRNA hydrolase [pth]	Protein synthesis:Other	GO:0006412,GO:0004045	3.1.1.29	Aminoacyl-tRNA hydrolase.
2733460	ZP_01067317.1	86149085	28817	19633	20691	+	CJJCF936_0335	CJJCF936_0335	membrane protein, putative (NCBI)	COG795	R	Predicted permeases			GO:0016021,GO:0004479	2.1.2.9	Methionyl-tRNA formyltransferase.
2733461	ZP_01067436.1	86149204	28817	20735	21943	+	CJJCF936_0336	lysA	diaminopimelate decarboxylase (NCBI)	COG19	E	Diaminopimelate decarboxylase	TIGR01048 diaminopimelate decarboxylase [lysA]	Amino acid biosynthesis:Aspartate family	GO:0009089,GO:0008836	4.1.1.20	Diaminopimelate decarboxylase.
2733462	ZP_01067190.1	86148958	28817	21945	22712	+	CJJCF936_0337	CJJCF936_0337	HAD-superfamily hydrolase, subfamily IIA (NCBI)	COG647	G	Predicted sugar phosphatases of the HAD superfamily	TIGR01460 HAD hydrolase, family IIA	Unknown function:Enzymes of unknown specificity	GO:0008152,GO:0016787		
2733463	ZP_01067237.1	86149005	28817	22700	23773	+	CJJCF936_0338	pheA	chorismate mutase/prephenate dehydratase (NCBI)	COG77	E	Prephenate dehydratase	TIGR01807 chorismate mutase [pheA]	Amino acid biosynthesis:Aromatic amino acid family	GO:0009094,GO:0005737,GO:0004106,GO:0016597,GO:0004664	4.2.1.51,5.4.99.5	Prephenate dehydratase.,Chorismate mutase.
2733464	ZP_01067208.1	86148976	28817	23763	24857	+	CJJCF936_0339	hisC	histidinol-phosphate aminotransferase (NCBI)	COG79	E	Histidinol-phosphate/aromatic aminotransferase and cobyric acid decarboxylase	TIGR01141 histidinol-phosphate transaminase [hisC]	Amino acid biosynthesis:Histidine family	GO:0000105,GO:0004400,GO:0030170	2.6.1.9	Histidinol-phosphate transaminase.
2733465	ZP_01067454.1	86149222	28817	24909	26591	+	CJJCF936_0340	fliF	flagellar M-ring protein FliF (NCBI)	COG1766	NU	Flagellar biosynthesis/type III secretory pathway lipoprotein	TIGR00206 flagellar M-ring protein FliF [fliF]	Cellular processes:Chemotaxis and motility	GO:0001539,GO:0009431,GO:0003774		
2733466	ZP_01067360.1	86149128	28817	26591	27619	+	CJJCF936_0341	fliG	flagellar motor switch protein FliG (NCBI)	COG1536	N	Flagellar motor switch protein	TIGR00207 flagellar motor switch protein FliG [fliG]	Cellular processes:Chemotaxis and motility	GO:0006812,GO:0001539,GO:0006935,GO:0009288,GO:0008324,GO:0003774		
2733467	ZP_01067272.1	86149040	28817	27627	28457	+	CJJCF936_0342	CJJCF936_0342	flagellar assembly protein FliH, putative (NCBI)	COG1317	NU	Flagellar biosynthesis/type III secretory pathway protein			GO:0001539,GO:0009288,GO:0003774		
2733468	ZP_01067253.1	86149021	28817	28450	30297	+	CJJCF936_0343	dxs	1-deoxy-D-xylulose-5-phosphate synthase (NCBI)	COG1154	HI	Deoxyxylulose-5-phosphate synthase	TIGR00204 1-deoxy-D-xylulose-5-phosphate synthase [dxs]	Biosynthesis of cofactors, prosthetic groups, and carriers:Thiamine	GO:0016114,GO:0008661,GO:0016624	2.2.1.7	1-deoxy-D-xylulose-5-phosphate synthase.
2733469	ZP_01067181.1	86148949	28817	30383	30793	+	CJJCF936_0344	CJJCF936_0344	transcriptional regulator, Fur family (NCBI)	COG735	P	Fe2+/Zn2+ uptake regulation proteins			GO:0006355,GO:0003700		
2733470	ZP_01067304.1	86149072	28817	30839	32035	+	CJJCF936_0345	CJJCF936_0345	conserved domain protein (NCBI)								
2733471	ZP_01067241.1	86149009	28817	32038	32745	+	CJJCF936_0346	ubiE	ubiquinone/menaquinone biosynthesis methyltransferase (NCBI)	COG2226	H	Methylase involved in ubiquinone/menaquinone biosynthesis	TIGR01934 ubiquinone/menaquinone biosynthesis methyltransferase	Biosynthesis of cofactors, prosthetic groups, and carriers:Menaquinone and ubiquinone	GO:0008168	2.1.1.-	
2733472	ZP_01067161.1	86148929	28817	32742	33905	+	CJJCF936_0347	xseA	exodeoxyribonuclease VII, large subunit (NCBI)	COG1570	L	Exonuclease VII, large subunit	TIGR00237 exodeoxyribonuclease VII, large subunit [xseA]	DNA metabolism:Degradation of DNA	GO:0006308,GO:0009318,GO:0003676,GO:0008855	3.1.11.6	Exodeoxyribonuclease VII.
2733473	ZP_01067470.1	86149238	28817	33915	34991	+	CJJCF936_0348	serC	phosphoserine aminotransferase (NCBI)	COG1932	HE	Phosphoserine aminotransferase	TIGR01364 phosphoserine transaminase [serC]	Amino acid biosynthesis:Serine family	GO:0006564,GO:0004648,GO:0030170	2.6.1.52	Phosphoserine transaminase.
2733474	ZP_01067248.1	86149016	28817	34988	35338	+	CJJCF936_0350	CJJCF936_0350	endoribonuclease L-PSP family protein (NCBI)	COG251	J	Putative translation initiation inhibitor, yjgF family					
2733475	ZP_01067178.1	86148946	28817	36309	35335	-	CJJCF936_0349	fabH	3-oxoacyl-(acyl-carrier-protein) synthase III (NCBI)	COG332	I	3-oxoacyl-[acyl-carrier-protein] synthase III	TIGR00747 3-oxoacyl-[acyl-carrier-protein] synthase 3 [fabH]	Fatty acid and phospholipid metabolism:Biosynthesis	GO:0006633,GO:0004315	2.3.1.180,2.3.1.41	Beta-ketoacyl-acyl-carrier-protein synthase III.,Beta-ketoacyl-acyl-carrier-protein synthase I.
2733476	ZP_01067401.1	86149169	28817	37288	36302	-	CJJCF936_0351	plsX	fatty acid/phospholipid synthesis protein PlsX (NCBI)	COG416	I	Fatty acid/phospholipid biosynthesis enzyme	TIGR00182 fatty acid/phospholipid synthesis protein PlsX [plsX]	Fatty acid and phospholipid metabolism:Biosynthesis	GO:0006633,GO:0004366,GO:0047054	2.3.1.15,1.14.21.3	Glycerol-3-phosphate O-acyltransferase.,Berbamunine synthase.
2733477	ZP_01067274.1	86149042	28817	37440	37294	-	CJJCF936_0352	rpmF	ribosomal protein L32 (NCBI)				TIGR01031 ribosomal protein L32 [rpmF]	Protein synthesis:Ribosomal proteins: synthesis and modification	GO:0006412,GO:0015934,GO:0003735		
2733478	ZP_01067242.1	86149010	28817	37817	37464	-	CJJCF936_0353	CJJCF936_0353	conserved hypothetical protein (NCBI)								
2733479	ZP_01067466.1	86149234	28817	38231	37818	-	CJJCF936_0354	ndk	nucleoside diphosphate kinase (NCBI)	COG105	F	Nucleoside diphosphate kinase			GO:0006241,GO:0006183,GO:0006228,GO:0005524,GO:0004550	2.7.4.6	Nucleoside-diphosphate kinase.
2733480	ZP_01067396.1	86149164	28817	38628	38344	-	CJJCF936_0355	CJJCF936_0355	ferredoxin, 4Fe-4S (NCBI)						GO:0006118,GO:0051536,GO:0009055,GO:0003882	2.7.8.8	CDP-diacylglycerol--serine O-phosphatidyltransferase.
2733481	ZP_01067462.1	86149230	28817	38835	39431	+	CJJCF936_0356	CJJCF936_0356	antioxidant, AhpC/Tsa family (NCBI)	COG450	O	Peroxiredoxin			GO:0051920	1.11.1.15	Peroxiredoxin.
2733482	ZP_01067297.1	86149065	28817	39550	40638	+	CJJCF936_0357	flhB	flagellar biosynthetic protein FlhB (NCBI)	COG1377	NU	Flagellar biosynthesis pathway, component FlhB	TIGR00328 flagellar biosynthetic protein FlhB [flhB]	Cellular processes:Chemotaxis and motility	GO:0009306,GO:0016020		
2733483	ZP_01067176.1	86148944	28817	41387	40644	-	CJJCF936_0358	CJJCF936_0358	chemotaxis protein MotB, putative (NCBI)	COG1360	N	Flagellar motor protein			GO:0009279		
2733484	ZP_01067408.1	86149176	28817	42166	41390	-	CJJCF936_0359	CJJCF936_0359	chemotaxis protein MotA, putative (NCBI)	COG1291	N	Flagellar motor component			GO:0006810,GO:0006935,GO:0001539,GO:0016020,GO:0008565,GO:0003774		
2733485	ZP_01067338.1	86149106	28817	44821	42182	-	CJJCF936_0360	polA	DNA polymerase type I (NCBI)	COG749	L	DNA polymerase I - 3'-5' exonuclease and polymerase domains	TIGR00593 DNA polymerase I [polA]	DNA metabolism:DNA replication, recombination, and repair	GO:0006260,GO:0005634,GO:0003894,GO:0008409,GO:0019984,GO:0016448,GO:0016000,GO:0003677,GO:0008408,GO:0016451,GO:0016452,GO:0015999,GO:0016449,GO:0016450,GO:0003893,GO:0003889,GO:0003890,GO:0003891,GO:0003895	2.7.7.7	DNA-directed DNA polymerase.
2733486	ZP_01067449.1	86149217	28817	44985	46346	+	CJJCF936_0361	CJJCF936_0361	major facilitator family transporter (NCBI)	COG2271	G	Sugar phosphate permease			GO:0006810,GO:0016021,GO:0005215		
2733487	ZP_01067301.1	86149069	28817	46343	47350	+	CJJCF936_0363	CJJCF936_0363	inosine-uridine preferring nucleoside hydrolase family protein (NCBI)	COG1957	F	Inosine-uridine nucleoside N-ribohydrolase					
2733488	ZP_01067377.1	86149145	28817	47704	47306	-	CJJCF936_0362	CJJCF936_0362	membrane protein, putative (NCBI)	COG1238	S	Predicted membrane protein					
2733489	ZP_01067409.1	86149177	28817	50579	47754	-	CJJCF936_0364	uvrA	excinuclease ABC, A subunit (NCBI)	COG178	L	Excinuclease ATPase subunit	TIGR00630 excinuclease ABC subunit A [uvrA]	DNA metabolism:DNA replication, recombination, and repair	GO:0006289,GO:0009380,GO:0005524,GO:0009381,GO:0016887	3.1.25.-,3.6.1.-	,
2733490	ZP_01067451.1	86149219	28817	51437	50652	-	CJJCF936_0365	CJJCF936_0365	membrane protein, putative (NCBI)	COG730	R	Predicted permeases			GO:0016021		
2733491	ZP_01067210.1	86148978	28817	51560	51685	+	CJJCF936_0366	CJJCF936_0366	conserved hypothetical protein (NCBI)								
2733492	ZP_01067432.1	86149200	28817	51850	53100	+	CJJCF936_0367	trpE	anthranilate synthase component I (NCBI)	COG147	EH	Anthranilate/para-aminobenzoate synthases component I			GO:0009058,GO:0005950,GO:0004049	4.1.3.27	Anthranilate synthase.
2733493	ZP_01067227.1	86148995	28817	53097	54698	+	CJJCF936_0368	trpD	anthranilate synthase component II (NCBI)	COG547	E	Anthranilate phosphoribosyltransferase	TIGR00566 glutamine amidotransferase of anthranilate synthase or aminodeoxychorismate synthase,TIGR01245 anthranilate phosphoribosyltransferase [trpD]	Amino acid biosynthesis:Aromatic amino acid family	GO:0000162,GO:0006541,GO:0005950,GO:0016874,GO:0004425,GO:0004049,GO:0004048	2.4.2.18,4.1.1.48,4.1.3.27	Anthranilate phosphoribosyltransferase.,Indole-3-glycerol-phosphate synthase.,Anthranilate synthase.
2733494	ZP_01067266.1	86149034	28817	54685	55284	+	CJJCF936_0369	trpF	N-(5'phosphoribosyl)anthranilate isomerase (NCBI)	COG135	E	Phosphoribosylanthranilate isomerase			GO:0006568,GO:0004640	5.3.1.24	Phosphoribosylanthranilate isomerase.
2733495	ZP_01067345.1	86149113	28817	55281	56459	+	CJJCF936_0370	trpB	tryptophan synthase, beta subunit (NCBI)	COG133	E	Tryptophan synthase beta chain	TIGR00263 tryptophan synthase, beta subunit [trpB]	Amino acid biosynthesis:Aromatic amino acid family	GO:0006568,GO:0004834,GO:0030170	4.2.1.20	Tryptophan synthase.
2733496	ZP_01067439.1	86149207	28817	56452	57201	+	CJJCF936_0371	trpA	tryptophan synthase, alpha subunit (NCBI)	COG159	E	Tryptophan synthase alpha chain	TIGR00262 tryptophan synthase, alpha subunit [trpA]	Amino acid biosynthesis:Aromatic amino acid family	GO:0006568,GO:0004834	4.2.1.20	Tryptophan synthase.
2733497	ZP_01067199.1	86148967	28817	57272	57694	+	CJJCF936_0372	CJJCF936_0372	hypothetical protein (NCBI)								
2733498	ZP_01067292.1	86149060	28817	57694	58002	+	CJJCF936_0373	fliN	flagellar switch protein FliN (NCBI)						GO:0001539,GO:0006935,GO:0009425,GO:0003774		
2733499	ZP_01067443.1	86149211	28817	58099	58800	+	CJJCF936_0375	CJJCF936_0375	conserved domain protein (NCBI)								
2733500	ZP_01067321.1	86149089	28817	60257	58797	-	CJJCF936_0374	CJJCF936_0374	phosphatase, Ppx/GppA family (NCBI)	COG248	FP	Exopolyphosphatase			GO:0004309	3.6.1.11	Exopolyphosphatase.
2733501	ZP_01067471.1	86149239	28817	60502	60257	-	CJJCF936_0376	CJJCF936_0376	ferredoxin, 4Fe-4S (NCBI)						GO:0006118,GO:0009055,GO:0051536		
2733502	ZP_01067171.1	86148939	28817	61286	60615	-	CJJCF936_0377	CJJCF936_0377	DNA-binding response regulator (NCBI)	COG745	TK	Response regulators consisting of a CheY-like receiver domain and a winged-helix DNA-binding domain			GO:0006355,GO:0000160,GO:0003677,GO:0000156		
2733503	ZP_01067397.1	86149165	28817	61682	61365	-	CJJCF936_0378	CJJCF936_0378	folB domain protein (NCBI)	COG1539	H	Dihydroneopterin aldolase			GO:0006760,GO:0004150	4.1.2.25	Dihydroneopterin aldolase.
2733504	ZP_01067371.1	86149139	28817	62275	61667	-	CJJCF936_0379	CJJCF936_0379	conserved hypothetical protein TIGR00023 (NCBI)	COG344	S	Predicted membrane protein	TIGR00023 acyl-phosphate glycerol 3-phosphate acyltransferase [plsY]	Fatty acid and phospholipid metabolism:Biosynthesis	GO:0004366	2.3.1.15	Glycerol-3-phosphate O-acyltransferase.
2733505	ZP_01067254.1	86149022	28817	62476	63501	+	CJJCF936_0380	ccpA-2	cytochrome c551 peroxidase (NCBI)	COG1858	P	Cytochrome c peroxidase			GO:0006118,GO:0020037,GO:0004130,GO:0005506,GO:0009055	1.11.1.5	Cytochrome-c peroxidase.
2733506	ZP_01067220.1	86148988	28817	63595	64932	+	CJJCF936_0381	glmM	phosphoglucosamine mutase (NCBI)	COG1109	G	Phosphomannomutase	TIGR01455 phosphoglucosamine mutase [glmM]	Central intermediary metabolism:Amino sugars	GO:0005975,GO:0008966	5.4.2.-,5.4.2.10	,Phosphoglucosamine mutase.
2733507	ZP_01067473.1	86149241	28817	64925	65395	+	CJJCF936_0382	lspA	signal peptidase II (NCBI)	COG597	MU	Lipoprotein signal peptidase	TIGR00077 signal peptidase II [lspA]	Protein fate:Protein and peptide secretion and trafficking	GO:0006508,GO:0016020,GO:0009005	3.4.23.36	Signal peptidase II.
2733508	ZP_01067302.1	86149070	28817	65379	65831	+	CJJCF936_0384	CJJCF936_0384	conserved hypothetical protein TIGR00701 (NCBI)	COG1981	S	Predicted membrane protein	TIGR00701 TIGR00701 family protein	Hypothetical proteins:Conserved	GO:0004109	1.3.3.3	Coproporphyrinogen oxidase.
2733509	ZP_01067169.1	86148937	28817	67174	65828	-	CJJCF936_0383	CJJCF936_0383	radical SAM domain protein (NCBI)	COG635	H	Coproporphyrinogen III oxidase and related Fe-S oxidoreductases			GO:0006779,GO:0005737,GO:0051989,GO:0004109,GO:0051536	1.3.1.-,1.3.99.22	,Coproporphyrinogen dehydrogenase.
2733510	ZP_01067382.1	86149150	28817	67303	67554	+	CJJCF936_0385	CJJCF936_0385	hypothetical protein (NCBI)								
2733511	ZP_01067179.1	86148947	28817	69055	67577	-	CJJCF936_0386	cmeC	RND efflux system, outer membrane lipoprotein CmeC (NCBI)	COG1538	MU	Outer membrane protein	TIGR01845 efflux transporter, outer membrane factor (OMF) lipoprotein, NodT family	Transport and binding proteins:Porins	GO:0006810,GO:0016020,GO:0008289,GO:0005215		
2733512	ZP_01067224.1	86148992	28817	72171	69061	-	CJJCF936_0387	cmeB	RND efflux system, inner membrane transporter CmeB (NCBI)	COG841	V	Cation/multidrug efflux pump	TIGR00915 RND transporter, hydrophobe/amphiphile efflux-1 (HAE1) family	Transport and binding proteins:Unknown substrate	GO:0006810,GO:0016021,GO:0005215		
2733513	ZP_01067474.1	86149242	28817	73274	72171	-	CJJCF936_0388	cmeA	RND efflux system, membrane fusion protein CmeA (NCBI)	COG845	M	Membrane-fusion protein	TIGR01730 efflux transporter, RND family, MFP subunit	Transport and binding proteins:Unknown substrate	GO:0009306,GO:0016020,GO:0008565		
2733514	ZP_01067385.1	86149153	28817	74001	73369	-	CJJCF936_0389	CJJCF936_0389	transcriptional regulator, TetR family (NCBI)						GO:0006355,GO:0016481,GO:0003700,GO:0016566		
2733515	ZP_01067298.1	86149066	28817	75364	73988	-	CJJCF936_0390	CJJCF936_0390	iron-sulfur cluster-binding domain protein (NCBI)	COG348	C	Polyferredoxin	TIGR02745 cytochrome c oxidase accessory protein CcoG [ccoG]		GO:0006118,GO:0051536,GO:0016491,GO:0009055		
2733516	ZP_01067285.1	86149053	28817	75524	75736	+	CJJCF936_0391	rpsU	ribosomal protein S21 (NCBI)	COG828	J	Ribosomal protein S21	TIGR00030 ribosomal protein S21 [rpsU]	Protein synthesis:Ribosomal proteins: synthesis and modification	GO:0006412,GO:0005840,GO:0003735,GO:0008783	3.5.3.11	Agmatinase.
2733517	ZP_01067215.1	86148983	28817	75856	76461	+	CJJCF936_0392	CJJCF936_0392	lipoprotein, putative (NCBI)								
2733518	ZP_01067307.1	86149075	28817	76471	77640	+	CJJCF936_0393	CJJCF936_0393	glutathionylspermidine synthase family protein (NCBI)	COG754	E	Glutathionylspermidine synthase			GO:0008885	6.3.1.8	Glutathionylspermidine synthase.
2733519	ZP_01067352.1	86149120	28817	77643	78578	+	CJJCF936_0394	CJJCF936_0394	D-isomer specific 2-hydroxyacid dehydrogenase family protein (NCBI)	COG1052	CHR	Lactate dehydrogenase and related dehydrogenases			GO:0008152,GO:0016616,GO:0051287,GO:0004617	1.1.1.95	Phosphoglycerate dehydrogenase.
2733520	ZP_01067213.1	86148981	28817	78568	79059	+	CJJCF936_0395	CJJCF936_0395	conserved hypothetical protein (NCBI)	COG1666	S	Uncharacterized protein conserved in bacteria					
2733521	ZP_01067325.1	86149093	28817	79068	79544	+	CJJCF936_0396	CJJCF936_0396	lipoprotein, putative (NCBI)								
2733522	ZP_01067366.1	86149134	28817	79555	80379	+	CJJCF936_0397	CJJCF936_0397	hypothetical protein (NCBI)								
2733523	ZP_01067247.1	86149015	28817	80379	82091	+	CJJCF936_0399	CJJCF936_0399	ATPase, AAA family protein (NCBI)	COG465	O	ATP-dependent Zn proteases			GO:0005524,GO:0017111	3.4.24.-	
2733524	ZP_01067183.1	86148951	28817	82627	82088	-	CJJCF936_0398	CJJCF936_0398	membrane protein, putative (NCBI)	COG2717	S	Predicted membrane protein			GO:0006118,GO:0016021,GO:0016491,GO:0005506,GO:0050660		
2733525	ZP_01067313.1	86149081	28817	83520	82627	-	CJJCF936_0400	CJJCF936_0400	oxidoreductase, molybdopterin binding, putative (NCBI)	COG2041	R	Sulfite oxidase and related enzymes			GO:0006118,GO:0009703		
2733526	ZP_01067374.1	86149142	28817	84376	83576	-	CJJCF936_0401	CJJCF936_0401	hypothetical protein (NCBI)								
2733527	ZP_01067278.1	86149046	28817	85197	84358	-	CJJCF936_0402	pyrF	orotidine 5`-phosphate decarboxylase (NCBI)	COG284	F	Orotidine-5'-phosphate decarboxylase	TIGR01740 orotidine 5'-phosphate decarboxylase [pyrF]	Purines, pyrimidines, nucleosides, and nucleotides:Pyrimidine ribonucleotide biosynthesis	GO:0006207,GO:0004590	4.1.1.23	Orotidine-5'-phosphate decarboxylase.
2733528	ZP_01067197.1	86148965	28817	85592	85194	-	CJJCF936_0403	nusB	transcription antitermination factor NusB (NCBI)	COG781	K	Transcription termination factor	TIGR01951 transcription antitermination factor NusB [nusB]	Transcription:Transcription factors	GO:0006353,GO:0006355,GO:0003715,GO:0003723		
2733529	ZP_01067441.1	86149209	28817	86056	85592	-	CJJCF936_0404	ribE	6,7-dimethyl-8-ribityllumazine synthase (NCBI)	COG54	H	Riboflavin synthase beta-chain	TIGR00114 6,7-dimethyl-8-ribityllumazine synthase [ribH]	Biosynthesis of cofactors, prosthetic groups, and carriers:Riboflavin, FMN, and FAD	GO:0009231,GO:0009349,GO:0004746	2.5.1.-,2.5.1.9,6.3.3.-	,Riboflavin synthase.,
2733530	ZP_01067448.1	86149216	28817	86868	86053	-	CJJCF936_0405	kdsA	3-deoxy-8-phosphooctulonate synthase (NCBI)	COG2877	M	3-deoxy-D-manno-octulosonic acid (KDO) 8-phosphate synthase	TIGR01362 3-deoxy-8-phosphooctulonate synthase [kdsA]	Cell envelope:Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	GO:0009058,GO:0005737,GO:0008676	2.5.1.55	3-deoxy-8-phosphooctulonate synthase.
