locusId	accession	GI	scaffoldId	start	stop	strand	sysName	name	desc	COG	COGFun	COGDesc	TIGRFam	TIGRRoles	GO	EC	ECDesc
2735285	ZP_01069188.1	86150972	28831	58122	56299	-	CJJ26094_1384	CJJ26094_1384	protein of unknown function (NCBI)	COG2604	S	Uncharacterized protein conserved in bacteria					
2735286	ZP_01069093.1	86150877	28831	58288	58106	-	CJJ26094_1383	CJJ26094_1383	conserved hypothetical protein (NCBI)								
2735287	ZP_01069235.1	86151019	28831	60157	58304	-	CJJ26094_1382	CJJ26094_1382	Protein of unknown function family (NCBI)	COG2604	S	Uncharacterized protein conserved in bacteria					
2735288	ZP_01069333.1	86151117	28831	61949	60114	-	CJJ26094_1381	CJJ26094_1381	Protein of unknown function family (NCBI)	COG2604	S	Uncharacterized protein conserved in bacteria					
2735289	ZP_01068982.1	86150766	28831	62115	61933	-	CJJ26094_1380	CJJ26094_1380	conserved hypothetical protein (NCBI)								
2735290	ZP_01068970.1	86150754	28831	63143	62112	-	CJJ26094_1379	neuB	N-acetylneuraminic acid synthetase (NCBI)	COG2089	M	Sialic acid synthase	TIGR03586 pseudaminic acid synthase [pseI]		GO:0016051,GO:0050462,GO:0047444	2.5.1.56,2.5.1.57	N-acetylneuraminate synthase.,N-acylneuraminate-9-phosphate synthase.
2735291	ZP_01069186.1	86150970	28831	63403	64539	+	CJJ26094_1378	CJJ26094_1378	flagellin modification protein, PseA (NCBI)	COG37	D	Predicted ATPase of the PP-loop superfamily implicated in cell cycle control	TIGR03573 N-acetyl sugar amidotransferase			6.3.4.-	
2735292	ZP_01069214.1	86150998	28831	64536	65141	+	CJJ26094_1377	hisH-1	imidazole glycerol phosphate synthase, glutamine amidotransferase subunit (NCBI)	COG118	E	Glutamine amidotransferase	TIGR01855 imidazole glycerol phosphate synthase, glutamine amidotransferase subunit [hisH]	Amino acid biosynthesis:Histidine family	GO:0006541,GO:0000105,GO:0005737,GO:0016763	2.4.2.-	
2735293	ZP_01068938.1	86150722	28831	65142	65888	+	CJJ26094_1375	hisF-1	imidazoleglycerol phosphate synthase, cyclase subunit (NCBI)	COG107	E	Imidazoleglycerol-phosphate synthase			GO:0000105,GO:0003824	4.1.3.-	
2735294	ZP_01068956.1	86150740	28831	66326	65853	-	CJJ26094_1376	CJJ26094_1376	acetyltransferase, GNAT family (NCBI)	COG1670	J	Acetyltransferases, including N-acetylases of ribosomal proteins	TIGR03585 pseudaminic acid biosynthesis N-acetyl transferase [pseH]		GO:0008152,GO:0008080		
2735295	ZP_01069289.1	86151073	28831	67147	66323	-	CJJ26094_1374	CJJ26094_1374	flagellar protein, putative (NCBI)	COG3980	M	Spore coat polysaccharide biosynthesis protein, predicted glycosyltransferase	TIGR03590 pseudaminic acid biosynthesis-associated protein PseG [pseG]				
2735296	ZP_01069160.1	86150944	28831	67811	67131	-	CJJ26094_1373	CJJ26094_1373	conserved hypothetical protein (NCBI)						GO:0006955,GO:0005576,GO:0008009		
2735297	ZP_01069339.1	86151123	28831	68536	67862	-	CJJ26094_1372	CJJ26094_1372	flaz protein, putative (NCBI)								
2735298	ZP_01069288.1	86151072	28831	69190	68549	-	CJJ26094_1371	CJJ26094_1371	conserved hypothetical protein (NCBI)								
2735299	ZP_01069114.1	86150898	28831	69912	69220	-	CJJ26094_1370	neuA	CMP-N-acetylneuraminic acid synthetase (NCBI)	COG1083	M	CMP-N-acetylneuraminic acid synthetase	TIGR03584 pseudaminic acid CMP-transferase [pseF]		GO:0009103,GO:0008781	2.7.7.43	N-acylneuraminate cytidylyltransferase.
2735300	ZP_01068974.1	86150758	28831	70004	71215	+	CJJ26094_1368	CJJ26094_1368	conserved hypothetical protein (NCBI)						GO:0004089	4.2.1.1	Carbonate dehydratase.
2735301	ZP_01069352.1	86151136	28831	71432	71208	-	CJJ26094_1369	CJJ26094_1369	conserved hypothetical protein (NCBI)								
2735302	ZP_01068941.1	86150725	28831	72154	71435	-	CJJ26094_1367	CJJ26094_1367	formyl transferase domain protein (NCBI)	COG299	F	Folate-dependent phosphoribosylglycinamide formyltransferase PurN			GO:0009058,GO:0016742		
2735303	ZP_01069236.1	86151020	28831	72879	72154	-	CJJ26094_1366	CJJ26094_1366	acetyltransferase, gnat family (NCBI)						GO:0008152,GO:0008080		
2735304	ZP_01069369.1	86151153	28831	74377	72866	-	CJJ26094_1365	CJJ26094_1365	amino acid adenylation domain protein (NCBI)	COG318	IQ	Acyl-CoA synthetases (AMP-forming)/AMP-acid ligases II			GO:0008152,GO:0003824	6.3.2.-	
2735305	ZP_01068934.1	86150718	28831	74438	75655	+	CJJ26094_1364	CJJ26094_1364	hypothetical protein (NCBI)						GO:0004089	4.2.1.1	Carbonate dehydratase.
2735306	ZP_01069097.1	86150881	28831	75890	75669	-	CJJ26094_1363	CJJ26094_1363	acyl carrier protein, putative (NCBI)						GO:0048037		
2735307	ZP_01069191.1	86150975	28831	76951	75890	-	CJJ26094_1362	CJJ26094_1362	3-oxoacyl-(acyl-carrier-protein) synthase, putative (NCBI)	COG332	I	3-oxoacyl-[acyl-carrier-protein] synthase III			GO:0009058,GO:0008415	2.3.1.180	Beta-ketoacyl-acyl-carrier-protein synthase III.
2735308	ZP_01069250.1	86151034	28831	78503	76941	-	CJJ26094_1361	CJJ26094_1361	HAD-superfamily phosphatase, subfamily IIIC (NCBI)	COG3882	Q	Predicted enzyme involved in methoxymalonyl-ACP biosynthesis	TIGR01681 HAD phosphatase, family IIIC,TIGR01686 FkbH domain				
2735309	ZP_01069325.1	86151109	28831	78916	78500	-	CJJ26094_1360	CJJ26094_1360	lipoprotein, putative (NCBI)								
2735310	ZP_01069241.1	86151025	28831	79802	78909	-	CJJ26094_1359	CJJ26094_1359	conserved hypothetical protein (NCBI)						GO:0008152,GO:0008168		
2735311	ZP_01069249.1	86151033	28831	80029	79799	-	CJJ26094_1358	CJJ26094_1358	conserved hypothetical protein (NCBI)								
2735312	ZP_01069209.1	86150993	28831	80852	80061	-	CJJ26094_1357	CJJ26094_1357	conserved hypothetical protein (NCBI)	COG2746	V	Aminoglycoside N3'-acetyltransferase			GO:0046353,GO:0016991	2.3.1.81	Aminoglycoside N(3')-acetyltransferase.
2735313	ZP_01069037.1	86150821	28831	82156	80849	-	CJJ26094_1356	CJJ26094_1356	conserved hypothetical protein (NCBI)	COG4310	R	Uncharacterized protein conserved in bacteria with an aminopeptidase-like domain					
2735314	ZP_01069005.1	86150789	28831	83279	82149	-	CJJ26094_1355	CJJ26094_1355	aminotransferase, DegT/DnrJ/EryC1/StrS family (NCBI)	COG399	M	Predicted pyridoxal phosphate-dependent enzyme apparently involved in regulation of cell wall biogenesis	TIGR03588 UDP-4-keto-6-deoxy-N-acetylglucosamine 4-aminotransferase [pseC]		GO:0003824,GO:0030170	2.6.1.-	
2735315	ZP_01069283.1	86151067	28831	84285	83281	-	CJJ26094_1354	flmA	polysaccharide biosynthesis protein (NCBI)				TIGR03589 UDP-N-acetylglucosamine 4,6-dehydratase [pseB]		GO:0045226,GO:0009058,GO:0008831,GO:0003978	4.2.1.-,5.1.3.2	,UDP-glucose 4-epimerase.
2735316	ZP_01069334.1	86151118	28831	84894	84334	-	CJJ26094_1353	CJJ26094_1353	deoxycytidine triphosphate deaminase, putative (NCBI)	COG717	F	Deoxycytidine deaminase	TIGR02274 deoxycytidine triphosphate deaminase [dcd]	Purines, pyrimidines, nucleosides, and nucleotides:2'-Deoxyribonucleotide metabolism	GO:0006229,GO:0008829	3.5.4.13	dCTP deaminase.
2735317	ZP_01069033.1	86150817	28831	85043	85498	+	CJJ26094_1352	accB	acetyl-CoA carboxylase, biotin carboxyl carrier protein (NCBI)	COG511	I	Biotin carboxyl carrier protein	TIGR00531 acetyl-CoA carboxylase, biotin carboxyl carrier protein [accB]	Fatty acid and phospholipid metabolism:Biosynthesis	GO:0006633,GO:0006810,GO:0009317,GO:0030288,GO:0003989,GO:0005215	6.4.1.2	Acetyl-CoA carboxylase.
2735318	ZP_01069346.1	86151130	28831	85500	86831	+	CJJ26094_1351	accC-2	acetyl-CoA carboxylase, biotin carboxylase (NCBI)	COG439	I	Biotin carboxylase	TIGR00514 acetyl-CoA carboxylase, biotin carboxylase subunit [accC]	Fatty acid and phospholipid metabolism:Biosynthesis	GO:0008152,GO:0009343,GO:0005524,GO:0009374,GO:0003989,GO:0004075	6.3.4.14,6.4.1.2	Biotin carboxylase.,Acetyl-CoA carboxylase.
2735319	ZP_01069049.1	86150833	28831	87683	86868	-	CJJ26094_1350	CJJ26094_1350	conserved hypothetical protein (NCBI)						GO:0006457,GO:0015031		
2735320	ZP_01068947.1	86150731	28831	87748	89139	+	CJJ26094_1349	gltX-2	glutamyl-tRNA synthetase (NCBI)	COG8	J	Glutamyl- and glutaminyl-tRNA synthetases	TIGR00464 glutamate--tRNA ligase [gltX]	Protein synthesis:tRNA aminoacylation	GO:0006424,GO:0009332,GO:0017101,GO:0005524,GO:0004818	6.1.1.17	Glutamate--tRNA ligase.
2735321	ZP_01069322.1	86151106	28831	89141	90376	+	CJJ26094_1348	CJJ26094_1348	NADP-dependent malic enzyme, truncation (NCBI)	COG281	C	Malic enzyme			GO:0006108,GO:0004473,GO:0051287	1.1.1.40	Malate dehydrogenase (oxaloacetate-decarboxylating) (NADP(+)).
2735322	ZP_01069168.1	86150952	28831	90373	90999	+	CJJ26094_1347	upp	uracil phosphoribosyltransferase (NCBI)	COG35	F	Uracil phosphoribosyltransferase	TIGR01091 uracil phosphoribosyltransferase [upp]	Purines, pyrimidines, nucleosides, and nucleotides:Salvage of nucleosides and nucleotides	GO:0009116,GO:0006223,GO:0004845	2.4.2.9	Uracil phosphoribosyltransferase.
2735323	ZP_01069323.1	86151107	28831	91005	91676	+	CJJ26094_1345	CJJ26094_1345	conserved hypothetical protein (NCBI)	COG1427	R	Predicted periplasmic solute-binding protein					
2735324	ZP_01069059.1	86150843	28831	92323	91673	-	CJJ26094_1346	CJJ26094_1346	potassium uptake protein TrkA, putative (NCBI)	COG569	P	K+ transport systems, NAD-binding component			GO:0006813,GO:0006098,GO:0008324,GO:0004616		
2735325	ZP_01069216.1	86151000	28831	93677	92334	-	CJJ26094_1344	CJJ26094_1344	potassium uptake protein, TrkH family (NCBI)	COG168	P	Trk-type K+ transport systems, membrane components	TIGR00933 potassium uptake protein, TrkH family	Transport and binding proteins:Cations and iron carrying compounds	GO:0006812,GO:0045259,GO:0016021,GO:0046933,GO:0008324,GO:0046961,GO:0003936	3.6.3.14	H(+)-transporting two-sector ATPase.
2735326			28831	93818	93893	+	CJJ26094_1343	CJJ26094_1343	tRNA-Phe (NCBI)								
2735327			28831	94077	94001	-	CJJ26094_1342	CJJ26094_1342	tRNA-Met (NCBI)								
2735328	ZP_01069054.1	86150838	28831	95231	94131	-	CJJ26094_1341	CJJ26094_1341	rod shape-determining protein RodA, putative (NCBI)	COG772	D	Bacterial cell division membrane protein			GO:0008360,GO:0007049,GO:0016021,GO:0009276		
2735329	ZP_01068957.1	86150741	28831	95309	96277	+	CJJ26094_1340	rluA	RluA (NCBI)	COG564	J	Pseudouridylate synthases, 23S RNA-specific	TIGR00005 pseudouridine synthase, RluA family	Protein synthesis:tRNA and rRNA base modification	GO:0001522,GO:0003723,GO:0016439	5.4.99.12	tRNA-pseudouridine synthase I.
2735330	ZP_01069204.1	86150988	28831	96240	97457	+	CJJ26094_1339	CJJ26094_1339	fibronectin type III domain protein (NCBI)	COG3401	R	Fibronectin type 3 domain-containing protein					
2735331	ZP_01069098.1	86150882	28831	97457	98635	+	CJJ26094_1338	trmB	tRNA (guanine-N(7)-)-methyltransferase (NCBI)	COG220	R	Predicted S-adenosylmethionine-dependent methyltransferase	TIGR00091 tRNA (guanine-N(7)-)-methyltransferase [trmB]	Protein synthesis:tRNA and rRNA base modification	GO:0008176	2.1.1.33	tRNA (guanine-N(7)-)-methyltransferase.
2735332	ZP_01068981.1	86150765	28831	98705	99370	+	CJJ26094_1337	lolD	lipoprotein releasing system ATP-binding protein LolD (NCBI)	COG2884	D	Predicted ATPase involved in cell division			GO:0005524,GO:0016887	3.6.3.-	
2735333	ZP_01069031.1	86150815	28831	99357	100163	+	CJJ26094_1336	CJJ26094_1336	cell division protein FtsX, putative (NCBI)	COG2177	D	Cell division protein			GO:0016020		
2735334	ZP_01069171.1	86150955	28831	100160	101353	+	CJJ26094_1335	CJJ26094_1335	peptidase, M23/M37 family (NCBI)	COG4942	D	Membrane-bound metallopeptidase			GO:0006508,GO:0004222,GO:0004801	2.2.1.2	Transaldolase.
2735335	ZP_01069307.1	86151091	28831	101405	102124	+	CJJ26094_1334	pyrH	uridylate kinase (NCBI)	COG528	F	Uridylate kinase	TIGR02075 UMP kinase [pyrH]	Purines, pyrimidines, nucleosides, and nucleotides:Nucleotide and nucleoside interconversions	GO:0008652,GO:0006221,GO:0009041	2.7.4.-,2.7.4.22	,UMP kinase.
2735336	ZP_01068933.1	86150717	28831	102135	102359	+	CJJ26094_1333	rpoZ	DNA-directed RNA polymerase, omega subunit (NCBI)	COG1758	K	DNA-directed RNA polymerase, subunit K/omega	TIGR00690 DNA-directed RNA polymerase, omega subunit [rpoZ]	Transcription:DNA-dependent RNA polymerase	GO:0006351,GO:0045449,GO:0030880,GO:0003902,GO:0003901,GO:0003677,GO:0003900,GO:0003899	2.7.7.6	DNA-directed RNA polymerase.
2735337	ZP_01069342.1	86151126	28831	102343	104538	+	CJJ26094_1332	CJJ26094_1332	RelA/SpoT family protein (NCBI)	COG317	TK	Guanosine polyphosphate pyrophosphohydrolases/synthetases	TIGR00691 RelA/SpoT family protein	Cellular processes:Adaptations to atypical conditions	GO:0015969,GO:0016597,GO:0008893,GO:0003824,GO:0008728	2.7.6.5,3.1.7.2	GTP diphosphokinase.,Guanosine-3',5'-bis(diphosphate) 3'-diphosphatase.
2735338	ZP_01069182.1	86150966	28831	104550	105755	+	CJJ26094_1331	tyrS	tyrosyl-tRNA synthetase (NCBI)	COG162	J	Tyrosyl-tRNA synthetase	TIGR00234 tyrosine--tRNA ligase [tyrS]	Protein synthesis:tRNA aminoacylation	GO:0006437,GO:0005737,GO:0004831,GO:0005524,GO:0003723	6.1.1.1	Tyrosine--tRNA ligase.
2735339	ZP_01068965.1	86150749	28831	105752	106843	+	CJJ26094_1330	CJJ26094_1330	oxidoreductase, 2-nitropropane dioxygenase family (NCBI)	COG2070	R	Dioxygenases related to 2-nitropropane dioxygenase			GO:0006118,GO:0016491,GO:0018580	1.13.11.32,1.13.12.16	2-nitropropane dioxygenase.,
2735340	ZP_01069065.1	86150849	28831	106843	108822	+	CJJ26094_1329	CJJ26094_1329	N-acetylmuramoyl-L-alanine amidase (NCBI)	COG860	M	N-acetylmuramoyl-L-alanine amidase			GO:0009253,GO:0008745	3.5.1.28	N-acetylmuramoyl-L-alanine amidase.
2735341	ZP_01069099.1	86150883	28831	108819	110660	+	CJJ26094_1328	CJJ26094_1328	oxidoreductase, FAD-dependent (NCBI)	COG665	E	Glycine/D-amino acid oxidases (deaminating)	TIGR03197 tRNA U-34 5-methylaminomethyl-2-thiouridine biosynthesis protein MnmC, C-terminal domain [mnmC]	Protein synthesis:tRNA and rRNA base modification	GO:0016491		
