locusId	accession	GI	scaffoldId	start	stop	strand	sysName	name	desc	COG	COGFun	COGDesc	TIGRFam	TIGRRoles	GO	EC	ECDesc
7008341	YP_001397284.1	153951474	248364	17115	16876	-	JJD26997_0011	comEA	competence protein ComEA (RefSeq)				TIGR00426 competence protein ComEA helix-hairpin-helix repeat region	Cellular processes:DNA transformation	GO:0009306,GO:0005622,GO:0016021,GO:0043565		
7008342	YP_001397285.1	153952482	248364	17732	17181	-	JJD26997_0012	rbr	rubrerythrin (RefSeq)	COG1592	C	Rubrerythrin			GO:0006118,GO:0009055,GO:0046914		
7008343	YP_001397286.1	153952083	248364	17988	19664	+	JJD26997_0013	ilvD	dihydroxy-acid dehydratase (RefSeq)	COG129	EG	Dihydroxyacid dehydratase/phosphogluconate dehydratase	TIGR00110 dihydroxy-acid dehydratase [ilvD]	Amino acid biosynthesis:Pyruvate family	GO:0009082,GO:0004160	4.2.1.9	Dihydroxy-acid dehydratase.
7008344			248364	19825	19676	-	JJD26997_0014	JJD26997_0014									
7008345	YP_001397287.1	153951860	248364	21388	20162	-	JJD26997_0015	JJD26997_0015	hypothetical protein (RefSeq)	COG1896	R	Predicted hydrolases of HD superfamily					
7008346	YP_001397288.1	153950993	248364	21465	22139	+	JJD26997_0016	JJD26997_0016	exsB protein (RefSeq)	COG603	R	Predicted PP-loop superfamily ATPase	TIGR00364 queuosine biosynthesis protein QueC [queC]	Unknown function:General	GO:0008033,GO:0005737,GO:0004808		
7008347	YP_001397289.1	153950977	248364	23686	22160	-	JJD26997_0017	JJD26997_0017	DsbB family disulfide bond formation protein (RefSeq)	COG1495	O	Disulfide bond formation protein DsbB			GO:0006118,GO:0016020,GO:0015035		
7008348	YP_001397290.1	153951761	248364	23865	23698	-	JJD26997_0018	JJD26997_0018	hypothetical protein (RefSeq)								
7008349			248364	25498	24358	-	JJD26997_0019	JJD26997_0019									
7008350			248364	26339	25750	-	JJD26997_0022	JJD26997_0022									
7008351	YP_001397291.1	153951098	248364	27316	26450	-	JJD26997_0023	JJD26997_0023	fumarylacetoacetate hydrolase family protein (RefSeq)	COG179	Q	2-keto-4-pentenoate hydratase/2-oxohepta-3-ene-1,7-dioic acid hydratase (catechol pathway)			GO:0008152,GO:0003824		
7008352	YP_001397292.1	153952071	248364	28329	27427	-	JJD26997_0024	JJD26997_0024	RNA pseudouridine synthase family protein (RefSeq)	COG564	J	Pseudouridylate synthases, 23S RNA-specific			GO:0001522,GO:0003723,GO:0016439	5.4.99.12	tRNA-pseudouridine synthase I.
7008353	YP_001397293.1	153951291	248364	28407	29735	+	JJD26997_0025	purB-1	adenylosuccinate lyase (RefSeq)	COG15	F	Adenylosuccinate lyase	TIGR00928 adenylosuccinate lyase [purB]	Purines, pyrimidines, nucleosides, and nucleotides:Purine ribonucleotide biosynthesis	GO:0009152,GO:0004018	4.3.2.2	Adenylosuccinate lyase.
7008354	YP_001397294.1	153952334	248364	29751	32120	+	JJD26997_0026	nrdA	ribonucleotide-diphosphate reductase subunit alpha (RefSeq)	COG209	F	Ribonucleotide reductase, alpha subunit	TIGR02506 ribonucleoside-diphosphate reductase, alpha subunit	Purines, pyrimidines, nucleosides, and nucleotides:2'-Deoxyribonucleotide metabolism	GO:0006260,GO:0005971,GO:0004748,GO:0005515	1.17.4.1	Ribonucleoside-diphosphate reductase.
7008355	YP_001397295.1	153951390	248364	33544	32159	-	JJD26997_0027	JJD26997_0027	sodium/dicarboxylate symporter (RefSeq)	COG1823	R	Predicted Na+/dicarboxylate symporter			GO:0006835,GO:0016020,GO:0017153		
7008356	YP_001397296.1	153952167	248364	34287	33664	-	JJD26997_0028	thyX	FAD-dependent thymidylate synthase (RefSeq)	COG1351	F	Predicted alternative thymidylate synthase	TIGR02170 thymidylate synthase, flavin-dependent [thyX]	Purines, pyrimidines, nucleosides, and nucleotides:2'-Deoxyribonucleotide metabolism	GO:0006231,GO:0050660,GO:0050797	2.1.1.148	Thymidylate synthase (FAD).
7008357	YP_001397297.1	153951536	248364	34406	36037	+	JJD26997_0029	pyrG	CTP synthetase (RefSeq)	COG504	F	CTP synthase (UTP-ammonia lyase)	TIGR00337 CTP synthase [pyrG]	Purines, pyrimidines, nucleosides, and nucleotides:Pyrimidine ribonucleotide biosynthesis	GO:0006221,GO:0003883	6.3.4.2	CTP synthase.
7008358	YP_001397298.1	153952383	248364	36024	37595	+	JJD26997_0030	recJ	single-stranded-DNA-specific exonuclease RecJ (RefSeq)	COG608	L	Single-stranded DNA-specific exonuclease	TIGR00644 single-stranded-DNA-specific exonuclease RecJ [recJ]	DNA metabolism:DNA replication, recombination, and repair	GO:0006281,GO:0006310,GO:0003676,GO:0030145,GO:0008409	3.1.-.-	
7008359	YP_001397299.1	153951810	248364	37681	38727	+	JJD26997_0031	ansA	L-asparaginase (RefSeq)	COG252	EJ	L-asparaginase/archaeal Glu-tRNAGln amidotransferase subunit D	TIGR00520 L-asparaginases, type II	Energy metabolism:Amino acids and amines	GO:0006528,GO:0004067	3.5.1.1	Asparaginase.
7008360			248364	39388	40900	+	JJD26997_0032	rrsA	16S ribosomal RNA (RefSeq)								
7008361			248364	41005	41080	+	JJD26997_0033	JJD26997_0033	tRNA-Ala (RefSeq)								
7008362			248364	41089	41165	+	JJD26997_0034	JJD26997_0034	tRNA-Ile (RefSeq)								
7008363	YP_001397300.1	153951062	248364	41479	42081	+	JJD26997_0035	rhtC	threonine efflux protein (RefSeq)	COG1280	E	Putative threonine efflux protein			GO:0006865,GO:0016020		
7008364			248364	42090	42452	+	JJD26997_0036	JJD26997_0036									
7008365			248364	42477	42704	+	JJD26997_0037	JJD26997_0037									
7008366			248364	42760	42873	+	JJD26997_0038	JJD26997_0038									
7008367	YP_001397301.1	153952296	248364	43048	43188	+	JJD26997_0039	JJD26997_0039	hypothetical protein (RefSeq)								
7008368			248364	43377	46421	+	JJD26997_0040	rrlG	intervening sequence (NCBI)								
7008369			248364	46701	46820	+	JJD26997_0041	rrfE	5S ribosomal RNA (RefSeq)								
7008370	YP_001397302.1	153951153	248364	49103	47433	-	JJD26997_0042	ggt	gamma-glutamyltransferase (RefSeq)	COG405	E	Gamma-glutamyltransferase	TIGR00066 gamma-glutamyltransferase [ggt]	Biosynthesis of cofactors, prosthetic groups, and carriers:Glutathione and analogs	GO:0003840	2.3.2.2	Gamma-glutamyltransferase.
7008371	YP_001397303.1	153951784	248364	49333	53091	+	JJD26997_0043	JJD26997_0043	type II restriction-modification enzyme (RefSeq)	COG1002	V	Type II restriction enzyme, methylase subunits			GO:0006304,GO:0032259,GO:0003677,GO:0008168		
7008372			248364	53094	53480	+	JJD26997_0044	JJD26997_0044									
7008373	YP_001397304.1	153951314	248364	53802	54632	+	JJD26997_0046	JJD26997_0046	GTP-binding protein LepA (RefSeq)								
7008374	YP_001397305.1	153952211	248364	55965	54598	-	JJD26997_0045	JJD26997_0045	CitT protein (RefSeq)	COG471	P	Di- and tricarboxylate transporters	TIGR00785 transporter, divalent anion:Na+ symporter (DASS) family	Transport and binding proteins:Cations and iron carrying compounds	GO:0006814,GO:0016020,GO:0005215		
7008375	YP_001397306.1	153951558	248364	57065	56076	-	JJD26997_0047	mraY	phospho-N-acetylmuramoyl-pentapeptide- transferase (RefSeq)	COG472	M	UDP-N-acetylmuramyl pentapeptide phosphotransferase/UDP-N-acetylglucosamine-1-phosphate transferase	TIGR00445 phospho-N-acetylmuramoyl-pentapeptide-transferase [mraY]	Cell envelope:Biosynthesis and degradation of murein sacculus and peptidoglycan	GO:0009252,GO:0016021,GO:0008963	2.7.8.13	Phospho-N-acetylmuramoyl-pentapeptide-transferase.
7008376	YP_001397307.1	153951938	248364	58032	57271	-	JJD26997_0048	JJD26997_0048	hypothetical protein (RefSeq)	COG2859	S	Uncharacterized protein conserved in bacteria					
7008377			248364	58688	58404	-	JJD26997_0049	JJD26997_0049									
7008378	YP_001397308.1	153952213	248364	58791	60140	+	JJD26997_0050	JJD26997_0050	hypothetical protein (RefSeq)	COG4487	S	Uncharacterized protein conserved in bacteria					
7008379	YP_001397309.1	153951027	248364	61207	60164	-	JJD26997_0051	JJD26997_0051	cytochrome c family protein (RefSeq)	COG3258	C	Cytochrome c			GO:0006118,GO:0005506,GO:0009055,GO:0020037		
7008380	YP_001397310.1	153952411	248364	62032	61385	-	JJD26997_0052	JJD26997_0052	hypothetical protein (RefSeq)								
7008381	YP_001397311.1	153951246	248364	63840	62032	-	JJD26997_0053	typA	GTP-binding protein TypA (RefSeq)	COG1217	T	Predicted membrane GTPase involved in stress response	TIGR00231 small GTP-binding protein domain,TIGR01394 GTP-binding protein TypA/BipA [typA]	Protein synthesis:Translation factors	GO:0005622,GO:0003924,GO:0005525		
7008382	YP_001397312.1	153951897	248364	63805	63990	+	JJD26997_0054	JJD26997_0054	hypothetical protein (RefSeq)								
7008383			248364	63975	64274	+	JJD26997_0055	JJD26997_0055									
7008384	YP_001397313.1	153951142	248364	64317	66083	+	JJD26997_0056	JJD26997_0056	hypothetical protein (RefSeq)						GO:0009296,GO:0009424,GO:0003774		
7008385	YP_001397314.1	153952103	248364	66142	67005	+	JJD26997_0057	flgD	flagellar basal body rod modification protein (RefSeq)	COG1843	N	Flagellar hook capping protein					
7008386	YP_001397315.1	153951334	248364	67009	68646	+	JJD26997_0058	flgE-1	flagellar hook protein (RefSeq)	COG1749	N	Flagellar hook protein FlgE	TIGR03506 fagellar hook-basal body proteins		GO:0001539,GO:0009288,GO:0003774,GO:0005198		
7008387	YP_001397316.1	153951498	248364	70518	68650	-	JJD26997_0059	JJD26997_0059	hypothetical protein (RefSeq)								
7008388			248364	71241	70519	-	JJD26997_0060	JJD26997_0060									
7008389			248364	71768	72124	+	JJD26997_0061	JJD26997_0061									
7008390	YP_001397317.1	153951834	248364	73272	72256	-	JJD26997_0062	mnmA	tRNA-specific 2-thiouridylase MnmA (RefSeq)	COG482	J	Predicted tRNA(5-methylaminomethyl-2-thiouridylate) methyltransferase, contains the PP-loop ATPase domain	TIGR00420 tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase [trmU]	Protein synthesis:tRNA and rRNA base modification	GO:0008033,GO:0005737,GO:0004808	2.1.1.61	tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase.
7008391	YP_001397318.1	153951989	248364	73877	73269	-	JJD26997_0063	JJD26997_0063	lysine decarboxylase family protein (RefSeq)	COG1611	R	Predicted Rossmann fold nucleotide-binding protein	TIGR00730 TIGR00730 family protein	Hypothetical proteins:Conserved			
7008392	YP_001397319.1	153952498	248364	74733	73996	-	JJD26997_0064	JJD26997_0064	hypothetical protein (RefSeq)								
7008393	YP_001397320.1	153952375	248364	75206	75063	-	JJD26997_0065	JJD26997_0065	hypothetical protein (RefSeq)								
7008394	YP_001397321.1	153951542	248364	75737	75558	-	JJD26997_0066	JJD26997_0066	hypothetical protein (RefSeq)								
7008395	YP_001397322.1	153951293	248364	76032	76886	+	JJD26997_0067	JJD26997_0067	HmcD domain-containing protein (RefSeq)								
7008396	YP_001397323.1	153952073	248364	76871	77470	+	JJD26997_0068	JJD26997_0068	peptidase family protein (RefSeq)	COG3271	R	Predicted double-glycine peptidase			GO:0006508,GO:0016021,GO:0005524,GO:0008233		
7008397	YP_001397324.1	153951920	248364	78340	77519	-	JJD26997_0069	fliY	flagellar motor switch protein FliY (RefSeq)	COG1868	N	Flagellar motor switch protein	TIGR02480 flagellar motor switch protein FliN [fliN]	Cellular processes:Chemotaxis and motility	GO:0001539,GO:0006935,GO:0016020,GO:0009425,GO:0003774		
7008398	YP_001397325.1	153951200	248364	79437	78358	-	JJD26997_0070	fliM	flagellar motor switch protein FliM (RefSeq)	COG1868	N	Flagellar motor switch protein	TIGR01397 flagellar motor switch protein FliM [fliM]	Cellular processes:Chemotaxis and motility	GO:0001539,GO:0006935,GO:0009425,GO:0003774		
7008399	YP_001397326.1	153952569	248364	80153	79437	-	JJD26997_0071	fliA	flagellar biosynthesis sigma factor (RefSeq)	COG1191	K	DNA-directed RNA polymerase specialized sigma subunit	TIGR02479 RNA polymerase sigma factor, FliA/WhiG family,TIGR02937 RNA polymerase sigma factor, sigma-70 family		GO:0006352,GO:0006355,GO:0003700,GO:0016987,GO:0003899		
7008400	YP_001397327.1	153950944	248364	80466	80110	-	JJD26997_0072	JJD26997_0072	hypothetical protein (RefSeq)								
7008401	YP_001397328.1	153951589	248364	81351	80485	-	JJD26997_0073	JJD26997_0073	ParaA family ATPase (RefSeq)	COG455	D	ATPases involved in chromosome partitioning			GO:0009236,GO:0042242		
7008402	YP_001397329.1	153952395	248364	82796	81351	-	JJD26997_0074	flhF	flagellar biosynthesis regulator FlhF (RefSeq)	COG1419	N	Flagellar GTP-binding protein	TIGR03499 flagellar biosynthesis protein FlhF [flhF]	Cellular processes:Chemotaxis and motility	GO:0006614,GO:0016020,GO:0005525,GO:0017111,GO:0008312		
7008403	YP_001397330.1	153951801	248364	83280	82807	-	JJD26997_0075	folK	2-amino-4-hydroxy-6- hydroxymethyldihydropteridine pyrophosphokinase (RefSeq)	COG801	H	7,8-dihydro-6-hydroxymethylpterin-pyrophosphokinase	TIGR01498 2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase [folK]	Biosynthesis of cofactors, prosthetic groups, and carriers:Folic acid	GO:0009396,GO:0003848	2.7.6.3	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase.
7008404	YP_001397331.1	153952575	248364	83762	83283	-	JJD26997_0076	aroQ	3-dehydroquinate dehydratase (RefSeq)	COG757	E	3-dehydroquinate dehydratase II	TIGR01088 3-dehydroquinate dehydratase, type II [aroQ]	Amino acid biosynthesis:Aromatic amino acid family	GO:0009073,GO:0003855	4.2.1.10	3-dehydroquinate dehydratase.
7008405	YP_001397332.1	153952082	248364	83855	85084	+	JJD26997_0077	JJD26997_0077	chlorohydrolase (RefSeq)	COG402	FR	Cytosine deaminase and related metal-dependent hydrolases			GO:0016787,GO:0016810	3.8.1.-	
7008406	YP_001397333.1	153951329	248364	85072	85968	+	JJD26997_0078	sppA	signal peptide peptidase SppA, 36K type (RefSeq)	COG616	OU	Periplasmic serine proteases (ClpP class)	TIGR00706 signal peptide peptidase SppA, 36K type [sppA]	Protein fate:Degradation of proteins, peptides, and glycopeptides	GO:0006508,GO:0008462	3.4.-.-,3.4.21.-	,
7008407			248364	86191	86800	+	JJD26997_0079	JJD26997_0079									
7008408	YP_001397334.1	153951109	248364	87004	86846	-	JJD26997_0081	JJD26997_0081	hypothetical protein (RefSeq)								
7008409			248364	87595	87166	-	JJD26997_0083	JJD26997_0083									
7008410	YP_001397335.1	153951058	248364	88431	87775	-	JJD26997_0084	JJD26997_0084	hypothetical protein (RefSeq)	COG1556	S	Uncharacterized conserved protein			GO:0009396,GO:0005524,GO:0030272		
7008411	YP_001397336.1	153951992	248364	89863	88424	-	JJD26997_0085	JJD26997_0085	iron-sulfur cluster binding protein (RefSeq)	COG1139	C	Uncharacterized conserved protein containing a ferredoxin-like domain	TIGR00273 iron-sulfur cluster-binding protein	Energy metabolism:Electron transport	GO:0009396,GO:0051536,GO:0030272,GO:0016491,GO:0005524		
7008412	YP_001397337.1	153951675	248364	90597	89860	-	JJD26997_0086	JJD26997_0086	hypothetical protein (RefSeq)	COG247	C	Fe-S oxidoreductase			GO:0009339,GO:0008891	1.1.3.15	(S)-2-hydroxy-acid oxidase.
7008413	YP_001397338.1	153952662	248364	92403	90721	-	JJD26997_0087	lctP	L-lactate permease (RefSeq)	COG1620	C	L-lactate permease	TIGR00795 transporter, lactate permease (LctP) family	Transport and binding proteins:Carbohydrates, organic alcohols, and acids	GO:0015727,GO:0015129		
7008414			248364	93009	92767	-	JJD26997_0088	JJD26997_0088									
7008415	YP_001397339.1	153951159	248364	93169	93438	+	JJD26997_0089	JJD26997_0089	hypothetical protein (RefSeq)								
7008416	YP_001397340.1	153951686	248364	93439	95001	+	JJD26997_0090	cydA	cytochrome d ubiquinol oxidase, subunit I (RefSeq)	COG1271	C	Cytochrome bd-type quinol oxidase, subunit 1			GO:0006118,GO:0016020,GO:0016491	1.10.3.-	
7008417	YP_001397341.1	153950972	248364	95001	96125	+	JJD26997_0091	cydB	cytochrome d ubiquinol oxidase, subunit II (RefSeq)	COG1294	C	Cytochrome bd-type quinol oxidase, subunit 2	TIGR00203 cytochrome d ubiquinol oxidase, subunit II [cydB]	Energy metabolism:Electron transport	GO:0006118,GO:0016020	1.10.3.-	
7008418	YP_001397342.1	153951898	248364	97014	96319	-	JJD26997_0092	JJD26997_0092	putative aspartate racemase (RefSeq)	COG1794	M	Aspartate racemase	TIGR00035 aspartate racemase	Energy metabolism:Amino acids and amines	GO:0006520,GO:0047689	5.1.1.13	Aspartate racemase.
7008419	YP_001397343.1	153951537	248364	97825	97130	-	JJD26997_0093	ung	uracil-DNA glycosylase (RefSeq)	COG692	L	Uracil DNA glycosylase	TIGR00628 uracil-DNA glycosylase [ung]	DNA metabolism:DNA replication, recombination, and repair	GO:0006284,GO:0004844	3.2.2.-	
7008420	YP_001397344.1	153952003	248364	98099	99505	+	JJD26997_0094	aspA	aspartate ammonia-lyase (RefSeq)	COG1027	E	Aspartate ammonia-lyase	TIGR00839 aspartate ammonia-lyase [aspA]	Energy metabolism:Amino acids and amines	GO:0006106,GO:0006531,GO:0045239,GO:0004333,GO:0008797	4.3.1.1	Aspartate ammonia-lyase.
7008421	YP_001397345.1	153951706	248364	99531	100859	+	JJD26997_0095	dcuA	anaerobic C4-dicarboxylate transporter (RefSeq)	COG2704	R	Anaerobic C4-dicarboxylate transporter	TIGR00770 transporter, anaerobic C4-dicarboxylate uptake (Dcu) family	Transport and binding proteins:Carbohydrates, organic alcohols, and acids	GO:0015740,GO:0016021,GO:0015556		
7008422	YP_001397346.1	153952518	248364	101520	104627	+	JJD26997_0096	JJD26997_0096	autotransporter beta-domain-containing protein (RefSeq)								
7008423	YP_001397347.1	153951573	248364	104880	105815	+	JJD26997_0097	JJD26997_0097	putative periplasmic protein (RefSeq)								
7008424	YP_001397348.1	153952371	248364	105974	106282	+	JJD26997_0098	rplU	50S ribosomal protein L21 (RefSeq)	COG261	J	Ribosomal protein L21	TIGR00061 ribosomal protein L21 [rplU]	Protein synthesis:Ribosomal proteins: synthesis and modification	GO:0006412,GO:0005840,GO:0003723,GO:0003735		
7008425	YP_001397349.1	153951563	248364	106293	106547	+	JJD26997_0099	rpmA	50S ribosomal protein L27 (RefSeq)	COG211	J	Ribosomal protein L27	TIGR00062 ribosomal protein L27 [rpmA]	Protein synthesis:Ribosomal proteins: synthesis and modification	GO:0006412,GO:0005840,GO:0003735		
7008426	YP_001397350.1	153952548	248364	106654	107691	+	JJD26997_0100	obgE	GTPase ObgE (RefSeq)	COG536	R	Predicted GTPase	TIGR02729 Obg family GTPase CgtA [cgtA]	Protein synthesis:Other	GO:0015684,GO:0005622,GO:0016021,GO:0009276,GO:0005525,GO:0015093		
7008427			248364	107825	108530	+	JJD26997_0102	JJD26997_0102									
7008428	YP_001397351.1	153951144	248364	108644	108516	-	JJD26997_0103	JJD26997_0103	hypothetical protein (RefSeq)								
7008429	YP_001397352.1	153950956	248364	108654	109571	+	JJD26997_0105	fmt	methionyl-tRNA formyltransferase (RefSeq)	COG223	J	Methionyl-tRNA formyltransferase	TIGR00460 methionyl-tRNA formyltransferase [fmt]	Protein synthesis:tRNA aminoacylation	GO:0006412,GO:0004479	2.1.2.9	Methionyl-tRNA formyltransferase.
7008430	YP_001397353.1	153951936	248364	109534	110187	+	JJD26997_0106	JJD26997_0106	biotin--protein ligase (RefSeq)	COG340	H	Biotin-(acetyl-CoA carboxylase) ligase	TIGR00121 biotin--[acetyl-CoA-carboxylase] ligase	Protein fate:Protein modification and repair	GO:0006464,GO:0004077	6.3.4.15	Biotin--[acetyl-CoA-carboxylase] ligase.
7008431	YP_001397354.1	153952401	248364	110184	110969	+	JJD26997_0107	JJD26997_0107	ParA family chromosome partitioning ATPase (RefSeq)	COG1192	D	ATPases involved in chromosome partitioning			GO:0009236,GO:0000166,GO:0017111,GO:0042242		
7008432	YP_001397355.1	153952129	248364	110975	111811	+	JJD26997_0108	JJD26997_0108	ParB family chromosome partitioning protein (RefSeq)	COG1475	K	Predicted transcriptional regulators	TIGR00180 ParB-like partition proteins		GO:0030542,GO:0003677		
7008433	YP_001397356.1	153951555	248364	111875	112300	+	JJD26997_0109	JJD26997_0109	F0F1 ATP synthase subunit B' (RefSeq)	COG711	C	F0F1-type ATP synthase, subunit b			GO:0015986,GO:0045259,GO:0003936,GO:0046961,GO:0046933	3.6.3.14	H(+)-transporting two-sector ATPase.
7008434	YP_001397357.1	153952313	248364	112311	112823	+	JJD26997_0110	JJD26997_0110	F0F1 ATP synthase subunit B (RefSeq)	COG711	C	F0F1-type ATP synthase, subunit b			GO:0015986,GO:0045259,GO:0003936,GO:0046961,GO:0046933	3.6.3.14	H(+)-transporting two-sector ATPase.
7008435	YP_001397358.1	153951608	248364	112826	113347	+	JJD26997_0111	atpH	F0F1 ATP synthase subunit delta (RefSeq)	COG712	C	F0F1-type ATP synthase, delta subunit (mitochondrial oligomycin sensitivity protein)	TIGR01145 ATP synthase F1, delta subunit [atpH]	Energy metabolism:ATP-proton motive force interconversion	GO:0015986,GO:0045259,GO:0003936,GO:0046961,GO:0046933	3.6.3.14	H(+)-transporting two-sector ATPase.
7008436	YP_001397359.1	153952146	248364	113361	114866	+	JJD26997_0112	atpA	F0F1 ATP synthase subunit alpha (RefSeq)	COG56	C	F0F1-type ATP synthase, alpha subunit	TIGR00962 ATP synthase F1, alpha subunit [atpA]	Energy metabolism:ATP-proton motive force interconversion	GO:0015986,GO:0045259,GO:0003936,GO:0046933,GO:0005524,GO:0046961	3.6.3.14	H(+)-transporting two-sector ATPase.
7008437	YP_001397360.1	153952196	248364	114875	115759	+	JJD26997_0113	atpG	F0F1 ATP synthase subunit gamma (RefSeq)	COG224	C	F0F1-type ATP synthase, gamma subunit	TIGR01146 ATP synthase F1, gamma subunit [atpG]	Energy metabolism:ATP-proton motive force interconversion	GO:0015986,GO:0045259,GO:0003936,GO:0046961,GO:0046933	3.6.3.14	H(+)-transporting two-sector ATPase.
7008438	YP_001397361.1	153951038	248364	115784	117238	+	JJD26997_0114	atpD	F0F1 ATP synthase subunit beta (RefSeq)	COG55	C	F0F1-type ATP synthase, beta subunit	TIGR01039 ATP synthase F1, beta subunit [atpD]	Energy metabolism:ATP-proton motive force interconversion	GO:0015986,GO:0016021,GO:0045259,GO:0003936,GO:0005524,GO:0008553,GO:0046933,GO:0046961	3.6.3.14	H(+)-transporting two-sector ATPase.
7008439	YP_001397362.1	153951408	248364	117238	117627	+	JJD26997_0115	atpC	F0F1 ATP synthase subunit epsilon (RefSeq)	COG355	C	F0F1-type ATP synthase, epsilon subunit (mitochondrial delta subunit)	TIGR01216 ATP synthase F1, epsilon subunit [atpC]	Energy metabolism:ATP-proton motive force interconversion	GO:0015986,GO:0045259,GO:0003936,GO:0046961,GO:0046933	3.6.3.14	H(+)-transporting two-sector ATPase.
7008440	YP_001397363.1	153952561	248364	117627	118181	+	JJD26997_0116	JJD26997_0116	MotA/TolQ/ExbB proton channel family protein (RefSeq)	COG811	U	Biopolymer transport proteins			GO:0006810,GO:0016020,GO:0008565		
7008441	YP_001397364.1	153951220	248364	118190	118579	+	JJD26997_0117	JJD26997_0117	TonB system transport protein ExbD, putative (RefSeq)	COG848	U	Biopolymer transport protein			GO:0006810,GO:0016020,GO:0005215		
7008442	YP_001397365.1	153952317	248364	118582	119361	+	JJD26997_0118	JJD26997_0118	TonB domain-containing protein (RefSeq)								
7008443	YP_001397366.1	153951205	248364	119371	120579	+	JJD26997_0119	tolB	translocation protein TolB (RefSeq)	COG823	U	Periplasmic component of the Tol biopolymer transport system			GO:0015031,GO:0042597		
7008444	YP_001397367.1	153952154	248364	120656	121153	+	JJD26997_0120	JJD26997_0120	peptidoglycan-associated lipoprotein Omp18 (RefSeq)	COG2885	M	Outer membrane protein and related peptidoglycan-associated (lipo)proteins	TIGR02802 peptidoglycan-associated lipoprotein [pal]		GO:0009279,GO:0016021		
7008445	YP_001397368.1	153950982	248364	121157	122104	+	JJD26997_0121	JJD26997_0121	hypothetical protein (RefSeq)						GO:0005488		
