locusId	accession	GI	scaffoldId	start	stop	strand	sysName	name	desc	COG	COGFun	COGDesc	TIGRFam	TIGRRoles	GO	EC	ECDesc
2748471	ZP_01070912.1	86152707	29105	37549	37436	-	CJJHB9313_1648	CJJHB9313_1648	conserved hypothetical protein (NCBI)								
2748472	ZP_01070928.1	86152723	29105	37908	38090	+	CJJHB9313_1647	CJJHB9313_1647	conserved hypothetical protein (NCBI)								
2748473	ZP_01070875.1	86152670	29105	38233	39381	+	CJJHB9313_1646	nhaA	Na+/H+ antiporter NhaA (NCBI)	COG3004	P	Na+/H+ antiporter	TIGR00773 Na+/H+ antiporter NhaA [nhaA]	Transport and binding proteins:Cations and iron carrying compounds	GO:0006814,GO:0006885,GO:0016021	3.4.-.-	
2748474	ZP_01070746.1	86152541	29105	39378	40547	+	CJJHB9313_1645	nhaA	Na+/H+ antiporter NhaA (NCBI)	COG3004	P	Na+/H+ antiporter	TIGR00773 Na+/H+ antiporter NhaA [nhaA]	Transport and binding proteins:Cations and iron carrying compounds	GO:0006814,GO:0006885,GO:0016021,GO:0004867	3.4.-.-	
2748475	ZP_01070954.1	86152749	29105	40556	41017	+	CJJHB9313_1644	CJJHB9313_1644	lipoprotein NlpC (NCBI)	COG791	M	Cell wall-associated hydrolases (invasion-associated proteins)					
2748476	ZP_01071100.1	86152895	29105	41019	41762	+	CJJHB9313_1643	murI	glutamate racemase (NCBI)	COG796	M	Glutamate racemase	TIGR00067 glutamate racemase [murI]	Cell envelope:Biosynthesis and degradation of murein sacculus and peptidoglycan	GO:0009252,GO:0008881	5.1.1.3	Glutamate racemase.
2748477	ZP_01071028.1	86152823	29105	41772	42530	+	CJJHB9313_1642	map	methionine aminopeptidase, type I (NCBI)	COG24	J	Methionine aminopeptidase	TIGR00500 methionine aminopeptidase, type I [map]	Protein fate:Protein modification and repair	GO:0006508,GO:0004239	3.4.11.18	Methionyl aminopeptidase.
2748478	ZP_01070919.1	86152714	29105	43402	42902	-	CJJHB9313_1641	CJJHB9313_1641	conserved hypothetical protein (NCBI)								
2748479	ZP_01070820.1	86152615	29105	44057	43458	-	CJJHB9313_1640	CJJHB9313_1640	conserved hypothetical protein (NCBI)	COG3218	R	ABC-type uncharacterized transport system, auxiliary component					
2748480	ZP_01071332.1	86153127	29105	44947	44057	-	CJJHB9313_1639	CJJHB9313_1639	ABC transporter, periplasmic substrate-binding protein, putative (NCBI)	COG1463	Q	ABC-type transport system involved in resistance to organic solvents, periplasmic component					
2748481	ZP_01070962.1	86152757	29105	45672	44950	-	CJJHB9313_1638	CJJHB9313_1638	ABC transporter, ATP-binding protein (NCBI)	COG1127	Q	ABC-type transport system involved in resistance to organic solvents, ATPase component			GO:0005524,GO:0015600,GO:0015597,GO:0015601,GO:0015598,GO:0016887,GO:0015599	3.6.3.21	Polar-amino-acid-transporting ATPase.
2748482	ZP_01071167.1	86152962	29105	46782	45673	-	CJJHB9313_1637	CJJHB9313_1637	ABC transporter, permease (NCBI)	COG767	Q	ABC-type transport system involved in resistance to organic solvents, permease component	TIGR00056 conserved hypothetical protein	Hypothetical proteins:Conserved	GO:0008782	3.2.2.9	Adenosylhomocysteine nucleosidase.
2748483	ZP_01071280.1	86153075	29105	48682	46784	-	CJJHB9313_1636	tkt	transketolase (NCBI)	COG21	G	Transketolase	TIGR00232 transketolase [tkt]	Energy metabolism:Pentose phosphate pathway	GO:0008152,GO:0004802	2.2.1.1	Transketolase.
2748484	ZP_01071378.1	86153173	29105	49538	48693	-	CJJHB9313_1635	CJJHB9313_1635	geranyltranstransferase (NCBI)	COG142	H	Geranylgeranyl pyrophosphate synthase			GO:0008299,GO:0004337	2.5.1.10	Geranyltranstransferase.
2748485	ZP_01071377.1	86153172	29105	50629	49535	-	CJJHB9313_1634	CJJHB9313_1634	PDZ domain protein (NCBI)						GO:0005515		
2748486	ZP_01070880.1	86152675	29105	50937	50626	-	CJJHB9313_1633	CJJHB9313_1633	conserved hypothetical protein TIGR00103 (NCBI)	COG718	S	Uncharacterized protein conserved in bacteria	TIGR00103 DNA-binding protein, YbaB/EbfC family	Unknown function:General			
2748487	ZP_01071037.1	86152832	29105	52224	50941	-	CJJHB9313_1632	CJJHB9313_1632	UDP-N-acetylmuramoylalanyl-D-glutamate--2, 6-diaminopimelate ligase (NCBI)	COG769	M	UDP-N-acetylmuramyl tripeptide synthase	TIGR01085 UDP-N-acetylmuramyl-tripeptide synthetase [murE]	Cell envelope:Biosynthesis and degradation of murein sacculus and peptidoglycan	GO:0009252,GO:0051301,GO:0008360,GO:0009396,GO:0005737,GO:0008765,GO:0005524,GO:0004326	6.3.2.13	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase.
2748488	ZP_01070677.1	86152472	29105	52759	52208	-	CJJHB9313_1631	CJJHB9313_1631	conserved hypothetical protein (NCBI)						GO:0005488	2.7.3.-	
2748489	ZP_01070978.1	86152773	29105	53015	52746	-	CJJHB9313_1630	CJJHB9313_1630	NifU family protein (NCBI)	COG694	O	Thioredoxin-like proteins and domains			GO:0016226,GO:0051536,GO:0005506		
2748490	ZP_01070817.1	86152612	29105	54917	53100	-	CJJHB9313_1629	CJJHB9313_1629	DNA primase (NCBI)	COG358	L	DNA primase (bacterial type)	TIGR01391 DNA primase [dnaG]	DNA metabolism:DNA replication, recombination, and repair	GO:0006304,GO:0006269,GO:0003677,GO:0008270,GO:0003896	2.7.7.-	
2748491	ZP_01071253.1	86153048	29105	54987	55973	+	CJJHB9313_1628	CJJHB9313_1628	tetratricopeptide repeat domain protein (NCBI)						GO:0005488		
2748492	ZP_01071238.1	86153033	29105	55960	56400	+	CJJHB9313_1627	rnhA	RNase H (NCBI)	COG328	L	Ribonuclease HI			GO:0003676,GO:0004523	3.1.26.4	Ribonuclease H.
2748493	ZP_01071168.1	86152963	29105	56387	57061	+	CJJHB9313_1626	rnc	ribonuclease III (NCBI)	COG571	K	dsRNA-specific ribonuclease	TIGR02191 ribonuclease III [rnc]	Transcription:RNA processing	GO:0016075,GO:0006396,GO:0005622,GO:0004525,GO:0003725	3.1.26.3	Ribonuclease III.
2748494	ZP_01071039.1	86152834	29105	57061	58149	+	CJJHB9313_1625	aroC	chorismate synthase (NCBI)	COG82	E	Chorismate synthase	TIGR00033 chorismate synthase [aroC]	Amino acid biosynthesis:Aromatic amino acid family	GO:0009073,GO:0004107	4.2.3.5	Chorismate synthase.
2748495	ZP_01071093.1	86152888	29105	59219	58236	-	CJJHB9313_1624	CJJHB9313_1624	trna methyltransferase (NCBI)	COG482	J	Predicted tRNA(5-methylaminomethyl-2-thiouridylate) methyltransferase, contains the PP-loop ATPase domain			GO:0008033,GO:0006526,GO:0005737,GO:0005524,GO:0004808,GO:0004055	2.1.1.61	tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase.
2748496	ZP_01070922.1	86152717	29105	59314	59475	+	CJJHB9313_1623	CJJHB9313_1623	putative periplasmic protein (NCBI)								
2748497	ZP_01070832.1	86152627	29105	59479	60348	+	CJJHB9313_1622	CJJHB9313_1622	conserved hypothetical protein (NCBI)						GO:0005509		
2748498	ZP_01071176.1	86152971	29105	61051	60368	-	CJJHB9313_1621	CJJHB9313_1621	protein tonB (NCBI)	COG810	M	Periplasmic protein TonB, links inner and outer membranes	TIGR01352 TonB family C-terminal domain	Transport and binding proteins:Cations and iron carrying compounds	GO:0015031,GO:0006826,GO:0016020,GO:0030288,GO:0005381,GO:0008565		
2748499	ZP_01070991.1	86152786	29105	61437	61048	-	CJJHB9313_1620	CJJHB9313_1620	biopolymer transport exbD protein (NCBI)	COG848	U	Biopolymer transport protein	TIGR02804 TonB system transport protein ExbD [expD]		GO:0006810,GO:0016020,GO:0005215		
2748500	ZP_01071235.1	86153030	29105	61801	61430	-	CJJHB9313_1619	CJJHB9313_1619	biopolymer transport exbB protein (NCBI)				TIGR02805 tonB-system energizer ExbB [exbB]	Transport and binding proteins:Cations and iron carrying compounds	GO:0006810,GO:0016020,GO:0008565		
2748501	ZP_01071121.1	86152916	29105	62013	62756	+	CJJHB9313_1618	CJJHB9313_1618	conserved hypothetical protein (NCBI)								
2748502	ZP_01071350.1	86153145	29105	62821	63237	+	CJJHB9313_1617	CJJHB9313_1617	conserved hypothetical protein (NCBI)								
2748503	ZP_01071370.1	86153165	29105	63498	64748	+	CJJHB9313_1616	CJJHB9313_1616	serine transporter (NCBI)	COG814	E	Amino acid permeases			GO:0006865,GO:0016020		
2748504	ZP_01070837.1	86152632	29105	64763	66127	+	CJJHB9313_1615	sdaA	L-serine ammonia-lyase (NCBI)	COG1760	E	L-serine deaminase	TIGR00720 L-serine ammonia-lyase	Energy metabolism:Glycolysis/gluconeogenesis	GO:0006094,GO:0003941	4.3.1.17	L-serine ammonia-lyase.
2748505	ZP_01071367.1	86153162	29105	66656	66135	-	CJJHB9313_1614	CJJHB9313_1614	membrane protein, putative (NCBI)								
2748506	ZP_01071147.1	86152942	29105	67617	66637	-	CJJHB9313_1613	ribD	riboflavin biosynthesis protein RibD (NCBI)	COG1985	H	Pyrimidine reductase, riboflavin biosynthesis	TIGR00326 riboflavin biosynthesis protein RibD [ribD]	Biosynthesis of cofactors, prosthetic groups, and carriers:Riboflavin, FMN, and FAD	GO:0009231,GO:0004023,GO:0008835,GO:0008270,GO:0008703,GO:0004024,GO:0004025	1.1.1.1,1.1.1.193,3.5.4.26	Alcohol dehydrogenase.,5-amino-6-(5-phosphoribosylamino)uracil reductase.,Diaminohydroxyphosphoribosylaminopyrimidine deaminase.
2748507	ZP_01071058.1	86152853	29105	69047	68295	-	CJJHB9313_1608	CJJHB9313_1608	putative periplasmic protein (NCBI)								
2748508	ZP_01070965.1	86152760	29105	69120	70139	+	CJJHB9313_1606	mutY	A/G-specific adenine glycosylase (NCBI)	COG1194	L	A/G-specific DNA glycosylase	TIGR01084 A/G-specific adenine glycosylase [mutY]	DNA metabolism:DNA replication, recombination, and repair	GO:0006284,GO:0005622,GO:0019104,GO:0004519,GO:0051539	3.2.2.-	
2748509	ZP_01070690.1	86152485	29105	71384	70125	-	CJJHB9313_1607	CJJHB9313_1607	alpha-ketoglutarate permease (NCBI)	COG2814	G	Arabinose efflux permease			GO:0006810,GO:0016021,GO:0005215		
2748510	ZP_01070728.1	86152523	29105	71550	72407	+	CJJHB9313_1604	CJJHB9313_1604	radical SAM domain protein (NCBI)	COG535	R	Predicted Fe-S oxidoreductases			GO:0008152,GO:0003824,GO:0051536		
2748511	ZP_01071222.1	86153017	29105	73210	72404	-	CJJHB9313_1605	CJJHB9313_1605	putative haemin uptake system periplasmic haemin-binding protein (NCBI)	COG614	P	ABC-type Fe3+-hydroxamate transport system, periplasmic component			GO:0006827,GO:0005381		
2748512	ZP_01071010.1	86152805	29105	73983	73207	-	CJJHB9313_1603	CJJHB9313_1603	hemin transport system ATP-binding protein hmuV (NCBI)	COG1120	PH	ABC-type cobalamin/Fe3+-siderophores transport systems, ATPase components			GO:0005524,GO:0016887,GO:0015623	3.6.3.34	Iron-chelate-transporting ATPase.
2748513	ZP_01071298.1	86153093	29105	74969	73983	-	CJJHB9313_1602	CJJHB9313_1602	hemin transport system permease protein hmuU (NCBI)	COG609	P	ABC-type Fe3+-siderophore transport system, permease component			GO:0006810,GO:0016020,GO:0005215		
2748514	ZP_01070986.1	86152781	29105	77064	74944	-	CJJHB9313_1601	CJJHB9313_1601	hemin receptor, putative (NCBI)	COG1629	P	Outer membrane receptor proteins, mostly Fe transport			GO:0006810,GO:0016020,GO:0004872,GO:0005215		
2748515	ZP_01071079.1	86152874	29105	77258	78013	+	CJJHB9313_1600	CJJHB9313_1600	Pyridoxamine 5'-phosphate oxidase family (NCBI)	COG748	P	Putative heme iron utilization protein			GO:0010181		
2748516	ZP_01070838.1	86152633	29105	79094	78027	-	CJJHB9313_1599	prfA	peptide chain release factor 1 (NCBI)	COG216	J	Protein chain release factor A	TIGR00019 peptide chain release factor 1 [prfA]	Protein synthesis:Translation factors	GO:0006415,GO:0005737,GO:0003924,GO:0008547,GO:0004045,GO:0016149	3.1.1.29,3.6.5.3	Aminoacyl-tRNA hydrolase.,Protein-synthesizing GTPase.
2748517	ZP_01071312.1	86153107	29105	79376	79113	-	CJJHB9313_1598	rpsT	ribosomal protein S20 (NCBI)	COG268	J	Ribosomal protein S20	TIGR00029 ribosomal protein S20 [rpsT]	Protein synthesis:Ribosomal proteins: synthesis and modification	GO:0006412,GO:0005840,GO:0003723,GO:0003735		
2748518	ZP_01071206.1	86153001	29105	79955	79455	-	CJJHB9313_1597	CJJHB9313_1597	Phosphatidylglycerophosphatase A (NCBI)	COG1267	I	Phosphatidylglycerophosphatase A and related proteins			GO:0006629,GO:0008962	3.1.3.27	Phosphatidylglycerophosphatase.
2748519	ZP_01071149.1	86152944	29105	81120	79960	-	CJJHB9313_1596	CJJHB9313_1596	ATP-sulfurylase family protein (NCBI)	COG2046	P	ATP sulfurylase (sulfate adenylyltransferase)			GO:0000103,GO:0009336,GO:0004781	2.7.7.4	Sulfate adenylyltransferase.
2748520	ZP_01071153.1	86152948	29105	81985	81098	-	CJJHB9313_1595	CJJHB9313_1595	putative two-component regulator (NCBI)	COG784	T	FOG: CheY-like receiver			GO:0000160,GO:0006355,GO:0000156,GO:0003677		
2748521	ZP_01071038.1	86152833	29105	83097	81982	-	CJJHB9313_1594	CJJHB9313_1594	IspD/ispF bifunctional enzyme (NCBI)	COG1211	I	4-diphosphocytidyl-2-methyl-D-erithritol synthase	TIGR00151 2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase [ispF],TIGR00453 2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase [ispD]	Biosynthesis of cofactors, prosthetic groups, and carriers:Other	GO:0016114,GO:0008685,GO:0050518	2.7.7.60,4.6.1.12	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase.,2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase.
2748522	ZP_01070982.1	86152777	29105	83220	84326	+	CJJHB9313_1593	CJJHB9313_1593	ATP/GTP-binding protein (NCBI)	COG489	D	ATPases involved in chromosome partitioning			GO:0009236,GO:0016613,GO:0016611,GO:0016612,GO:0042242,GO:0016163,GO:0016733,GO:0016734,GO:0016735	1.18.6.1	Nitrogenase.
2748523	ZP_01070755.1	86152550	29105	84352	85512	+	CJJHB9313_1592	CJJHB9313_1592	2,3,4,5-tetrahydropyridine-2-carboxylate N-succinyltransferase DapD (NCBI)	COG2171	E	Tetrahydrodipicolinate N-succinyltransferase			GO:0008666	2.3.1.117	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase.
2748524	ZP_01071337.1	86153132	29105	86159	85536	-	CJJHB9313_1591	CJJHB9313_1591	histidine biosynthesis bifunctional protein hisIE (NCBI)	COG139	E	Phosphoribosyl-AMP cyclohydrolase	TIGR03188 phosphoribosyl-ATP diphosphatase [hisE]	Amino acid biosynthesis:Histidine family	GO:0000105,GO:0004635,GO:0004636	3.5.4.19,3.6.1.31	Phosphoribosyl-AMP cyclohydrolase.,Phosphoribosyl-ATP diphosphatase.
