Gene1	Gene2	SysName1	SysName2	Name1	Name2	bOp	pOp	Sep	MOGScore	GOScore	COGSim	ExprSim
1955974	1955975	CJJ81176_0112	CJJ81176_0113		lctP	FALSE	0.483	123.000	0.075	1.000	Y	NA
1955975	1955976	CJJ81176_0113	CJJ81176_0114	lctP	cdtC	FALSE	0.392	172.000	0.125	1.000		NA
1955976	1955977	CJJ81176_0114	CJJ81176_0115	cdtC	cdtB	TRUE	0.994	11.000	0.500	0.003		NA
1955977	1955978	CJJ81176_0115	CJJ81176_0116	cdtB	cdtA	TRUE	0.994	-3.000	0.421	0.003		NA
1955979	1955980	CJJ81176_0117	CJJ81176_0118		cydA	TRUE	0.991	1.000	0.887	NA		NA
1955980	1955981	CJJ81176_0118	CJJ81176_0119	cydA	cydB	TRUE	0.998	0.000	0.962	0.058	Y	NA
1955982	1955983	CJJ81176_0120	CJJ81176_0121		ung	FALSE	0.164	120.000	0.011	1.000	N	NA
1955984	1955985	CJJ81176_0122	CJJ81176_0123	aspA	dcuA	TRUE	0.694	26.000	0.127	1.000		NA
1955985	1955986	CJJ81176_0123	CJJ81176_0124	dcuA		FALSE	0.229	108.000	0.027	1.000		NA
1955986	1955987	CJJ81176_0124	CJJ81176_0125			TRUE	0.945	10.000	0.372	NA		NA
1955987	1955988	CJJ81176_0125	CJJ81176_0126			TRUE	0.878	24.000	0.516	NA		NA
1955988	1955989	CJJ81176_0126	CJJ81176_0127			FALSE	0.373	82.000	0.087	NA		NA
1955989	1955990	CJJ81176_0127	CJJ81176_0128			TRUE	0.953	10.000	0.414	NA		NA
1955990	1955991	CJJ81176_0128	CJJ81176_0129		rplU	FALSE	0.129	159.000	0.005	NA		NA
1955991	1955992	CJJ81176_0129	CJJ81176_0130	rplU	rpmA	TRUE	0.995	11.000	0.667	0.032	Y	NA
1955992	1955993	CJJ81176_0130	CJJ81176_0131	rpmA		TRUE	0.615	106.000	0.335	1.000		NA
1955993	1955994	CJJ81176_0131	CJJ81176_0132		proB	TRUE	0.636	52.000	0.206	1.000		NA
1955994	1955995	CJJ81176_0132	CJJ81176_0133	proB	fmt	FALSE	0.214	74.000	0.014	1.000	N	NA
1955995	1955996	CJJ81176_0133	CJJ81176_0134	fmt		TRUE	0.692	-37.000	0.029	1.000	N	NA
1955996	1955997	CJJ81176_0134	CJJ81176_0135			TRUE	0.784	-3.000	0.040	1.000	N	NA
1955997	1955998	CJJ81176_0135	CJJ81176_0136			TRUE	0.986	6.000	0.827	1.000	N	NA
1955998	1955999	CJJ81176_0136	CJJ81176_0137			FALSE	0.332	61.000	0.037	1.000	N	NA
1955999	1956000	CJJ81176_0137	CJJ81176_0138			TRUE	0.986	11.000	0.110	0.008	Y	NA
1956000	1956001	CJJ81176_0138	CJJ81176_0139		atpH	TRUE	0.996	3.000	0.132	0.008	Y	NA
1956001	1956002	CJJ81176_0139	CJJ81176_0140	atpH	atpA	TRUE	0.996	14.000	0.864	0.008	Y	NA
1956002	1956003	CJJ81176_0140	CJJ81176_0141	atpA	atpG	TRUE	0.998	9.000	0.846	0.008	Y	NA
1956003	1956004	CJJ81176_0141	CJJ81176_0142	atpG	atpD	TRUE	0.991	25.000	0.724	0.008	Y	NA
1956004	1956005	CJJ81176_0142	CJJ81176_0143	atpD	atpC	TRUE	0.999	4.000	0.837	0.008	Y	NA
1956005	1956006	CJJ81176_0143	CJJ81176_0144	atpC		TRUE	0.886	0.000	0.036	1.000	N	NA
1956006	1956007	CJJ81176_0144	CJJ81176_0145			TRUE	0.998	9.000	0.944	0.057	Y	NA
1956007	1956008	CJJ81176_0145	CJJ81176_0146			TRUE	0.975	3.000	0.343	NA		NA
1956008	1956009	CJJ81176_0146	CJJ81176_0147			TRUE	0.917	10.000	0.213	NA		NA
1956009	1956010	CJJ81176_0147	CJJ81176_0148			TRUE	0.796	77.000	0.702	1.000	N	NA
1956010	1956011	CJJ81176_0148	CJJ81176_0149			TRUE	0.989	4.000	0.794	1.000		NA
1956011	1956012	CJJ81176_0149	CJJ81176_0150		slyD	TRUE	0.933	15.000	0.543	1.000		NA
1956012	1956013	CJJ81176_0150	CJJ81176_0151	slyD	fabD	TRUE	0.828	0.000	0.013	1.000	N	NA
1956013	1956014	CJJ81176_0151	CJJ81176_0152	fabD	mtnA	TRUE	0.888	0.000	0.037	1.000	N	NA
1956014	1956015	CJJ81176_0152	CJJ81176_0153	mtnA		TRUE	0.755	-3.000	0.042	NA	N	NA
1956015	1956016	CJJ81176_0153	CJJ81176_0154			TRUE	0.758	5.000	0.009	NA	N	NA
1956016	1956017	CJJ81176_0154	CJJ81176_0155			TRUE	0.791	0.000	0.007	NA		NA
1956017	1956018	CJJ81176_0155	CJJ81176_0156			TRUE	0.643	-3.000	0.003	NA		NA
1956018	1956019	CJJ81176_0156	CJJ81176_0157			FALSE	0.245	91.000	0.000	NA		NA
1956020	1956021	CJJ81176_0158	CJJ81176_0159	dusB		TRUE	0.681	-3.000	0.021	NA		NA
1956021	1956022	CJJ81176_0159	CJJ81176_0160			TRUE	0.677	116.000	0.523	NA		NA
1956022	1956023	CJJ81176_0160	CJJ81176_0161			TRUE	0.658	12.000	0.029	NA		NA
1956023	1956024	CJJ81176_0161	CJJ81176_0162		accD	TRUE	0.893	2.000	0.035	NA		NA
1956024	1956025	CJJ81176_0162	CJJ81176_0163	accD		TRUE	0.777	9.000	0.016	1.000	N	NA
1956025	1956026	CJJ81176_0163	CJJ81176_0164			TRUE	0.822	0.000	0.008	1.000	N	NA
1956027	1956028	CJJ81176_0165	CJJ81176_0166	tyrA		FALSE	0.205	80.000	0.013	1.000	N	NA
1956028	1956029	CJJ81176_0166	CJJ81176_0167		lpxC	TRUE	0.926	0.000	0.022	1.000	Y	NA
1956029	1956030	CJJ81176_0167	CJJ81176_0168	lpxC		FALSE	0.383	39.000	0.035	NA	N	NA
1956030	1956031	CJJ81176_0168	CJJ81176_0169		thrB	TRUE	0.808	9.000	0.032	NA	N	NA
1956031	1956032	CJJ81176_0169	CJJ81176_0170	thrB		FALSE	0.507	25.000	0.044	NA	N	NA
1956032	1956033	CJJ81176_0170	CJJ81176_0171		infB	TRUE	0.855	-13.000	0.171	NA	N	NA
1956033	1956034	CJJ81176_0171	CJJ81176_0172	infB	rbfA	TRUE	0.977	-3.000	0.530	1.000	Y	NA
1956034	1956035	CJJ81176_0172	CJJ81176_0173	rbfA		TRUE	0.679	-10.000	0.033	NA		NA
1956035	1956036	CJJ81176_0173	CJJ81176_0174			FALSE	0.137	205.000	0.002	NA		NA
1956036	1956037	CJJ81176_0174	CJJ81176_0175			TRUE	0.986	0.000	0.759	NA		NA
1956037	1956038	CJJ81176_0175	CJJ81176_0176			TRUE	0.691	-9.000	0.000	NA		NA
1956039	1956040	CJJ81176_0177	CJJ81176_0178			TRUE	0.973	-7.000	0.616	1.000	Y	NA
1956040	1956041	CJJ81176_0178	CJJ81176_0179			TRUE	0.963	13.000	0.509	1.000	Y	NA
1956042	1956043	CJJ81176_0180	CJJ81176_0181			FALSE	0.247	135.000	0.050	NA		NA
1956044	1956045	CJJ81176_0182	CJJ81176_0183	trxB	trx	FALSE	0.388	134.000	0.035	1.000	Y	NA
1956045	1956046	CJJ81176_0183	CJJ81176_0184	trx		FALSE	0.300	57.000	0.027	1.000	N	NA
1956046	1956047	CJJ81176_0184	CJJ81176_0185		hom	TRUE	0.835	0.000	0.003	1.000	N	NA
1956047	1956048	CJJ81176_0185	CJJ81176_0186	hom		TRUE	0.915	4.000	0.009	1.000	Y	NA
1956048	1956049	CJJ81176_0186	CJJ81176_0187			TRUE	0.800	12.000	0.098	NA		NA
1956049	1956050	CJJ81176_0187	CJJ81176_0188			TRUE	0.970	-6.000	0.882	NA		NA
1956050	1956051	CJJ81176_0188	CJJ81176_0189			TRUE	0.688	-7.000	0.033	NA		NA
1956051	1956052	CJJ81176_0189	CJJ81176_0190			TRUE	0.654	14.000	0.031	1.000		NA
1956052	1956053	CJJ81176_0190	CJJ81176_0191		rpmE	TRUE	0.899	3.000	0.031	1.000		NA
1956053	1956054	CJJ81176_0191	CJJ81176_0192	rpmE		FALSE	0.214	79.000	0.023	NA		NA
1956054	1956055	CJJ81176_0192	CJJ81176_0193			TRUE	0.928	2.000	0.070	NA		NA
1956055	1956056	CJJ81176_0193	CJJ81176_0194			TRUE	0.965	0.000	0.300	NA		NA
1956056	1956057	CJJ81176_0194	CJJ81176_0195			TRUE	0.831	0.000	0.011	1.000		NA
1956057	1956058	CJJ81176_0195	CJJ81176_0196			TRUE	0.887	-3.000	0.139	1.000	N	NA
1956058	1956059	CJJ81176_0196	CJJ81176_0197			TRUE	0.890	3.000	0.028	1.000	N	NA
1956059	1956060	CJJ81176_0197	CJJ81176_0198			TRUE	0.715	13.000	0.042	1.000		NA
1956060	1956061	CJJ81176_0198	CJJ81176_0199			TRUE	0.951	-3.000	0.476	NA		NA
1956061	1956062	CJJ81176_0199	CJJ81176_0200			FALSE	0.307	288.000	0.100	NA		NA
1956067	1956068	CJJ81176_0205	CJJ81176_0206	sodB		FALSE	0.185	69.000	0.004	NA		NA
1956068	1956069	CJJ81176_0206	CJJ81176_0207			TRUE	0.729	110.000	0.667	NA		NA
1956070	1956071	CJJ81176_0208	CJJ81176_0209			FALSE	0.495	42.000	0.014	1.000	Y	NA
1956071	1956072	CJJ81176_0209	CJJ81176_0210			TRUE	0.948	-16.000	0.529	1.000	N	NA
1956072	1956073	CJJ81176_0210	CJJ81176_0211			TRUE	0.998	0.000	0.618	0.047	Y	NA
1956073	1956074	CJJ81176_0211	CJJ81176_0212			TRUE	0.854	11.000	0.130	NA		NA
1956075	1956076	CJJ81176_0213	CJJ81176_0214			FALSE	0.361	171.000	0.103	1.000		NA
1956077	1956078	CJJ81176_0215	CJJ81176_0216			TRUE	0.714	10.000	0.009	1.000		NA
1956078	1956079	CJJ81176_0216	CJJ81176_0217			TRUE	0.785	-7.000	0.009	1.000	Y	NA
1956079	1956080	CJJ81176_0217	CJJ81176_0218		purN	FALSE	0.207	72.000	0.009	1.000	N	NA
1956080	1956081	CJJ81176_0218	CJJ81176_0219	purN		TRUE	0.567	-9.000	0.014	NA	N	NA
1956081	1956082	CJJ81176_0219	CJJ81176_0220			TRUE	0.565	-16.000	0.004	NA		NA
1956082	1956083	CJJ81176_0220	CJJ81176_0221			TRUE	0.827	2.000	0.007	NA		NA
1956083	1956084	CJJ81176_0221	CJJ81176_0222		def	TRUE	0.814	-3.000	0.054	1.000	N	NA
1956084	1956085	CJJ81176_0222	CJJ81176_0223	def	clpP	FALSE	0.414	36.000	0.030	1.000	N	NA
1956085	1956086	CJJ81176_0223	CJJ81176_0224	clpP	tig	TRUE	0.984	0.000	0.351	1.000	Y	NA
1956087	1956088	CJJ81176_0225	CJJ81176_0226	folE	fliI	TRUE	0.993	0.000	0.378	0.061	N	NA
1956089	1956090	CJJ81176_0227	CJJ81176_0228	purF	dapB	TRUE	0.882	2.000	0.022	1.000	N	NA
1956090	1956091	CJJ81176_0228	CJJ81176_0229	dapB		FALSE	0.231	63.000	0.003	1.000	N	NA
1956091	1956092	CJJ81176_0229	CJJ81176_0230			TRUE	0.794	0.000	0.005	NA		NA
1956092	1956093	CJJ81176_0230	CJJ81176_0231			TRUE	0.736	135.000	0.750	NA		NA
1956093	1956094	CJJ81176_0231	CJJ81176_0232			FALSE	0.364	99.000	0.100	NA		NA
1956094	1956095	CJJ81176_0232	CJJ81176_0233			TRUE	0.686	-49.000	0.000	NA		NA
1956095	1956096	CJJ81176_0233	CJJ81176_0234			TRUE	0.685	-22.000	0.000	NA		NA
1956097	1956098	CJJ81176_0235	CJJ81176_0236			FALSE	0.178	186.000	0.029	NA		NA
1956098	1956099	CJJ81176_0236	CJJ81176_0237			FALSE	0.290	74.000	0.043	NA		NA
1956099	1956100	CJJ81176_0237	CJJ81176_0238		thrS	FALSE	0.308	131.000	0.063	1.000	N	NA
1956100	1956101	CJJ81176_0238	CJJ81176_0239	thrS	infC	TRUE	0.899	-3.000	0.060	1.000	Y	NA
1956101	1956102	CJJ81176_0239	CJJ81176_0240	infC		FALSE	0.315	39.000	0.004	1.000	N	NA
1956102	1956103	CJJ81176_0240	CJJ81176_0241			FALSE	0.196	230.000	0.000	NA		NA
1956103	1956104	CJJ81176_0241	CJJ81176_0242			TRUE	0.810	120.000	1.000	NA		NA
1956104	1956105	CJJ81176_0242	CJJ81176_0243			TRUE	0.798	164.000	1.000	NA		NA
1956105	1956106	CJJ81176_0243	CJJ81176_0244			FALSE	0.289	63.000	0.000	NA		NA
1956106	1956107	CJJ81176_0244	CJJ81176_0245			FALSE	0.205	158.000	0.000	NA		NA
1956107	1956108	CJJ81176_0245	CJJ81176_0246			TRUE	0.685	-25.000	0.000	NA		NA
1956108	1956109	CJJ81176_0246	CJJ81176_0247			FALSE	0.187	570.000	0.000	NA		NA
1956109	1956110	CJJ81176_0247	CJJ81176_0248			TRUE	0.815	114.000	1.000	NA		NA
1956110	1956111	CJJ81176_0248	CJJ81176_0249		argC	FALSE	0.216	81.000	0.003	1.000		NA
1956111	1956112	CJJ81176_0249	CJJ81176_0250	argC		TRUE	0.796	9.000	0.019	1.000		NA
1956112	1956113	CJJ81176_0250	CJJ81176_0251		argB	TRUE	0.713	10.000	0.006	1.000		NA
1956113	1956114	CJJ81176_0251	CJJ81176_0252	argB	argD	TRUE	0.881	10.000	0.030	1.000	Y	NA
1956117	1956118	CJJ81176_0255	CJJ81176_0256		nrdB	TRUE	0.752	-10.000	0.048	1.000	N	NA
1956118	1956119	CJJ81176_0256	CJJ81176_0257	nrdB		FALSE	0.546	14.000	0.019	NA		NA
1956119	1956120	CJJ81176_0257	CJJ81176_0258		pyrE	TRUE	0.868	1.000	0.025	NA		NA
1956120	1956121	CJJ81176_0258	CJJ81176_0259	pyrE	frr	TRUE	0.886	3.000	0.026	1.000	N	NA
1956121	1956122	CJJ81176_0259	CJJ81176_0260	frr	secG	FALSE	0.543	16.000	0.017	1.000	N	NA
1956122	1956123	CJJ81176_0260	CJJ81176_0261	secG		FALSE	0.148	104.000	0.007	NA		NA
1956124	1956125	CJJ81176_0262	CJJ81176_0263	cynT		TRUE	0.846	-3.000	0.105	NA	N	NA
1956126	1956127	CJJ81176_0264	CJJ81176_0265			TRUE	0.839	10.000	0.056	1.000	N	NA
1956127	1956128	CJJ81176_0265	CJJ81176_0266			FALSE	0.267	178.000	0.052	1.000	N	NA
1956128	1956129	CJJ81176_0266	CJJ81176_0267			TRUE	0.617	137.000	0.429	NA		NA
1956129	1956130	CJJ81176_0267	CJJ81176_0268			TRUE	0.607	71.000	0.286	NA		NA
1956131	1956132	CJJ81176_0269	CJJ81176_0270	rpmI	rplT	TRUE	0.972	94.000	0.928	0.031	Y	NA
1956133	1956134	CJJ81176_0271	CJJ81176_0272			FALSE	0.189	386.000	0.000	NA		NA
1956134	1956135	CJJ81176_0272	CJJ81176_0273			FALSE	0.353	117.000	0.105	NA		NA
1956135	1956136	CJJ81176_0273	CJJ81176_0274			TRUE	0.850	5.000	0.000	NA		NA
1956137	1956138	CJJ81176_0275	CJJ81176_0276			TRUE	0.775	31.000	0.333	NA		NA
1956139	1956140	CJJ81176_0277	CJJ81176_0278			TRUE	0.974	3.000	0.333	NA		NA
1956141	1956142	CJJ81176_0279	CJJ81176_0280	moaC		TRUE	0.746	-22.000	0.057	NA		NA
1956142	1956143	CJJ81176_0280	CJJ81176_0281			TRUE	0.669	14.000	0.047	NA		NA
1956145	1956146	CJJ81176_0283	CJJ81176_0284		dgkA	TRUE	0.888	-3.000	0.136	1.000		NA
1956146	1956147	CJJ81176_0284	CJJ81176_0285	dgkA		TRUE	0.928	-3.000	0.273	1.000		NA
1956147	1956148	CJJ81176_0285	CJJ81176_0286		pyrC	TRUE	0.616	-10.000	0.009	1.000		NA
1956149	1956150	CJJ81176_0287	CJJ81176_0288			FALSE	0.540	56.000	0.154	NA		NA
1956150	1956151	CJJ81176_0288	CJJ81176_0289			FALSE	0.517	80.000	0.154	1.000		NA
1956153	1956154	CJJ81176_0291	CJJ81176_0292			TRUE	0.982	11.000	0.148	0.055	Y	NA
1956154	1956155	CJJ81176_0292	CJJ81176_0293			FALSE	0.188	481.000	0.000	NA		NA
1956155	1956156	CJJ81176_0293	CJJ81176_0294			TRUE	0.989	0.000	0.867	NA		NA
1956156	1956157	CJJ81176_0294	CJJ81176_0295			FALSE	0.530	34.000	0.075	NA		NA
1956157	1956158	CJJ81176_0295	CJJ81176_0296		ilvE	TRUE	0.773	13.000	0.098	NA	N	NA
1956159	1956160	CJJ81176_0297	CJJ81176_0298			TRUE	0.680	-3.000	0.008	1.000		NA
1956160	1956161	CJJ81176_0298	CJJ81176_0299			TRUE	0.792	0.000	0.006	NA		NA
1956161	1956162	CJJ81176_0299	CJJ81176_0300		fabZ	FALSE	0.238	95.000	0.035	NA		NA
1956162	1956163	CJJ81176_0300	CJJ81176_0301	fabZ	lpxA	TRUE	0.965	0.000	0.264	1.000	N	NA
1956163	1956164	CJJ81176_0301	CJJ81176_0302	lpxA	clpX	TRUE	0.693	-7.000	0.027	1.000	N	NA
1956164	1956165	CJJ81176_0302	CJJ81176_0303	clpX	mreB	TRUE	0.748	11.000	0.034	1.000	N	NA
1956165	1956166	CJJ81176_0303	CJJ81176_0304	mreB		TRUE	0.895	29.000	0.689	1.000	N	NA
1956166	1956167	CJJ81176_0304	CJJ81176_0305		carB	FALSE	0.156	261.000	0.016	1.000	N	NA
1956167	1956168	CJJ81176_0305	CJJ81176_0306	carB		TRUE	0.639	-3.000	0.016	NA	N	NA
1956169	1956170	CJJ81176_0307	CJJ81176_0308	tal	serB	TRUE	0.872	0.000	0.029	1.000	N	NA
1956170	1956171	CJJ81176_0308	CJJ81176_0309	serB	cheW	TRUE	0.832	0.000	0.015	1.000	N	NA
1956171	1956172	CJJ81176_0309	CJJ81176_0310	cheW	cheA	TRUE	0.993	5.000	0.137	0.014	Y	NA
1956172	1956173	CJJ81176_0310	CJJ81176_0311	cheA	cheV	TRUE	0.995	4.000	0.147	0.009	Y	NA
1956173	1956174	CJJ81176_0311	CJJ81176_0312	cheV		TRUE	0.773	-7.000	0.065	NA		NA
1956174	1956175	CJJ81176_0312	CJJ81176_0313		greA	FALSE	0.138	133.000	0.012	NA		NA
1956175	1956176	CJJ81176_0313	CJJ81176_0314	greA	lpxB	TRUE	0.734	12.000	0.042	1.000	N	NA
1956176	1956177	CJJ81176_0314	CJJ81176_0315	lpxB		FALSE	0.192	97.000	0.003	1.000		NA
1956177	1956178	CJJ81176_0315	CJJ81176_0316			TRUE	0.604	264.000	0.000	0.046		NA
1956179	1956180	CJJ81176_0317	CJJ81176_0318	surE		TRUE	0.765	-10.000	0.051	1.000		NA
1956181	1956182	CJJ81176_0319	CJJ81176_0320	panD	panC	TRUE	0.964	-3.000	0.342	1.000	Y	NA
1956182	1956183	CJJ81176_0320	CJJ81176_0321	panC	panB	TRUE	0.996	11.000	0.395	0.001	Y	NA
1956183	1956184	CJJ81176_0321	CJJ81176_0322	panB	modC	FALSE	0.166	157.000	0.002	1.000	N	NA
1956184	1956185	CJJ81176_0322	CJJ81176_0323	modC	modB	TRUE	0.965	10.000	0.286	1.000	Y	NA
1956185	1956186	CJJ81176_0323	CJJ81176_0324	modB		TRUE	0.848	-7.000	0.122	1.000	N	NA
1956186	1956187	CJJ81176_0324	CJJ81176_0325		modA	FALSE	0.400	93.000	0.098	1.000	N	NA
1956187	1956188	CJJ81176_0325	CJJ81176_0326	modA		FALSE	0.251	54.000	0.008	1.000		NA
1956188	1956189	CJJ81176_0326	CJJ81176_0327			TRUE	0.812	-3.000	0.065	NA		NA
1956189	1956190	CJJ81176_0327	CJJ81176_0328		bioF	TRUE	0.940	-3.000	0.389	NA		NA
1956192	1956193	CJJ81176_0330	CJJ81176_0331	bioD		TRUE	0.784	10.000	0.030	1.000	N	NA
1956193	1956194	CJJ81176_0331	CJJ81176_0332			TRUE	0.997	4.000	0.444	0.078	Y	NA
1956195	1956196	CJJ81176_0333	CJJ81176_0334	rplY	pth	TRUE	0.993	-3.000	0.496	0.049	Y	NA
1956196	1956197	CJJ81176_0334	CJJ81176_0335	pth		TRUE	0.902	2.000	0.031	1.000		NA
1956197	1956198	CJJ81176_0335	CJJ81176_0336		lysA	FALSE	0.338	44.000	0.021	1.000		NA
1956198	1956199	CJJ81176_0336	CJJ81176_0337	lysA		TRUE	0.862	2.000	0.015	1.000	N	NA
1956199	1956200	CJJ81176_0337	CJJ81176_0338		pheA	TRUE	0.657	-12.000	0.021	1.000	N	NA
1956200	1956201	CJJ81176_0338	CJJ81176_0339	pheA	hisC	TRUE	0.821	-10.000	0.028	1.000	Y	NA
1956201	1956202	CJJ81176_0339	CJJ81176_0340	hisC	fliF	FALSE	0.479	52.000	0.084	1.000	N	NA
