Gene1	Gene2	SysName1	SysName2	Name1	Name2	bOp	pOp	Sep	MOGScore	GOScore	COGSim	ExprSim
2748503	2748504	CJJHB9313_1616	CJJHB9313_1615		sdaA	TRUE	0.902	15.000	0.133	1.000	Y	NA
2748505	2748506	CJJHB9313_1614	CJJHB9313_1613		ribD	TRUE	0.654	-19.000	0.005	NA		NA
2748506	2748507	CJJHB9313_1613	CJJHB9313_1608	ribD		FALSE	0.135	678.000	0.000	NA		NA
2748511	2748512	CJJHB9313_1605	CJJHB9313_1603			TRUE	0.885	-3.000	0.065	1.000	Y	NA
2748512	2748513	CJJHB9313_1603	CJJHB9313_1602			TRUE	0.964	0.000	0.226	1.000	Y	NA
2748513	2748514	CJJHB9313_1602	CJJHB9313_1601			TRUE	0.990	-25.000	0.250	0.050	Y	NA
2748516	2748517	CJJHB9313_1599	CJJHB9313_1598	prfA	rpsT	TRUE	0.789	19.000	0.029	1.000	Y	NA
2748517	2748518	CJJHB9313_1598	CJJHB9313_1597	rpsT		FALSE	0.140	79.000	0.004	1.000	N	NA
2748518	2748519	CJJHB9313_1597	CJJHB9313_1596			TRUE	0.882	5.000	0.052	1.000	N	NA
2748519	2748520	CJJHB9313_1596	CJJHB9313_1595			TRUE	0.748	-22.000	0.025	1.000	N	NA
2748520	2748521	CJJHB9313_1595	CJJHB9313_1594			TRUE	0.696	-3.000	0.027	1.000	N	NA
2748522	2748523	CJJHB9313_1593	CJJHB9313_1592			FALSE	0.586	26.000	0.036	1.000	N	NA
2748524	2748525	CJJHB9313_1591	CJJHB9313_1590		hisF	TRUE	0.997	2.000	0.430	0.009	Y	NA
2748525	2748526	CJJHB9313_1590	CJJHB9313_1589	hisF		TRUE	0.756	1.000	0.003	NA		NA
2748526	2748527	CJJHB9313_1589	CJJHB9313_1588		hisA	TRUE	0.642	-15.000	0.004	NA		NA
2748527	2748528	CJJHB9313_1588	CJJHB9313_1587	hisA	hisH	TRUE	0.991	-3.000	0.210	0.009	Y	NA
2748528	2748529	CJJHB9313_1587	CJJHB9313_1586	hisH		TRUE	0.989	-3.000	0.128	0.009	Y	NA
2748529	2748530	CJJHB9313_1586	CJJHB9313_1585		hisD	TRUE	0.974	-3.000	0.010	0.009	Y	NA
2748530	2748531	CJJHB9313_1585	CJJHB9313_1584	hisD	hisG	TRUE	0.995	8.000	0.171	0.009	Y	NA
2748531	2748532	CJJHB9313_1584	CJJHB9313_1583	hisG	rplQ	FALSE	0.112	173.000	0.004	1.000	N	NA
2748532	2748533	CJJHB9313_1583	CJJHB9313_1582	rplQ	rpoA	TRUE	0.977	4.000	0.873	1.000	N	NA
2748533	2748534	CJJHB9313_1582	CJJHB9313_1581	rpoA	rpsD	TRUE	0.925	13.000	0.549	1.000	N	NA
2748534	2748535	CJJHB9313_1581	CJJHB9313_1580	rpsD	rpsK	TRUE	0.981	28.000	0.509	0.042	Y	NA
2748535	2748536	CJJHB9313_1580	CJJHB9313_1579	rpsK	rpsM	TRUE	0.997	10.000	0.810	0.032	Y	NA
2748536	2748537	CJJHB9313_1579	CJJHB9313_1578	rpsM	infA	TRUE	0.855	288.000	0.075	0.028	Y	NA
2748537	2748538	CJJHB9313_1578	CJJHB9313_1577	infA		FALSE	0.111	88.000	0.002	1.000		NA
2748539	2748540	CJJHB9313_1576	CJJHB9313_1575			TRUE	0.801	50.000	0.043	0.080	N	NA
2748541	2748542	CJJHB9313_1574	CJJHB9313_1573			FALSE	0.148	67.000	0.000	1.000		NA
2748542	2748543	CJJHB9313_1573	CJJHB9313_1572			TRUE	0.962	0.000	0.667	1.000		NA
2748543	2748544	CJJHB9313_1572	CJJHB9313_1571			TRUE	0.943	-13.000	0.667	1.000		NA
2748544	2748545	CJJHB9313_1571	CJJHB9313_1570			TRUE	0.980	11.000	1.000	1.000	Y	NA
2748545	2748546	CJJHB9313_1570	CJJHB9313_1569			FALSE	0.161	63.000	0.000	1.000		NA
2748547	2748548	CJJHB9313_1568	CJJHB9313_1567			TRUE	0.994	0.000	0.412	0.050	Y	NA
2748548	2748549	CJJHB9313_1567	CJJHB9313_1566			TRUE	0.992	-7.000	0.647	0.050	Y	NA
2748549	2748550	CJJHB9313_1566	CJJHB9313_1565			TRUE	0.829	39.000	0.278	1.000	Y	NA
2748550	2748551	CJJHB9313_1565	CJJHB9313_1564			TRUE	0.981	-7.000	0.039	0.023	Y	NA
2748551	2748552	CJJHB9313_1564	CJJHB9313_1563			FALSE	0.244	113.000	0.053	1.000	N	NA
2748552	2748553	CJJHB9313_1563	CJJHB9313_1562			TRUE	0.997	-18.000	0.571	0.005	Y	NA
2748553	2748554	CJJHB9313_1562	CJJHB9313_1561			TRUE	0.998	0.000	0.703	0.005	Y	NA
2748554	2748555	CJJHB9313_1561	CJJHB9313_1560		nuoD	TRUE	0.998	2.000	0.650	0.013	Y	NA
2748555	2748556	CJJHB9313_1560	CJJHB9313_1559	nuoD		TRUE	0.989	-3.000	0.650	0.013		NA
2748556	2748557	CJJHB9313_1559	CJJHB9313_1558			TRUE	0.987	-3.000	0.464	0.013		NA
2748557	2748558	CJJHB9313_1558	CJJHB9313_1557			TRUE	0.987	-3.000	0.444	0.013		NA
2748558	2748559	CJJHB9313_1557	CJJHB9313_1556			TRUE	0.985	-7.000	0.065	0.013	Y	NA
2748559	2748560	CJJHB9313_1556	CJJHB9313_1555			TRUE	0.996	10.000	0.500	0.013	Y	NA
2748560	2748561	CJJHB9313_1555	CJJHB9313_1554			TRUE	0.993	-3.000	0.442	0.013	Y	NA
2748561	2748562	CJJHB9313_1554	CJJHB9313_1553			TRUE	0.987	-3.000	0.064	0.005	Y	NA
2748562	2748563	CJJHB9313_1553	CJJHB9313_1552			TRUE	0.993	2.000	0.056	0.013	Y	NA
2748563	2748564	CJJHB9313_1552	CJJHB9313_1551			TRUE	0.996	2.000	0.056	0.002	Y	NA
2748564	2748565	CJJHB9313_1551	CJJHB9313_1550			TRUE	0.989	-10.000	0.024	0.002	Y	NA
2748565	2748566	CJJHB9313_1550	CJJHB9313_1549			FALSE	0.519	22.000	0.020	1.000		NA
2748570	2748571	CJJHB9313_1545	CJJHB9313_1544			TRUE	0.737	28.000	0.200	1.000		NA
2748571	2748572	CJJHB9313_1544	CJJHB9313_1543			FALSE	0.373	107.000	0.150	NA		NA
2748573	2748574	CJJHB9313_1542	CJJHB9313_1541			TRUE	0.899	1.000	0.083	1.000		NA
2748574	2748575	CJJHB9313_1541	CJJHB9313_1540			FALSE	0.245	120.000	0.062	1.000		NA
2748575	2748576	CJJHB9313_1540	CJJHB9313_1539			FALSE	0.567	-3.000	0.000	NA		NA
2748576	2748577	CJJHB9313_1539	CJJHB9313_1538			TRUE	0.608	12.000	0.000	NA		NA
2748577	2748578	CJJHB9313_1538	CJJHB9313_1537			TRUE	0.812	126.000	0.049	0.003		NA
2748580	2748581	CJJHB9313_1535	CJJHB9313_1534			TRUE	0.860	-7.000	0.120	NA	N	NA
2748582	2748583	CJJHB9313_1533	CJJHB9313_1531			FALSE	0.340	60.000	0.034	NA		NA
2748584	2748585	CJJHB9313_1532	CJJHB9313_1530			TRUE	0.995	-19.000	0.122	0.002	Y	NA
2748585	2748586	CJJHB9313_1530	CJJHB9313_1529			TRUE	0.845	10.000	0.053	1.000		NA
2748586	2748587	CJJHB9313_1529	CJJHB9313_1528			FALSE	0.132	142.000	0.010	NA		NA
2748588	2748589	CJJHB9313_1527	CJJHB9313_1526			TRUE	0.959	2.000	0.389	1.000	N	NA
2748589	2748590	CJJHB9313_1526	CJJHB9313_1525		acsA	FALSE	0.201	138.000	0.032	1.000	N	NA
2748590	2748591	CJJHB9313_1525	CJJHB9313_1524	acsA	galU	FALSE	0.240	82.000	0.032	1.000	N	NA
2748591	2748592	CJJHB9313_1524	CJJHB9313_1523	galU	pgi	TRUE	0.692	-6.000	0.023	1.000	N	NA
2748592	2748593	CJJHB9313_1523	CJJHB9313_1522	pgi		FALSE	0.129	131.000	0.011	1.000	N	NA
2748593	2748594	CJJHB9313_1522	CJJHB9313_1520			FALSE	0.296	65.000	0.030	NA		NA
2748595	2748596	CJJHB9313_1521	CJJHB9313_1519		dapF	TRUE	0.660	-25.000	0.010	1.000		NA
2748596	2748597	CJJHB9313_1519	CJJHB9313_1518	dapF	coaE	TRUE	0.636	-3.000	0.016	1.000	N	NA
2748599	2748600	CJJHB9313_1516	CJJHB9313_1515			TRUE	0.907	12.000	0.286	NA		NA
2748601	2748602	CJJHB9313_1514	CJJHB9313_1513	csn1	cas1	TRUE	0.925	-3.000	0.546	NA		NA
2748602	2748603	CJJHB9313_1513	CJJHB9313_1512	cas1	cas2	TRUE	0.953	-7.000	0.876	NA		NA
11406860	2748602		CJJHB9313_1513		cas1	FALSE	NA	570.000	0.000	NA		NA
11549223	2748602		CJJHB9313_1513		cas1	FALSE	NA	570.000	0.000	NA		NA
11691615	2748602		CJJHB9313_1513		cas1	FALSE	NA	570.000	0.000	NA		NA
11406861	2748602		CJJHB9313_1513		cas1	FALSE	NA	606.000	0.000	NA		NA
11549224	2748602		CJJHB9313_1513		cas1	FALSE	NA	606.000	0.000	NA		NA
11691616	2748602		CJJHB9313_1513		cas1	FALSE	NA	606.000	0.000	NA		NA
11406862	2748602		CJJHB9313_1513		cas1	FALSE	NA	636.000	0.000	NA		NA
11549225	2748602		CJJHB9313_1513		cas1	FALSE	NA	636.000	0.000	NA		NA
11691617	2748602		CJJHB9313_1513		cas1	FALSE	NA	636.000	0.000	NA		NA
11406863	2748602		CJJHB9313_1513		cas1	FALSE	NA	672.000	0.000	NA		NA
11549226	2748602		CJJHB9313_1513		cas1	FALSE	NA	672.000	0.000	NA		NA
11691618	2748602		CJJHB9313_1513		cas1	FALSE	NA	672.000	0.000	NA		NA
11406864	2748602		CJJHB9313_1513		cas1	FALSE	NA	702.000	0.000	NA		NA
11549227	2748602		CJJHB9313_1513		cas1	FALSE	NA	702.000	0.000	NA		NA
11691619	2748602		CJJHB9313_1513		cas1	FALSE	NA	702.000	0.000	NA		NA
11406865	2748602		CJJHB9313_1513		cas1	FALSE	NA	738.000	0.000	NA		NA
11549228	2748602		CJJHB9313_1513		cas1	FALSE	NA	738.000	0.000	NA		NA
11691620	2748602		CJJHB9313_1513		cas1	FALSE	NA	738.000	0.000	NA		NA
11406866	2748602		CJJHB9313_1513		cas1	FALSE	NA	768.000	0.000	NA		NA
11549229	2748602		CJJHB9313_1513		cas1	FALSE	NA	768.000	0.000	NA		NA
11691621	2748602		CJJHB9313_1513		cas1	FALSE	NA	768.000	0.000	NA		NA
11406867	2748602		CJJHB9313_1513		cas1	FALSE	NA	804.000	0.000	NA		NA
11549230	2748602		CJJHB9313_1513		cas1	FALSE	NA	804.000	0.000	NA		NA
11691622	2748602		CJJHB9313_1513		cas1	FALSE	NA	804.000	0.000	NA		NA
11406868	2748602		CJJHB9313_1513		cas1	FALSE	NA	834.000	0.000	NA		NA
11549231	2748602		CJJHB9313_1513		cas1	FALSE	NA	834.000	0.000	NA		NA
11691623	2748602		CJJHB9313_1513		cas1	FALSE	NA	834.000	0.000	NA		NA
11406869	2748602		CJJHB9313_1513		cas1	FALSE	NA	870.000	0.000	NA		NA
11549232	2748602		CJJHB9313_1513		cas1	FALSE	NA	870.000	0.000	NA		NA
11691624	2748602		CJJHB9313_1513		cas1	FALSE	NA	870.000	0.000	NA		NA
11406870	2748602		CJJHB9313_1513		cas1	FALSE	NA	900.000	0.000	NA		NA
11549233	2748602		CJJHB9313_1513		cas1	FALSE	NA	900.000	0.000	NA		NA
11691625	2748602		CJJHB9313_1513		cas1	FALSE	NA	900.000	0.000	NA		NA
11406871	2748602		CJJHB9313_1513		cas1	FALSE	NA	936.000	0.000	NA		NA
11549234	2748602		CJJHB9313_1513		cas1	FALSE	NA	936.000	0.000	NA		NA
11691626	2748602		CJJHB9313_1513		cas1	FALSE	NA	936.000	0.000	NA		NA
11406872	2748602		CJJHB9313_1513		cas1	FALSE	NA	966.000	0.000	NA		NA
11549235	2748602		CJJHB9313_1513		cas1	FALSE	NA	966.000	0.000	NA		NA
11691627	2748602		CJJHB9313_1513		cas1	FALSE	NA	966.000	0.000	NA		NA
11406873	2748602		CJJHB9313_1513		cas1	FALSE	NA	1002.000	0.000	NA		NA
11549236	2748602		CJJHB9313_1513		cas1	FALSE	NA	1002.000	0.000	NA		NA
11691628	2748602		CJJHB9313_1513		cas1	FALSE	NA	1002.000	0.000	NA		NA
11406874	2748602		CJJHB9313_1513		cas1	FALSE	NA	1032.000	0.000	NA		NA
11549237	2748602		CJJHB9313_1513		cas1	FALSE	NA	1032.000	0.000	NA		NA
11691629	2748602		CJJHB9313_1513		cas1	FALSE	NA	1032.000	0.000	NA		NA
11406875	2748602		CJJHB9313_1513		cas1	FALSE	NA	1068.000	0.000	NA		NA
11549238	2748602		CJJHB9313_1513		cas1	FALSE	NA	1068.000	0.000	NA		NA
11691630	2748602		CJJHB9313_1513		cas1	FALSE	NA	1068.000	0.000	NA		NA
11406876	2748602		CJJHB9313_1513		cas1	FALSE	NA	1098.000	0.000	NA		NA
11549239	2748602		CJJHB9313_1513		cas1	FALSE	NA	1098.000	0.000	NA		NA
11691631	2748602		CJJHB9313_1513		cas1	FALSE	NA	1098.000	0.000	NA		NA
11406877	2748602		CJJHB9313_1513		cas1	FALSE	NA	1134.000	0.000	NA		NA
11549240	2748602		CJJHB9313_1513		cas1	FALSE	NA	1134.000	0.000	NA		NA
11691632	2748602		CJJHB9313_1513		cas1	FALSE	NA	1134.000	0.000	NA		NA
11406878	2748602		CJJHB9313_1513		cas1	FALSE	NA	1164.000	0.000	NA		NA
11549241	2748602		CJJHB9313_1513		cas1	FALSE	NA	1164.000	0.000	NA		NA
11691633	2748602		CJJHB9313_1513		cas1	FALSE	NA	1164.000	0.000	NA		NA
2748604	2748605	CJJHB9313_1511	CJJHB9313_1510		moaE	TRUE	0.991	4.000	0.018	0.006	Y	NA
2748605	2748606	CJJHB9313_1510	CJJHB9313_1509	moaE		TRUE	0.980	1.000	0.501	1.000	Y	NA
2748606	2748607	CJJHB9313_1509	CJJHB9313_1508			TRUE	0.787	2.000	0.010	1.000	N	NA
2748608	2748609	CJJHB9313_1507	CJJHB9313_1506	nspC		FALSE	0.110	316.000	0.000	1.000		NA
2748609	2748610	CJJHB9313_1506	CJJHB9313_1505			TRUE	0.931	-25.000	0.375	NA		NA
2748610	2748611	CJJHB9313_1505	CJJHB9313_1504			TRUE	0.717	0.000	0.000	NA		NA
2748611	2748612	CJJHB9313_1504	CJJHB9313_1503			TRUE	0.835	49.000	0.000	0.005		NA
2748612	2748613	CJJHB9313_1503	CJJHB9313_1502			TRUE	0.988	-3.000	0.333	0.005		NA
2748613	2748614	CJJHB9313_1502	CJJHB9313_1501			TRUE	0.992	-3.000	0.200	0.005	Y	NA
2748614	2748615	CJJHB9313_1501	CJJHB9313_1500		fdhD	TRUE	0.914	167.000	0.138	0.005	Y	NA
2748615	2748616	CJJHB9313_1500	CJJHB9313_1499	fdhD		TRUE	0.876	-7.000	0.172	NA		NA
2748616	2748617	CJJHB9313_1499	CJJHB9313_1498			FALSE	0.286	113.000	0.077	NA		NA
2748617	2748618	CJJHB9313_1498	CJJHB9313_1497			FALSE	0.142	111.000	0.015	1.000	N	NA
2748618	2748619	CJJHB9313_1497	CJJHB9313_1496		selD	FALSE	0.317	106.000	0.104	1.000	N	NA
2748619	2748620	CJJHB9313_1496	CJJHB9313_1495	selD		FALSE	0.127	131.000	0.011	1.000	N	NA
2748620	2748621	CJJHB9313_1495	CJJHB9313_1494		putP	TRUE	0.799	18.000	0.141	1.000	N	NA
2748622	2748623	CJJHB9313_1493	CJJHB9313_1492			TRUE	0.977	4.000	0.844	NA		NA
2748624	2748625	CJJHB9313_1490	CJJHB9313_1489	purA		TRUE	0.637	-3.000	0.014	NA		NA
2748625	2748626	CJJHB9313_1489	CJJHB9313_1488			TRUE	0.868	-7.000	0.147	NA		NA
2748626	2748627	CJJHB9313_1488	CJJHB9313_1487			FALSE	0.358	93.000	0.120	NA		NA
2748627	2748628	CJJHB9313_1487	CJJHB9313_1486		carA	TRUE	0.856	0.000	0.041	NA		NA
2748628	2748629	CJJHB9313_1486	CJJHB9313_1485	carA		TRUE	0.615	-3.000	0.011	NA		NA
2748629	2748630	CJJHB9313_1485	CJJHB9313_1484			FALSE	0.567	-3.000	0.000	NA		NA
2748630	2748631	CJJHB9313_1484	CJJHB9313_1483			FALSE	0.447	18.000	0.000	1.000		NA
2748631	2748632	CJJHB9313_1483	CJJHB9313_1482			TRUE	0.970	3.000	0.200	1.000	Y	NA
2748632	2748633	CJJHB9313_1482	CJJHB9313_1481		ccoN	FALSE	0.254	126.000	0.062	1.000	N	NA
2748633	2748634	CJJHB9313_1481	CJJHB9313_1480	ccoN	ccoO	TRUE	0.990	13.000	0.283	0.003	N	NA
2748634	2748635	CJJHB9313_1480	CJJHB9313_1479	ccoO		TRUE	0.997	5.000	0.738	0.003	N	NA
2748635	2748636	CJJHB9313_1479	CJJHB9313_1478		ccoP	TRUE	0.995	0.000	0.286	0.003	N	NA
2748636	2748637	CJJHB9313_1478	CJJHB9313_1477	ccoP		TRUE	0.961	0.000	0.579	NA		NA
2748637	2748638	CJJHB9313_1477	CJJHB9313_1476			FALSE	0.559	95.000	0.526	NA		NA
2748638	2748639	CJJHB9313_1476	CJJHB9313_1475			TRUE	0.859	-13.000	0.102	NA		NA
2748639	2748640	CJJHB9313_1475	CJJHB9313_1474			TRUE	0.802	-3.000	0.091	1.000		NA
2748640	2748641	CJJHB9313_1474	CJJHB9313_1473			TRUE	0.981	-3.000	0.117	0.044	Y	NA
2748641	2748642	CJJHB9313_1473	CJJHB9313_1472		rplM	FALSE	0.143	84.000	0.009	1.000	N	NA
2748642	2748643	CJJHB9313_1472	CJJHB9313_1471	rplM	rpsI	TRUE	0.995	3.000	0.231	0.030	Y	NA
2748643	2748644	CJJHB9313_1471	CJJHB9313_1470	rpsI		FALSE	0.169	125.000	0.024	1.000	N	NA
2748644	2748645	CJJHB9313_1470	CJJHB9313_1469			TRUE	0.873	0.000	0.068	1.000		NA
2748645	2748646	CJJHB9313_1469	CJJHB9313_1468		nifJ	FALSE	0.258	93.000	0.056	1.000		NA
2748646	2748647	CJJHB9313_1468	CJJHB9313_1467	nifJ		TRUE	0.597	24.000	0.032	NA		NA
2748647	2748648	CJJHB9313_1467	CJJHB9313_1466			TRUE	0.896	-22.000	0.167	NA		NA
2748648	2748649	CJJHB9313_1466	CJJHB9313_1465			TRUE	0.864	-7.000	0.167	1.000		NA
2748649	2748650	CJJHB9313_1465	CJJHB9313_1464			TRUE	0.969	4.000	0.667	1.000		NA
2748650	2748651	CJJHB9313_1464	CJJHB9313_1463			TRUE	0.953	2.000	0.333	1.000		NA
2748651	2748652	CJJHB9313_1463	CJJHB9313_1461			TRUE	0.927	-3.000	0.200	1.000	Y	NA
2748653	2748654	CJJHB9313_1462	CJJHB9313_1460			TRUE	0.861	4.000	0.035	1.000		NA
2748654	2748655	CJJHB9313_1460	CJJHB9313_1459		flgK	TRUE	0.746	17.000	0.084	1.000		NA
2748655	2748656	CJJHB9313_1459	CJJHB9313_1458	flgK		TRUE	0.995	10.000	0.558	0.005		NA
2748656	2748657	CJJHB9313_1458	CJJHB9313_1457			TRUE	0.976	42.000	0.677	0.004		NA
2748657	2748658	CJJHB9313_1457	CJJHB9313_1456			TRUE	0.659	63.000	0.469	NA		NA
2748658	2748659	CJJHB9313_1456	CJJHB9313_1455		flgI	TRUE	0.961	0.000	0.569	NA		NA
2748659	2748660	CJJHB9313_1455	CJJHB9313_1454	flgI		FALSE	0.104	96.000	0.000	1.000		NA
2748661	2748662	CJJHB9313_1453	CJJHB9313_1452			FALSE	0.567	-3.000	0.000	NA		NA
