Gene1	Gene2	SysName1	SysName2	Name1	Name2	bOp	pOp	Sep	MOGScore	GOScore	COGSim	ExprSim
45991	45992	Cj0040	Cj0041	Cj0040	Cj0041	TRUE	0.940	16.000	1.000	1.000		-0.460
45992	45993	Cj0041	Cj0042	Cj0041	flgD	FALSE	0.357	54.000	0.053	NA		0.124
45993	45994	Cj0042	Cj0043	flgD	flgE	TRUE	0.975	4.000	0.341	NA	Y	0.085
45995	45996	Cj0044c	Cj0045c	Cj0044c	Cj0045c	TRUE	0.988	1.000	0.714	NA		0.705
5915095	2166149	Cjs03	Cj0046			FALSE	0.079	241.000	0.000	NA		NA
45997	45998	Cj0053c	Cj0054c	trmU	Cj0054c	TRUE	0.751	0.000	0.012	NA		0.100
45998	45999	Cj0054c	Cj0055c	Cj0054c	Cj0055c	FALSE	0.257	121.000	0.300	NA		-0.251
45999	46000	Cj0055c	Cj0056c	Cj0055c	Cj0056c	TRUE	0.893	57.000	1.000	NA		0.830
46001	46002	Cj0057	Cj0058	Cj0057	Cj0058	TRUE	0.560	-15.000	0.000	NA		0.340
46003	46004	Cj0059c	Cj0060c	fliY	fliM	TRUE	0.985	-3.000	0.142	0.003	Y	-0.412
46004	46005	Cj0060c	Cj0061c	fliM	fliA	TRUE	0.946	0.000	0.118	1.000	N	0.509
46005	46006	Cj0061c	Cj0062c	fliA	Cj0062c	FALSE	0.462	-43.000	0.112	NA		-0.392
46006	46007	Cj0062c	Cj0063c	Cj0062c	Cj0063c	TRUE	0.755	19.000	0.159	NA		-0.165
46007	46008	Cj0063c	Cj0064c	Cj0063c	flhF	TRUE	0.945	-7.000	0.382	1.000	N	0.269
46008	46009	Cj0064c	Cj0065c	flhF	folK	TRUE	0.809	10.000	0.035	1.000	N	0.023
46009	46010	Cj0065c	Cj0066c	folK	aroQ	TRUE	0.816	3.000	0.009	1.000	N	0.249
46011	46012	Cj0067	Cj0068	Cj0067	pspA	TRUE	0.693	-12.000	0.035	1.000	N	0.150
46012	46013	Cj0068	Cj0069	pspA	Cj0069	FALSE	0.071	79.000	0.009	NA		-0.116
46014	2166150	Cj0070c	Cj0072c	Cj0070c		FALSE	0.096	87.000	0.000	NA		0.095
2166150	46015	Cj0072c	Cj0073c		Cj0073c	FALSE	0.034	194.000	0.000	NA		-0.252
46015	46016	Cj0073c	Cj0074c	Cj0073c	Cj0074c	TRUE	0.992	-7.000	0.209	0.002		0.911
46016	46017	Cj0074c	Cj0075c	Cj0074c	Cj0075c	TRUE	0.990	-3.000	0.657	1.000	Y	0.981
46017	46018	Cj0075c	Cj0076c	Cj0075c	lctP	FALSE	0.427	124.000	0.075	1.000	Y	0.935
46018	46019	Cj0076c	Cj0077c	lctP	cdtC	FALSE	0.206	172.000	0.125	1.000		0.160
46019	46020	Cj0077c	Cj0078c	cdtC	cdtB	TRUE	0.994	11.000	0.500	0.003		0.536
46020	46021	Cj0078c	Cj0079c	cdtB	cdtA	TRUE	0.988	-3.000	0.421	0.003		-0.487
46022	46023	Cj0080	Cj0081	Cj0080	cydA	TRUE	0.991	1.000	0.887	NA		0.782
46023	46024	Cj0081	Cj0082	cydA	cydB	TRUE	0.998	0.000	0.962	0.059	Y	0.867
46025	46026	Cj0085c	Cj0086c	Cj0085c	ung	FALSE	0.115	116.000	0.011	1.000	N	0.403
46027	46028	Cj0087	Cj0088	aspA	dcuA	TRUE	0.900	16.000	0.127	1.000		0.784
46028	46029	Cj0088	Cj0089	dcuA	Cj0089	FALSE	0.141	108.000	0.027	1.000		0.285
46029	46030	Cj0089	Cj0090	Cj0089	Cj0090	TRUE	0.965	10.000	0.372	NA		0.408
46030	46031	Cj0090	Cj0091	Cj0090	Cj0091	TRUE	0.900	24.000	0.516	NA		0.359
46031	46032	Cj0091	Cj0092	Cj0091	Cj0092	FALSE	0.386	83.000	0.087	NA		0.662
46032	46033	Cj0092	Cj0093	Cj0092	Cj0093	TRUE	0.963	10.000	0.414	NA		0.248
46033	46034	Cj0093	Cj0094	Cj0093	rplU	FALSE	0.065	159.000	0.005	NA		0.185
46034	46035	Cj0094	Cj0095	rplU	rpmA	TRUE	0.996	11.000	0.667	0.034	Y	0.849
46035	46036	Cj0095	Cj0096	rpmA	Cj0096	FALSE	0.299	107.000	0.335	1.000		-0.320
46036	46037	Cj0096	Cj0097	Cj0096	proB	FALSE	0.326	105.000	0.206	1.000		0.199
46037	46038	Cj0097	Cj0098	proB	fmt	FALSE	0.233	74.000	0.014	1.000	N	0.510
46038	46039	Cj0098	Cj0099	fmt	birA	TRUE	0.581	-37.000	0.029	1.000	N	0.546
46039	46040	Cj0099	Cj0100	birA	Cj0100	TRUE	0.680	-3.000	0.040	1.000	N	-0.569
46040	46041	Cj0100	Cj0101	Cj0100	Cj0101	TRUE	0.983	6.000	0.827	1.000	N	0.135
46041	46042	Cj0101	Cj0102	Cj0101	atpF'	FALSE	0.256	61.000	0.037	1.000	N	0.040
46042	46043	Cj0102	Cj0103	atpF'	atpF	TRUE	0.989	11.000	0.110	0.009	Y	0.595
46043	46044	Cj0103	Cj0104	atpF	atpH	TRUE	0.994	3.000	0.132	0.009	Y	0.555
46044	46045	Cj0104	Cj0105	atpH	atpA	TRUE	0.996	14.000	0.864	0.009	Y	0.493
46045	46046	Cj0105	Cj0106	atpA	atpG	TRUE	0.998	9.000	0.846	0.009	Y	0.718
46046	46047	Cj0106	Cj0107	atpG	atpD	TRUE	0.989	26.000	0.724	0.009	Y	0.521
46047	46048	Cj0107	Cj0108	atpD	atpC	TRUE	0.999	4.000	0.837	0.009	Y	0.951
46048	46049	Cj0108	Cj0109	atpC	exbB3	TRUE	0.901	0.000	0.036	1.000	N	0.450
46049	46050	Cj0109	Cj0110	exbB3	exbD3	TRUE	0.998	9.000	0.944	0.055	Y	0.534
46050	46051	Cj0110	Cj0111	exbD3	Cj0111	TRUE	0.974	3.000	0.343	NA		0.460
46051	46052	Cj0111	Cj0112	Cj0111	Cj0112	TRUE	0.932	10.000	0.213	NA		0.126
46052	46053	Cj0112	Cj0113	Cj0112	pal	TRUE	0.739	77.000	0.702	1.000	N	0.519
46053	46054	Cj0113	Cj0114	pal	Cj0114	TRUE	0.985	4.000	0.794	1.000		0.332
46054	46055	Cj0114	Cj0115	Cj0114	slyD	TRUE	0.959	15.000	0.543	1.000		0.585
46055	46056	Cj0115	Cj0116	slyD	fabD	TRUE	0.893	0.000	0.013	1.000	N	0.726
46056	46057	Cj0116	Cj0117	fabD	pfs	TRUE	0.900	-3.000	0.037	1.000	N	0.589
46057	46058	Cj0117	Cj0118	pfs	Cj0118	TRUE	0.893	-3.000	0.042	NA	N	0.550
46058	46059	Cj0118	Cj0119	Cj0118	Cj0119	TRUE	0.857	5.000	0.009	NA	N	0.453
46059	46060	Cj0119	Cj0120	Cj0119	Cj0120	TRUE	0.595	0.000	0.007	NA		-0.211
46060	46061	Cj0120	Cj0121	Cj0120	Cj0121	TRUE	0.805	-3.000	0.003	NA		0.455
46061	46062	Cj0121	Cj0122	Cj0121	Cj0122	FALSE	0.059	124.000	0.003	NA		0.087
46063	46064	Cj0123c	Cj0124c	Cj0123c	Cj0124c	TRUE	0.867	-3.000	0.021	NA		0.580
46064	46065	Cj0124c	Cj0125c	Cj0124c	Cj0125c	TRUE	0.944	-10.000	0.523	NA		0.301
46065	46066	Cj0125c	Cj0126c	Cj0125c	Cj0126c	TRUE	0.850	12.000	0.029	NA		0.573
46066	46067	Cj0126c	Cj0127c	Cj0126c	accD	TRUE	0.803	-10.000	0.035	NA		0.482
46067	46068	Cj0127c	Cj0128c	accD	Cj0128c	TRUE	0.786	9.000	0.016	1.000	N	0.122
46068	46069	Cj0128c	Cj0129c	Cj0128c	Cj0129c	TRUE	0.866	0.000	0.008	1.000	N	0.551
46070	46071	Cj0130	Cj0131	tyrA	Cj0131	FALSE	0.152	80.000	0.013	1.000	N	0.283
46071	46072	Cj0131	Cj0132	Cj0131	lpxC	TRUE	0.949	0.000	0.022	1.000	Y	0.831
46072	46073	Cj0132	Cj0133	lpxC	Cj0133	FALSE	0.429	39.000	0.035	NA	N	0.125
46073	46074	Cj0133	Cj0134	Cj0133	thrB	TRUE	0.859	9.000	0.032	NA	N	0.216
46074	46075	Cj0134	Cj0135	thrB	Cj0135	FALSE	0.374	25.000	0.044	NA	N	-0.518
46075	46076	Cj0135	Cj0136	Cj0135	infB	TRUE	0.722	-13.000	0.171	NA	N	-0.458
46076	46077	Cj0136	Cj0137	infB	Cj0137	TRUE	0.985	-3.000	0.530	1.000	Y	0.558
46077	46078	Cj0137	Cj0138	Cj0137	Cj0138	TRUE	0.711	-10.000	0.033	NA		0.152
46078	46079	Cj0138	Cj0139	Cj0138	Cj0139	FALSE	0.098	47.000	0.002	NA		-0.405
46079	46080	Cj0139	Cj0140	Cj0139	Cj0140	TRUE	0.977	-7.000	0.759	NA	Y	0.138
46081	46082	Cj0141c	Cj0142c	Cj0141c	Cj0142c	TRUE	0.984	-7.000	0.616	1.000	Y	0.647
46082	46083	Cj0142c	Cj0143c	Cj0142c	Cj0143c	TRUE	0.968	13.000	0.509	1.000	Y	0.288
46084	46085	Cj0144	Cj0145	Cj0144	Cj0145	FALSE	0.095	135.000	0.050	1.000		-0.173
46086	46087	Cj0146c	Cj0147c	trxB	trxA	FALSE	0.348	134.000	0.035	1.000	Y	0.889
46087	46088	Cj0147c	Cj0148c	trxA	Cj0148c	FALSE	0.243	57.000	0.027	1.000	N	0.070
46088	46089	Cj0148c	Cj0149c	Cj0148c	hom	FALSE	0.480	0.000	0.003	1.000	N	-0.466
46089	46090	Cj0149c	Cj0150c	hom	Cj0150c	TRUE	0.920	4.000	0.009	1.000	Y	0.416
46090	46091	Cj0150c	Cj0151c	Cj0150c	Cj0151c	TRUE	0.812	12.000	0.098	NA		-0.068
46091	46092	Cj0151c	Cj0152c	Cj0151c	Cj0152c	TRUE	0.971	-6.000	0.882	NA		-0.018
46092	46093	Cj0152c	Cj0153c	Cj0152c	Cj0153c	TRUE	0.864	-7.000	0.033	NA		0.602
46093	46094	Cj0153c	Cj0154c	Cj0153c	Cj0154c	TRUE	0.730	14.000	0.031	1.000		0.214
46094	46095	Cj0154c	Cj0155c	Cj0154c	rpmE	TRUE	0.868	3.000	0.031	1.000		0.175
46095	46096	Cj0155c	Cj0156c	rpmE	Cj0156c	FALSE	0.144	79.000	0.023	NA		0.111
46096	46097	Cj0156c	Cj0157c	Cj0156c	Cj0157c	TRUE	0.926	2.000	0.070	NA		0.407
46097	46098	Cj0157c	Cj0158c	Cj0157c	Cj0158c	TRUE	0.957	0.000	0.300	NA		0.245
46098	46099	Cj0158c	Cj0159c	Cj0158c	Cj0159c	TRUE	0.704	0.000	0.011	1.000		-0.056
46099	46100	Cj0159c	Cj0160c	Cj0159c	Cj0160c	TRUE	0.892	-3.000	0.139	1.000	N	-0.018
46100	46101	Cj0160c	Cj0161c	Cj0160c	moaA	TRUE	0.890	3.000	0.028	1.000	N	0.391
46101	46102	Cj0161c	Cj0162c	moaA	Cj0162c	TRUE	0.853	13.000	0.042	1.000		0.566
46102	46103	Cj0162c	Cj0163c	Cj0162c	Cj0163c	TRUE	0.970	-3.000	0.476	NA		0.433
46103	46104	Cj0163c	Cj0164c	Cj0163c	ubiA	TRUE	0.842	-9.000	0.100	NA		0.220
46108	46109	Cj0169	Cj0170	sodB	Cj0170	TRUE	0.777	15.000	0.004	1.000		0.818
46111	46112	Cj0172c	Cj0173c	Cj0172c	Cj0173c	FALSE	0.422	42.000	0.014	1.000	Y	-0.053
46112	46113	Cj0173c	Cj0174c	Cj0173c	Cj0174c	TRUE	0.894	-16.000	0.529	1.000	N	0.136
46113	46114	Cj0174c	Cj0175c	Cj0174c	Cj0175c	TRUE	0.997	0.000	0.618	0.042	Y	0.705
46114	46115	Cj0175c	Cj0176c	Cj0175c	Cj0176c	TRUE	0.951	-3.000	0.130	NA		0.959
46116	46117	Cj0177	Cj0178	Cj0177	Cj0178	TRUE	0.898	-3.000	0.027	NA		0.821
46117	46118	Cj0178	Cj0179	Cj0178	exbB1	TRUE	0.994	12.000	1.000	0.054	N	0.511
46118	46119	Cj0179	Cj0180	exbB1	exbD1	TRUE	0.994	-13.000	1.000	0.054	Y	0.856
46119	46120	Cj0180	Cj0181	exbD1	tonB1	TRUE	0.973	2.000	0.217	1.000	N	0.797
46120	46121	Cj0181	Cj0182	tonB1	Cj0182	TRUE	0.613	46.000	0.174	1.000	N	0.116
46121	46122	Cj0182	Cj0183	Cj0182	Cj0183	FALSE	0.192	99.000	0.103	1.000		-0.069
46123	46124	Cj0184c	Cj0185c	Cj0184c	Cj0185c	TRUE	0.632	10.000	0.009	1.000		-0.154
46124	46125	Cj0185c	Cj0186c	Cj0185c	Cj0186c	TRUE	0.843	-7.000	0.009	1.000	Y	0.355
46125	46126	Cj0186c	Cj0187c	Cj0186c	purN	FALSE	0.058	72.000	0.009	1.000	N	-0.336
46126	46127	Cj0187c	Cj0188c	purN	Cj0188c	TRUE	0.817	-9.000	0.014	NA	N	0.854
46127	46128	Cj0188c	Cj0189c	Cj0188c	Cj0189c	FALSE	0.533	-16.000	0.004	NA		0.396
46128	46129	Cj0189c	Cj0190c	Cj0189c	Cj0190c	TRUE	0.879	2.000	0.007	NA		0.566
46129	46130	Cj0190c	Cj0191c	Cj0190c	def	TRUE	0.880	-3.000	0.054	1.000	N	0.366
46130	46131	Cj0191c	Cj0192c	def	clpP	FALSE	0.472	36.000	0.030	1.000	N	0.241
46131	46132	Cj0192c	Cj0193c	clpP	tig	TRUE	0.983	0.000	0.351	1.000	Y	0.502
46133	46134	Cj0194	Cj0195	folE	fliI	TRUE	0.986	0.000	0.378	0.064	N	0.084
46135	46136	Cj0196c	Cj0197c	purF	dapB	TRUE	0.859	2.000	0.022	1.000	N	0.279
46136	46137	Cj0197c	Cj0198c	dapB	Cj0198c	FALSE	0.090	63.000	0.003	1.000	N	-0.198
46137	46138	Cj0198c	Cj0199c	Cj0198c	Cj0199c	TRUE	0.846	0.000	0.005	NA		0.487
46138	46139	Cj0199c	Cj0200c	Cj0199c	Cj0200c	FALSE	0.415	135.000	0.750	NA		-0.283
46139	46140	Cj0200c	Cj0201c	Cj0200c	Cj0201c	FALSE	0.304	64.000	0.100	NA		-0.090
46140	46141	Cj0201c	Cj0202c	Cj0201c	Cj0202c	TRUE	0.692	-16.000	0.100	NA		0.091
46142	46143	Cj0203	Cj0204	Cj0203	Cj0204	FALSE	0.116	183.000	0.029	NA		0.288
46143	46144	Cj0204	Cj0205	Cj0204	bacA	FALSE	0.152	74.000	0.043	NA		-0.184
46144	46145	Cj0205	Cj0206	bacA	thrS	FALSE	0.149	131.000	0.063	1.000	N	0.126
46145	46146	Cj0206	Cj0207	thrS	infC	TRUE	0.957	-3.000	0.060	1.000	Y	0.870
46146	46147	Cj0207	Cj0208	infC	Cj0208	FALSE	0.079	39.000	0.004	1.000	N	-0.877
46147	2166151	Cj0208	Cj0223	Cj0208		FALSE	0.020	369.000	0.000	NA		-0.569
2166151	46148	Cj0223	Cj0224		argC	FALSE	0.129	84.000	0.000	NA		NA
46148	46149	Cj0224	Cj0225	argC	Cj0225	TRUE	0.850	10.000	0.019	1.000		0.430
46149	46150	Cj0225	Cj0226	Cj0225	argB	TRUE	0.813	4.000	0.006	1.000		0.246
46150	46151	Cj0226	Cj0227	argB	argD	TRUE	0.929	4.000	0.030	1.000	Y	0.241
46154	46155	Cj0230c	Cj0231c	Cj0230c	nrdB	FALSE	0.548	-13.000	0.048	1.000	N	-0.321
46155	46156	Cj0231c	Cj0232c	nrdB	Cj0232c	TRUE	0.582	14.000	0.019	NA		0.019
46156	46157	Cj0232c	Cj0233c	Cj0232c	pyrE	TRUE	0.742	1.000	0.025	NA		-0.202
46157	46158	Cj0233c	Cj0234c	pyrE	frr	TRUE	0.922	3.000	0.026	1.000	N	0.686
46158	46159	Cj0234c	Cj0235c	frr	secG	TRUE	0.852	10.000	0.017	1.000	N	0.462
46159	46160	Cj0235c	Cj0236c	secG	Cj0236c	FALSE	0.181	104.000	0.007	NA		0.749
46161	46162	Cj0237	Cj0238	cynT	Cj0238	TRUE	0.854	-3.000	0.105	NA	N	-0.113
46163	46164	Cj0239c	Cj0240c	Cj0239c	Cj0240c	TRUE	0.936	10.000	0.056	1.000	N	0.955
46164	46165	Cj0240c	Cj0241c	Cj0240c	Cj0241c	FALSE	0.224	178.000	0.052	1.000	N	0.648
46165	46166	Cj0241c	Cj0243c	Cj0241c	Cj0243c	FALSE	0.359	137.000	0.429	NA		0.037
46167	46168	Cj0244	Cj0245	rpmI	rplT	TRUE	0.939	94.000	0.928	0.033	Y	0.617
46169	46170	Cj0246c	Cj0247c	Cj0246c	Cj0247c	TRUE	0.792	-24.000	0.105	NA		0.856
46171	46172	Cj0248	Cj0249	Cj0248	Cj0249	TRUE	0.783	28.000	0.333	NA		0.006
46173	46174	Cj0250c	Cj0251c	Cj0250c	Cj0251c	TRUE	0.960	3.000	0.333	NA		0.106
46175	46176	Cj0252	Cj0253	moaC	Cj0253	FALSE	0.520	-22.000	0.057	NA		-0.026
46176	46177	Cj0253	Cj0254	Cj0253	Cj0254	TRUE	0.737	-10.000	0.047	NA		0.139
46179	46180	Cj0256	Cj0257	Cj0256	dgkA	TRUE	0.919	-3.000	0.136	1.000		0.263
46180	46181	Cj0257	Cj0258	dgkA	Cj0258	TRUE	0.952	-3.000	0.273	1.000		0.383
46181	46182	Cj0258	Cj0259	Cj0258	pyrC	TRUE	0.701	-10.000	0.009	1.000		0.419
46183	46184	Cj0260c	Cj0261c	Cj0260c	Cj0261c	FALSE	0.440	56.000	0.154	NA		-0.146
46184	46185	Cj0261c	Cj0262c	Cj0261c	Cj0262c	FALSE	0.279	81.000	0.154	1.000		-0.187
46187	46188	Cj0264c	Cj0265c	Cj0264c	Cj0265c	TRUE	0.988	11.000	0.148	0.057	Y	0.657
46188	46189	Cj0265c	Cj0266c	Cj0265c	Cj0266c	FALSE	0.051	481.000	0.000	NA		-0.010
46189	46190	Cj0266c	Cj0267c	Cj0266c	Cj0267c	TRUE	0.982	0.000	0.867	NA		0.175
46190	46191	Cj0267c	Cj0268c	Cj0267c	Cj0268c	TRUE	0.862	12.000	0.075	NA		0.372
46191	46192	Cj0268c	Cj0269c	Cj0268c	ilvE	TRUE	0.903	13.000	0.098	NA	N	0.730
46193	46194	Cj0270	Cj0271	Cj0270	Cj0271	FALSE	0.548	-3.000	0.008	1.000		-0.252
46194	46195	Cj0271	Cj0272	Cj0271	Cj0272	TRUE	0.801	0.000	0.006	NA		0.327
46195	46196	Cj0272	Cj0273	Cj0272	fabZ	FALSE	0.140	94.000	0.035	NA		0.090
46196	46197	Cj0273	Cj0274	fabZ	lpxA	TRUE	0.974	0.000	0.264	1.000	N	0.913
46197	46198	Cj0274	Cj0275	lpxA	clpX	FALSE	0.481	-37.000	0.027	1.000	N	0.325
46198	46199	Cj0275	Cj0276	clpX	mreB	TRUE	0.593	12.000	0.034	1.000	N	-0.545
46199	46200	Cj0276	Cj0277	mreB	Cj0277	TRUE	0.919	-10.000	0.689	1.000	N	-0.857
46200	46201	Cj0277	Cj0279	Cj0277	carB	FALSE	0.061	261.000	0.016	1.000	N	0.033
46201	46202	Cj0279	Cj0280	carB	Cj0280	FALSE	0.519	-3.000	0.016	NA	N	-0.377
46203	46204	Cj0281c	Cj0282c	tal	serB	TRUE	0.767	0.000	0.029	1.000	N	-0.178
46204	46205	Cj0282c	Cj0283c	serB	cheW	TRUE	0.868	0.000	0.015	1.000	N	0.497
46205	46206	Cj0283c	Cj0284c	cheW	cheA	TRUE	0.994	5.000	0.137	0.015	Y	0.724
46206	46207	Cj0284c	Cj0285c	cheA	cheV	TRUE	0.995	4.000	0.147	0.009	Y	0.748
46207	46208	Cj0285c	Cj0286c	cheV	Cj0286c	TRUE	0.840	-7.000	0.065	NA		0.259
46208	46209	Cj0286c	Cj0287c	Cj0286c	greA	FALSE	0.044	151.000	0.012	NA		-0.097
46209	46210	Cj0287c	Cj0288c	greA	lpxB	TRUE	0.809	12.000	0.042	1.000	N	0.259
46210	46211	Cj0288c	Cj0289c	lpxB	peb3	FALSE	0.082	97.000	0.003	1.000		0.117
46211	2166153	Cj0289c	Cj0292c	peb3	glpT	FALSE	0.083	142.000	0.000	NA		NA
46213	46214	Cj0293	Cj0294	surE	Cj0294	TRUE	0.854	-10.000	0.051	1.000		0.609
46214	46215	Cj0294	Cj0295	Cj0294	Cj0295	FALSE	0.275	-16.000	0.007	1.000		-0.250
46216	46217	Cj0296c	Cj0297c	panD	panC	TRUE	0.965	-3.000	0.342	1.000	Y	0.069
46217	46218	Cj0297c	Cj0298c	panC	panB	TRUE	0.997	11.000	0.395	0.002	Y	0.710
46220	46221	Cj0300c	Cj0301c	modC	modB	TRUE	0.979	-3.000	0.286	1.000	Y	0.693
46221	46222	Cj0301c	Cj0302c	modB	Cj0302c	TRUE	0.930	-7.000	0.122	1.000		0.753
46222	46223	Cj0302c	Cj0303c	Cj0302c	modA	TRUE	0.914	-3.000	0.098	1.000		0.404
46223	46224	Cj0303c	Cj0304c	modA	bioC	FALSE	0.332	51.000	0.008	1.000		0.410
46224	46225	Cj0304c	Cj0305c	bioC	Cj0305c	TRUE	0.929	-3.000	0.065	NA		0.828
46225	46226	Cj0305c	Cj0306c	Cj0305c	bioF	TRUE	0.974	-3.000	0.389	NA		0.764
46228	46229	Cj0308c	Cj0309c	bioD	Cj0309c	TRUE	0.689	10.000	0.030	1.000	N	-0.424
46229	46230	Cj0309c	Cj0310c	Cj0309c	Cj0310c	TRUE	0.993	4.000	0.444	0.072	Y	0.083
46231	46232	Cj0311	Cj0312	Cj0311	pth	TRUE	0.995	-3.000	0.496	0.052	Y	0.574
46232	46233	Cj0312	Cj0313	pth	Cj0313	TRUE	0.792	2.000	0.031	1.000		-0.211
46233	46234	Cj0313	Cj0314	Cj0313	lysA	FALSE	0.377	44.000	0.021	1.000		0.266
46234	46235	Cj0314	Cj0315	lysA	Cj0315	TRUE	0.836	2.000	0.015	1.000	N	0.278
46235	46236	Cj0315	Cj0316	Cj0315	pheA	TRUE	0.746	-12.000	0.021	1.000	N	0.511
46236	46237	Cj0316	Cj0317	pheA	hisC	TRUE	0.800	-10.000	0.028	1.000	Y	0.089
46237	46238	Cj0317	Cj0318	hisC	fliF	FALSE	0.469	52.000	0.084	1.000	N	0.194
46238	46239	Cj0318	Cj0319	fliF	fliG	TRUE	0.996	0.000	0.477	0.013	Y	0.421
46239	46240	Cj0319	Cj0320	fliG	fliH	TRUE	0.996	8.000	0.308	0.008	Y	0.570
46240	46241	Cj0320	Cj0321	fliH	dxs	TRUE	0.874	-7.000	0.052	1.000	N	0.519
46241	46242	Cj0321	Cj0322	dxs	perR	FALSE	0.060	86.000	0.017	1.000	N	-0.286
46242	46243	Cj0322	Cj0323	perR	Cj0323	FALSE	0.330	46.000	0.033	NA		-0.006
46243	46244	Cj0323	Cj0324	Cj0323	ubiE	TRUE	0.664	3.000	0.008	NA		-0.155
46244	46245	Cj0324	Cj0325	ubiE	xseA	TRUE	0.857	-3.000	0.016	1.000	N	0.574
46245	46246	Cj0325	Cj0326	xseA	serC	TRUE	0.863	10.000	0.010	1.000	N	0.591
46246	46247	Cj0326	Cj0327	serC	Cj0327	TRUE	0.709	-3.000	0.004	NA	N	0.180
46248	46249	Cj0328c	Cj0329c	fabH	plsX	TRUE	0.985	-7.000	0.058	0.008	Y	0.663
46249	46250	Cj0329c	Cj0330c	plsX	rpmF	TRUE	0.982	6.000	0.418	1.000		0.644
46250	46251	Cj0330c	Cj0331c	rpmF	Cj0331c	TRUE	0.639	24.000	0.032	NA		0.410
46251	46252	Cj0331c	Cj0332c	Cj0331c	ndk	TRUE	0.918	1.000	0.033	NA		0.574
46252	46253	Cj0332c	Cj0333c	ndk	fdxA	FALSE	0.185	113.000	0.015	1.000		0.734
46254	46255	Cj0334	Cj0335	ahpC	flhB	FALSE	0.022	119.000	0.006	1.000	N	-0.466
46256	46257	Cj0336c	Cj0337c	motB	motA	TRUE	0.973	3.000	0.119	1.000	Y	0.557
46257	46258	Cj0337c	Cj0338c	motA	polA	TRUE	0.664	16.000	0.006	1.000	N	0.429
46259	46260	Cj0339	Cj0340	Cj0339	Cj0340	TRUE	0.804	-3.000	0.097	1.000	N	-0.488
