Gene1	Gene2	SysName1	SysName2	Name1	Name2	bOp	pOp	Sep	MOGScore	GOScore	COGSim	ExprSim
833512	833513	CJE0059	CJE0060			TRUE	0.836	19	0.159	NA		NA
833513	833514	CJE0060	CJE0061		flhF	TRUE	0.962	-7	0.382	1	N	NA
833514	833515	CJE0061	CJE0062	flhF	folK	TRUE	0.851	10	0.035	1	N	NA
833515	833516	CJE0062	CJE0063	folK	aroQ	TRUE	0.822	3	0.009	1	N	NA
833517	833518	CJE0064	CJE0065		sppA	TRUE	0.818	-12	0.035	1	N	NA
833518	833519	CJE0065	CJE0066	sppA		FALSE	0.094	152	0.009	NA		NA
833520	833521	CJE0067	CJE0068			FALSE	0.171	87	0	NA		NA
833521	833522	CJE0068	CJE0069			FALSE	0.087	230	0	NA		NA
833522	833523	CJE0069	CJE0070			TRUE	0.976	-7	0.209	0.002		NA
833523	833524	CJE0070	CJE0071			TRUE	0.984	-3	0.657	1	Y	NA
833524	833525	CJE0071	CJE0072		lctP	FALSE	0.444	110	0.075	1	Y	NA
833525	833526	CJE0072	CJE0073	lctP	cdtC	FALSE	0.343	172	0.125	1		NA
833526	833527	CJE0073	CJE0074	cdtC	cdtB	TRUE	0.986	11	0.5	0.003		NA
833527	833528	CJE0074	CJE0075	cdtB	cdtA	TRUE	0.987	-3	0.421	0.003		NA
833529	833530	CJE0076	CJE0077		cydA	TRUE	0.991	1	0.887	NA		NA
833530	833531	CJE0077	CJE0078	cydA	cydB	TRUE	0.997	0	0.962	0.055	Y	NA
833531	833532	CJE0078	CJE0079	cydB		TRUE	0.887	10	0.078	NA		NA
833533	833534	CJE0080	CJE0081		ung	FALSE	0.147	120	0.011	1	N	NA
833535	833536	CJE0082	CJE0083	aspA	dcuA	TRUE	0.807	26	0.127	1		NA
833536	833537	CJE0083	CJE0084	dcuA		FALSE	0.224	106	0.027	1		NA
833537	833538	CJE0084	CJE0085			TRUE	0.96	10	0.372	NA		NA
833538	833539	CJE0085	CJE0086			TRUE	0.922	24	0.516	NA		NA
833539	833540	CJE0086	CJE0087			FALSE	0.417	83	0.087	NA		NA
833540	833541	CJE0087	CJE0088			TRUE	0.965	10	0.414	NA		NA
833541	833542	CJE0088	CJE0089		rplU	FALSE	0.086	159	0.005	NA		NA
833542	833543	CJE0089	CJE0090	rplU	rpmA	TRUE	0.991	11	0.667	0.036	Y	NA
833543	833544	CJE0090	CJE0091	rpmA		TRUE	0.614	107	0.335	1		NA
833544	833545	CJE0091	CJE0092		proB	FALSE	0.524	105	0.206	1		NA
833545	833546	CJE0092	CJE0093	proB	fmt	FALSE	0.267	74	0.014	1	N	NA
833546	833547	CJE0093	CJE0094	fmt		TRUE	0.748	-37	0.029	1	N	NA
833547	833548	CJE0094	CJE0095			TRUE	0.847	-3	0.04	1	N	NA
833548	833549	CJE0095	CJE0096			TRUE	0.989	6	0.827	1	N	NA
833549	833550	CJE0096	CJE0097			FALSE	0.456	61	0.037	1	N	NA
833550	833551	CJE0097	CJE0098			TRUE	0.968	11	0.11	0.008	Y	NA
833551	833552	CJE0098	CJE0099		atpH	TRUE	0.985	3	0.132	0.008	Y	NA
833552	833553	CJE0099	CJE0100	atpH	atpA	TRUE	0.991	14	0.864	0.008	Y	NA
833553	833554	CJE0100	CJE0101	atpA	atpG	TRUE	0.996	9	0.846	0.008	Y	NA
833554	833555	CJE0101	CJE0102	atpG	atpD	TRUE	0.982	26	0.724	0.008	Y	NA
833555	833556	CJE0102	CJE0103	atpD	atpC	TRUE	0.996	4	0.837	0.008	Y	NA
833556	833557	CJE0103	CJE0104	atpC		TRUE	0.906	0	0.036	1	N	NA
833557	833558	CJE0104	CJE0105			TRUE	0.996	9	0.944	0.054	Y	NA
833558	833559	CJE0105	CJE0106			TRUE	0.972	3	0.343	NA		NA
833559	833560	CJE0106	CJE0107			TRUE	0.939	10	0.213	NA		NA
833560	833561	CJE0107	CJE0108			TRUE	0.843	77	0.702	1	N	NA
833561	833562	CJE0108	CJE0109			TRUE	0.988	4	0.794	1		NA
833562	833563	CJE0109	CJE0110		slyD	TRUE	0.954	15	0.543	1		NA
833563	833564	CJE0110	CJE0111	slyD	fabD	TRUE	0.849	0	0.013	1	N	NA
833564	833565	CJE0111	CJE0112	fabD	mtnA	TRUE	0.842	-3	0.037	1	N	NA
833565	833566	CJE0112	CJE0113	mtnA		TRUE	0.824	-3	0.042	NA	N	NA
833566	833567	CJE0113	CJE0114			TRUE	0.767	5	0.009	NA	N	NA
833567	833568	CJE0114	CJE0115			TRUE	0.79	0	0.007	NA		NA
833568	833569	CJE0115	CJE0116			TRUE	0.655	-3	0.003	NA		NA
833569	833570	CJE0116	CJE0117			FALSE	0.099	124	0.003	NA		NA
833571	833572	CJE0118	CJE0119	dusB		TRUE	0.749	-3	0.021	NA		NA
833572	833573	CJE0119	CJE0120			TRUE	0.966	-10	0.523	NA		NA
833573	833574	CJE0120	CJE0121			TRUE	0.736	12	0.029	NA		NA
833574	833575	CJE0121	CJE0122		accD	TRUE	0.793	-10	0.035	NA		NA
833575	833576	CJE0122	CJE0123	accD		TRUE	0.816	9	0.016	1	N	NA
833576	833577	CJE0123	CJE0124			TRUE	0.831	0	0.008	1	N	NA
833578	833579	CJE0125	CJE0126	tyrA		FALSE	0.24	80	0.013	1	N	NA
833579	833580	CJE0126	CJE0127		lpxC	TRUE	0.918	0	0.022	1	Y	NA
833580	833581	CJE0127	CJE0128	lpxC		FALSE	0.539	39	0.035	NA	N	NA
833581	833582	CJE0128	CJE0129		thrB	TRUE	0.845	9	0.032	NA	N	NA
833582	833583	CJE0129	CJE0130	thrB		TRUE	0.645	25	0.044	NA	N	NA
833583	833584	CJE0130	CJE0131		infB	TRUE	0.91	-13	0.171	NA	N	NA
833584	833585	CJE0131	CJE0132	infB	rbfA	TRUE	0.981	-3	0.53	1	Y	NA
833585	833586	CJE0132	CJE0133	rbfA		TRUE	0.786	-10	0.033	NA		NA
833586	833587	CJE0133	CJE0134			FALSE	0.117	105	0.002	NA		NA
833587	833588	CJE0134	CJE0135			TRUE	0.978	-7	0.759	NA		NA
833589	833590	CJE0136	CJE0137			TRUE	0.982	-7	0.616	1	Y	NA
833590	833591	CJE0137	CJE0138			TRUE	0.97	13	0.509	1	Y	NA
833592	833593	CJE0139	CJE0140			FALSE	0.524	18	0	NA		NA
833593	833594	CJE0140	CJE0141			FALSE	0.11	135	0	NA		NA
833595	833596	CJE0142	CJE0143	trxB	trx	FALSE	0.3	134	0.035	1	Y	NA
833596	833597	CJE0143	CJE0144	trx		FALSE	0.419	57	0.027	1	N	NA
833597	833598	CJE0144	CJE0145		hom	TRUE	0.821	0	0.003	1	N	NA
833598	833599	CJE0145	CJE0146	hom		TRUE	0.879	4	0.009	1	Y	NA
833599	833600	CJE0146	CJE0147			TRUE	0.859	12	0.098	NA		NA
833600	833601	CJE0147	CJE0148			TRUE	0.983	-6	0.882	NA		NA
833601	833602	CJE0148	CJE0149			TRUE	0.798	-7	0.033	NA		NA
833602	833603	CJE0149	CJE0150			TRUE	0.733	14	0.031	1		NA
833603	833604	CJE0150	CJE0151		rpmE	TRUE	0.887	3	0.031	1		NA
833604	833605	CJE0151	CJE0152	rpmE		FALSE	0.251	79	0.023	NA		NA
833605	833606	CJE0152	CJE0153			TRUE	0.924	2	0.07	NA		NA
833606	833607	CJE0153	CJE0154			TRUE	0.971	0	0.3	NA		NA
833607	833608	CJE0154	CJE0155			TRUE	0.843	0	0.011	1		NA
833608	833609	CJE0155	CJE0156			TRUE	0.925	-3	0.139	1	N	NA
833609	833610	CJE0156	CJE0157			TRUE	0.879	3	0.028	1	N	NA
833610	833611	CJE0157	CJE0158			TRUE	0.79	13	0.042	1		NA
833611	833612	CJE0158	CJE0159			TRUE	0.965	-3	0.476	NA		NA
833612	833613	CJE0159	CJE0160			TRUE	0.885	-9	0.1	NA		NA
833619	833620	CJE0165	CJE0166			FALSE	0.557	42	0.014	1	Y	NA
833620	833621	CJE0166	CJE0167			TRUE	0.966	-16	0.529	1	N	NA
833621	833622	CJE0167	CJE0168			TRUE	0.995	0	0.618	0.043	Y	NA
833622	833623	CJE0168	CJE0169			TRUE	0.897	11	0.13	NA		NA
833624	833625	CJE0170	CJE0171			TRUE	0.774	-3	0.027	NA		NA
833625	833626	CJE0171	CJE0172		exbB-1	TRUE	0.99	12	1	0.053	N	NA
833626	833627	CJE0172	CJE0173	exbB-1		TRUE	0.994	-13	1	0.053	Y	NA
833627	833628	CJE0173	CJE0174			TRUE	0.968	2	0.217	1	N	NA
833628	833629	CJE0174	CJE0175			TRUE	0.737	52	0.174	1	N	NA
833629	833630	CJE0175	CJE0176			FALSE	0.316	171	0.103	1		NA
833631	833632	CJE0177	CJE0178			TRUE	0.754	10	0.009	1		NA
833632	833633	CJE0178	CJE0179			TRUE	0.82	-7	0.009	1	Y	NA
833633	833634	CJE0179	CJE0180		purN	FALSE	0.25	72	0.009	1	N	NA
833634	833635	CJE0180	CJE0181	purN		TRUE	0.698	-9	0.014	NA	N	NA
833635	833636	CJE0181	CJE0182			FALSE	0.602	-16	0.004	NA		NA
833636	833637	CJE0182	CJE0183			TRUE	0.788	2	0.007	NA		NA
833637	833638	CJE0183	CJE0184		def	TRUE	0.874	-3	0.054	1	N	NA
833638	833639	CJE0184	CJE0185	def	clpP	FALSE	0.571	36	0.03	1	N	NA
833639	833640	CJE0185	CJE0186	clpP	tig	TRUE	0.984	0	0.351	1	Y	NA
833641	833642	CJE0187	CJE0188	folE	fliI	TRUE	0.988	0	0.378	0.064	N	NA
833643	833644	CJE0189	CJE0190	purF	dapB	TRUE	0.876	2	0.022	1	N	NA
833644	833645	CJE0190	CJE0191	dapB		FALSE	0.272	63	0.003	1	N	NA
833645	833646	CJE0191	CJE0192			TRUE	0.781	0	0.005	NA		NA
833646	833647	CJE0192	CJE0193			TRUE	0.7	134	0.75	NA		NA
833647	833648	CJE0193	CJE0194			FALSE	0.378	99	0.1	NA		NA
833648	833649	CJE0194	CJE0195			TRUE	0.847	-31	0.1	NA		NA
833650	833651	CJE0196	CJE0197			FALSE	0.093	185	0	NA		NA
833651	833652	CJE0197	CJE0198			FALSE	0.355	74	0.043	NA		NA
833652	833653	CJE0198	CJE0199		thrS	FALSE	0.291	131	0.063	1	N	NA
833653	833654	CJE0199	CJE0200	thrS	infC	TRUE	0.916	-3	0.06	1	Y	NA
833654	833655	CJE0200	CJE0201	infC		FALSE	0.407	39	0.004	1	N	NA
833655	833656	CJE0201	CJE0202			FALSE	0.379	40	0	NA		NA
833656	833657	CJE0202	CJE0203			FALSE	0.599	-64	0	NA		NA
833657	833658	CJE0203	CJE0204			FALSE	0.379	40	0	NA		NA
833658	833659	CJE0204	CJE0205			TRUE	0.793	120	1	NA		NA
833659	833660	CJE0205	CJE0206			TRUE	0.751	164	1	NA		NA
833660	833661	CJE0206	CJE0207			FALSE	0.26	63	0	NA		NA
833661	833662	CJE0207	CJE0208			FALSE	0.2	79	0	NA		NA
833664	833665	CJE0210	CJE0211			TRUE	0.817	1	0	NA		NA
833665	833666	CJE0211	CJE0212			FALSE	0.083	259	0	NA		NA
833668	833669	CJE0214	CJE0215			FALSE	0.336	46	0	NA		NA
833669	833670	CJE0215	CJE0216			FALSE	0.189	81	0	NA		NA
833670	833671	CJE0216	CJE0217			TRUE	0.723	10	0	NA		NA
833674	833675	CJE0220	CJE0221	dam		FALSE	0.09	202	0	NA		NA
833675	833676	CJE0221	CJE0222			TRUE	0.786	4	0	NA		NA
833678	833679	CJE0224	CJE0225			FALSE	0.453	27	0	NA		NA
833679	833680	CJE0225	CJE0226			FALSE	0.103	153	0	NA		NA
833680	833681	CJE0226	CJE0227			TRUE	0.832	27	0.217	NA		NA
833681	833682	CJE0227	CJE0228			TRUE	0.868	11	0.087	NA		NA
833682	833683	CJE0228	CJE0229			FALSE	0.564	100	0.286	NA		NA
833683	833684	CJE0229	CJE0230			TRUE	0.946	-3	0.286	NA		NA
833684	833685	CJE0230	CJE0231			TRUE	0.956	10	0.333	NA		NA
833685	833686	CJE0231	CJE0232			TRUE	0.984	0	0.6	NA		NA
833686	833687	CJE0232	CJE0233			TRUE	0.96	-3	0.4	NA		NA
833687	833688	CJE0233	CJE0234			TRUE	0.967	-3	0.5	NA		NA
833688	833689	CJE0234	CJE0235			TRUE	0.977	6	0.5	NA		NA
833689	833690	CJE0235	CJE0236			TRUE	0.96	9	0.286	NA		NA
833690	833691	CJE0236	CJE0237			TRUE	0.979	0	0.429	NA		NA
833691	833692	CJE0237	CJE0238			TRUE	0.985	3	0.667	NA		NA
833692	833693	CJE0238	CJE0239			TRUE	0.929	-13	0.25	NA		NA
833693	833694	CJE0239	CJE0240			TRUE	0.975	9	0.5	NA		NA
833694	833695	CJE0240	CJE0241			TRUE	0.911	11	0.167	NA		NA
833695	833696	CJE0241	CJE0242			FALSE	0.24	67	0	NA		NA
833697	833698	CJE0243	CJE0244			TRUE	0.901	2	0.045	NA		NA
833698	833699	CJE0244	CJE0245			FALSE	0.19	165	0.045	NA		NA
833699	833700	CJE0245	CJE0246			TRUE	0.927	3	0.091	NA		NA
833700	833701	CJE0246	CJE0247			FALSE	0.257	176	0.091	NA		NA
833701	833702	CJE0247	CJE0248			TRUE	0.696	-7	0	NA		NA
833702	833703	CJE0248	CJE0249			FALSE	0.427	87	0.103	NA		NA
833703	833704	CJE0249	CJE0250			TRUE	0.98	10	0.75	NA		NA
833704	833705	CJE0250	CJE0251			TRUE	0.81	2	0	NA		NA
833705	833706	CJE0251	CJE0252			FALSE	0.328	126	0.105	NA		NA
833706	833707	CJE0252	CJE0253			TRUE	0.918	-7	0.158	NA		NA
833707	833708	CJE0253	CJE0254			TRUE	0.972	-6	0.6	NA		NA
833711	833712	CJE0257	CJE0258			TRUE	0.835	47	0.4	NA		NA
833712	833713	CJE0258	CJE0259			TRUE	0.96	-3	0.4	NA		NA
833713	833714	CJE0259	CJE0260			TRUE	0.867	0	0.028	NA		NA
833714	833715	CJE0260	CJE0261			TRUE	0.782	-3	0.028	NA		NA
833715	833716	CJE0261	CJE0262			FALSE	0.134	109	0	NA		NA
833716	833717	CJE0262	CJE0263			TRUE	0.702	-3	0	NA		NA
833717	833718	CJE0263	CJE0264			FALSE	0.254	64	0	NA		NA
833718	833719	CJE0264	CJE0265			TRUE	0.702	-3	0	NA		NA
833719	833720	CJE0265	CJE0266			FALSE	0.137	107	0	NA		NA
833720	833721	CJE0266	CJE0267			TRUE	0.752	96	0.667	NA		NA
833721	833722	CJE0267	CJE0268			TRUE	0.776	-16	0.037	NA		NA
833722	833723	CJE0268	CJE0269			TRUE	0.898	3	0.037	1		NA
833723	833724	CJE0269	CJE0270			TRUE	0.68	70	0.083	0.052		NA
833724	833725	CJE0270	CJE0271			TRUE	0.937	0	0.1	NA		NA
833726	833727	CJE0272	CJE0273			TRUE	0.926	16	0.4	NA		NA
833727	833728	CJE0273	CJE0274			FALSE	0.254	64	0	NA		NA
833728	833729	CJE0274	CJE0275		argC	FALSE	0.189	81	0	NA		NA
833729	833730	CJE0275	CJE0276	argC		TRUE	0.798	10	0.019	1		NA
833730	833731	CJE0276	CJE0277		argB	TRUE	0.744	10	0.006	1		NA
833731	833732	CJE0277	CJE0278	argB	argD	TRUE	0.889	10	0.03	1	Y	NA
833735	833736	CJE0281	CJE0282		nrdB	TRUE	0.85	-10	0.048	1	N	NA
833736	833737	CJE0282	CJE0283	nrdB		TRUE	0.827	3	0.019	NA		NA
833737	833738	CJE0283	CJE0284		pyrE	TRUE	0.863	1	0.025	NA		NA
833738	833739	CJE0284	CJE0285	pyrE	frr	TRUE	0.875	3	0.026	1	N	NA
833739	833740	CJE0285	CJE0286	frr	secG	TRUE	0.643	16	0.017	1	N	NA
833740	833741	CJE0286	CJE0287	secG		FALSE	0.128	104	0.007	NA		NA
833742	833743	CJE0288	CJE0289	cynT		TRUE	0.896	-3	0.105	NA	N	NA
833744	833745	CJE0290	CJE0291			TRUE	0.887	10	0.056	1	N	NA
833745	833746	CJE0291	CJE0292			FALSE	0.095	178	0	NA		NA
833746	833747	CJE0292	CJE0293			FALSE	0.111	134	0	NA		NA
833748	833749	CJE0294	CJE0295	rpmI	rplT	TRUE	0.933	94	0.928	0.033	Y	NA
833750	833751	CJE0296	CJE0297			FALSE	0.432	30	0	NA		NA
833752	833753	CJE0298	CJE0299			TRUE	0.863	31	0.333	NA		NA
833754	833755	CJE0300	CJE0301			TRUE	0.94	-16	0.333	NA		NA
833756	833757	CJE0302	CJE0303	moaC		TRUE	0.811	-22	0.057	NA		NA
833757	833758	CJE0303	CJE0304			TRUE	0.751	14	0.047	NA		NA
833760	833761	CJE0306	CJE0307		dgkA	TRUE	0.924	-3	0.136	1		NA
833761	833762	CJE0307	CJE0308	dgkA		TRUE	0.951	-3	0.273	1		NA
833762	833763	CJE0308	CJE0309		pyrC	TRUE	0.788	9	0.009	1		NA
833763	833764	CJE0309	CJE0310	pyrC		TRUE	0.655	-78	0	1		NA
833765	833766	CJE0311	CJE0312			FALSE	0.568	81	0.154	1		NA
833768	833769	CJE0314	CJE0315			FALSE	0.09	201	0	NA		NA
833769	833770	CJE0315	CJE0316			TRUE	0.99	0	0.867	NA		NA
833770	833771	CJE0316	CJE0317			TRUE	0.676	34	0.075	NA		NA
833771	833772	CJE0317	CJE0318		ilvE	TRUE	0.864	13	0.098	1	N	NA
833773	833774	CJE0319	CJE0320			TRUE	0.731	-3	0.008	1		NA
833774	833775	CJE0320	CJE0321			TRUE	0.785	0	0.006	NA		NA
833775	833776	CJE0321	CJE0322		fabZ	FALSE	0.253	94	0.035	NA		NA
833776	833777	CJE0322	CJE0323	fabZ	lpxA	TRUE	0.972	0	0.264	1	N	NA
833777	833778	CJE0323	CJE0324	lpxA	clpX	TRUE	0.806	-7	0.027	1	N	NA
833778	833779	CJE0324	CJE0325	clpX	mreB	TRUE	0.816	11	0.034	1	N	NA
833779	833780	CJE0325	CJE0326	mreB		TRUE	0.978	-10	0.689	1	N	NA
833780	833781	CJE0326	CJE0327		carB	FALSE	0.114	261	0.016	1	N	NA
833781	833782	CJE0327	CJE0328	carB		TRUE	0.721	-3	0.016	NA	N	NA
833783	833784	CJE0329	CJE0330	tal	serB	TRUE	0.893	0	0.029	1	N	NA
833784	833785	CJE0330	CJE0331	serB	cheW	TRUE	0.855	0	0.015	1	N	NA
833785	833786	CJE0331	CJE0332	cheW	cheA	TRUE	0.983	5	0.137	0.015	Y	NA
833786	833787	CJE0332	CJE0333	cheA	cheV	TRUE	0.985	4	0.147	0.009	Y	NA
833787	833788	CJE0333	CJE0334	cheV		TRUE	0.863	-7	0.065	NA		NA
833788	833789	CJE0334	CJE0335		greA	FALSE	0.113	133	0.012	NA		NA
833789	833790	CJE0335	CJE0336	greA	lpxB	TRUE	0.811	12	0.042	1	N	NA
833790	833791	CJE0336	CJE0337	lpxB		FALSE	0.16	97	0.003	1		NA
833791	833792	CJE0337	CJE0338			FALSE	0.106	142	0	NA		NA
833793	833794	CJE0339	CJE0340	surE		TRUE	0.863	-7	0.051	1		NA
833795	833796	CJE0341	CJE0342	panD	panC	TRUE	0.971	-3	0.342	1	Y	NA
833796	833797	CJE0342	CJE0343	panC	panB	TRUE	0.989	11	0.395	0.001	Y	NA
833799	833800	CJE0345	CJE0346	modC	modB	TRUE	0.97	10	0.286	1	Y	NA
833800	833801	CJE0346	CJE0347	modB		TRUE	0.916	-7	0.122	1	N	NA
833801	833802	CJE0347	CJE0348		modA	TRUE	0.906	-3	0.098	1	N	NA
833802	833803	CJE0348	CJE0349	modA		FALSE	0.331	54	0.008	1		NA
833803	833804	CJE0349	CJE0350			TRUE	0.866	-3	0.065	NA		NA
833804	833805	CJE0350	CJE0351		bioF	TRUE	0.958	-3	0.389	NA		NA
833807	833808	CJE0353	CJE0354	bioD		TRUE	0.838	10	0.03	1	N	NA
833808	833809	CJE0354	CJE0355			TRUE	0.992	3	0.444	0.07	Y	NA
833810	833811	CJE0356	CJE0357	rplY	pth	TRUE	0.988	-3	0.496	0.049	Y	NA
833811	833812	CJE0357	CJE0358	pth		TRUE	0.895	2	0.031	1		NA
833812	833813	CJE0358	CJE0359		lysA	FALSE	0.455	44	0.021	1		NA
833813	833814	CJE0359	CJE0360	lysA		TRUE	0.853	2	0.015	1	N	NA
833814	833815	CJE0360	CJE0361		pheA	TRUE	0.767	-12	0.021	1	N	NA
833815	833816	CJE0361	CJE0362	pheA	hisC	TRUE	0.86	-10	0.028	1	Y	NA
833816	833817	CJE0362	CJE0363	hisC	fliF	TRUE	0.632	52	0.084	1	N	NA
833817	833818	CJE0363	CJE0364	fliF	fliG	TRUE	0.994	0	0.477	0.013	Y	NA
833818	833819	CJE0364	CJE0365	fliG		TRUE	0.99	8	0.308	0.008	Y	NA
833819	833820	CJE0365	CJE0366		dxs	TRUE	0.866	-7	0.052	1	N	NA
833820	833821	CJE0366	CJE0367	dxs		FALSE	0.233	86	0.017	1	N	NA
833821	833822	CJE0367	CJE0368			FALSE	0.467	46	0.033	NA		NA
833822	833823	CJE0368	CJE0369		ubiE	TRUE	0.776	3	0.008	NA		NA
833823	833824	CJE0369	CJE0370	ubiE	xseA	TRUE	0.766	-3	0.016	1	N	NA
833824	833825	CJE0370	CJE0371	xseA	serC	TRUE	0.759	10	0.01	1	N	NA
833825	833826	CJE0371	CJE0372	serC		TRUE	0.66	-3	0.004	NA	N	NA
833827	833828	CJE0373	CJE0374	fabH	plsX	TRUE	0.962	-7	0.058	0.007	Y	NA
833828	833829	CJE0374	CJE0375	plsX	rpmF	TRUE	0.977	6	0.418	1		NA
833829	833830	CJE0375	CJE0376	rpmF		FALSE	0.6	24	0.032	NA		NA
833830	833831	CJE0376	CJE0377		ndk	TRUE	0.886	1	0.033	NA		NA
833831	833832	CJE0377	CJE0378	ndk		FALSE	0.168	113	0.015	1		NA
833833	833834	CJE0379	CJE0380		flhB	FALSE	0.137	119	0.006	1	N	NA
833835	833836	CJE0381	CJE0382			TRUE	0.964	3	0.119	1	Y	NA
833836	833837	CJE0382	CJE0383		polA	FALSE	0.565	17	0.006	1	N	NA
833838	833839	CJE0384	CJE0385			TRUE	0.89	-3	0.097	NA	N	NA
833840	833841	CJE0386	CJE0387			TRUE	0.792	0	0.008	NA		NA
833841	833842	CJE0387	CJE0388			TRUE	0.98	-19	1	NA		NA
833842	833843	CJE0388	CJE0389			TRUE	0.935	44	1	NA		NA
833843	833844	CJE0389	CJE0390		uvrA	TRUE	0.776	2	0.002	NA		NA
833844	833845	CJE0390	CJE0391	uvrA		FALSE	0.226	73	0.003	1		NA
833848	833849	CJE0394	CJE0395	trpE	trpD	TRUE	0.946	-3	0.019	0.002	Y	NA
833849	833850	CJE0395	CJE0396	trpD	trpF	TRUE	0.894	-13	0.052	1	Y	NA
833850	833851	CJE0396	CJE0397	trpF	trpB	TRUE	0.989	-3	0.375	0.003	Y	NA
833851	833852	CJE0397	CJE0398	trpB	trpA	TRUE	0.985	-7	0.248	0.001	Y	NA
833852	833853	CJE0398	CJE0399	trpA		FALSE	0.25	71	0.017	NA		NA
833853	833854	CJE0399	CJE0400		fliN	TRUE	0.985	0	0.625	NA		NA
833854	833855	CJE0400	CJE0401	fliN		TRUE	0.984	1	0.531	NA		NA
833856	833857	CJE0402	CJE0403			TRUE	0.99	0	0.806	1		NA
833857	833858	CJE0403	CJE0404			FALSE	0.493	113	0.2	1		NA
833858	833859	CJE0404	CJE0405			FALSE	0.455	79	0.067	1	N	NA
833859	833860	CJE0405	CJE0406			TRUE	0.884	-15	0.096	1		NA
833863	833864	CJE0409	CJE0410	glmM	lspA	TRUE	0.849	-7	0.042	1	N	NA
833864	833865	CJE0410	CJE0411	lspA		TRUE	0.698	-16	0.02	NA		NA
833868	833869	CJE0414	CJE0415	cmeC	cmeB	TRUE	0.97	-7	0.241	0.04	N	NA
