Gene1	Gene2	SysName1	SysName2	Name1	Name2	bOp	pOp	Sep	MOGScore	GOScore	COGSim	ExprSim
2733600	2733601	CJJCF936_0475	CJJCF936_0476		rpmB	FALSE	0.089	185.000	0.004	NA		NA
2733602	2733603	CJJCF936_0477	CJJCF936_0478	rpe		TRUE	0.912	-3.000	0.279	1.000	N	NA
2733603	2733604	CJJCF936_0478	CJJCF936_0480		thiC	FALSE	0.090	183.000	0.007	1.000	N	NA
2733605	2733606	CJJCF936_0479	CJJCF936_0481			TRUE	0.934	-10.000	0.448	NA		NA
2733606	2733607	CJJCF936_0481	CJJCF936_0482			TRUE	0.954	-3.000	1.000	NA		NA
2733607	2733608	CJJCF936_0482	CJJCF936_0483			TRUE	0.965	2.000	0.462	NA		NA
2733608	2733609	CJJCF936_0483	CJJCF936_0484		miaB	FALSE	0.151	134.000	0.029	NA		NA
2733609	2733610	CJJCF936_0484	CJJCF936_0485	miaB		TRUE	0.779	-3.000	0.033	NA		NA
2733613	2733614	CJJCF936_0488	CJJCF936_0489			TRUE	0.928	0.000	0.130	1.000		NA
2733614	2733615	CJJCF936_0489	CJJCF936_0491		recG	TRUE	0.868	-10.000	0.084	1.000		NA
2733617	2733618	CJJCF936_0492	CJJCF936_0493			TRUE	0.744	16.000	0.048	NA	N	NA
2733618	2733619	CJJCF936_0493	CJJCF936_0494			TRUE	0.995	-7.000	0.841	0.005	Y	NA
2733619	2733620	CJJCF936_0494	CJJCF936_0495			TRUE	0.985	2.000	0.773	1.000	Y	NA
2733620	2733621	CJJCF936_0495	CJJCF936_0496			FALSE	0.178	92.000	0.000	NA		NA
2733621	2733622	CJJCF936_0496	CJJCF936_0497			FALSE	0.387	50.000	0.000	NA		NA
2733622	2733623	CJJCF936_0497	CJJCF936_0498			TRUE	0.813	7.000	0.000	NA		NA
2733623	2733624	CJJCF936_0498	CJJCF936_0499			FALSE	0.155	105.000	0.000	NA		NA
2733624	2733625	CJJCF936_0499	CJJCF936_0500		tuf	FALSE	0.256	69.000	0.000	NA		NA
2733625	2733626	CJJCF936_0500	CJJCF936_0501	tuf	rpmG	TRUE	0.732	53.000	0.099	1.000	Y	NA
2733626	2733627	CJJCF936_0501	CJJCF936_0502	rpmG		TRUE	0.682	13.000	0.000	NA		NA
2733627	2733628	CJJCF936_0502	CJJCF936_0503		secE	TRUE	0.607	19.000	0.000	NA		NA
2733628	2733629	CJJCF936_0503	CJJCF936_0504	secE	nusG	TRUE	0.962	10.000	0.843	1.000		NA
2733629	2733630	CJJCF936_0504	CJJCF936_0505	nusG	rplK	TRUE	0.888	26.000	0.681	1.000	N	NA
2733630	2733631	CJJCF936_0505	CJJCF936_0506	rplK	rplA	TRUE	0.962	55.000	0.838	0.039	Y	NA
2733631	2733632	CJJCF936_0506	CJJCF936_0507	rplA	rplJ	TRUE	0.797	152.000	0.302	0.039	Y	NA
2733632	2733633	CJJCF936_0507	CJJCF936_0508	rplJ	rplL	TRUE	0.987	21.000	0.884	0.030	Y	NA
2733633	2733634	CJJCF936_0508	CJJCF936_0509	rplL	rpoB	FALSE	0.368	118.000	0.223	1.000		NA
2733634	2733635	CJJCF936_0509	CJJCF936_0510	rpoB	rpoC	TRUE	0.994	-7.000	0.851	0.002		NA
2733637	2733638	CJJCF936_0512	CJJCF936_0513			TRUE	0.864	-3.000	0.091	1.000		NA
2733638	2733639	CJJCF936_0513	CJJCF936_0514			TRUE	0.995	3.000	0.318	0.002		NA
2733639	2733640	CJJCF936_0514	CJJCF936_0515			TRUE	0.717	12.000	0.000	1.000		NA
2733640	2733641	CJJCF936_0515	CJJCF936_0516			TRUE	0.922	12.000	0.000	0.050		NA
2733641	2733642	CJJCF936_0516	CJJCF936_0517			TRUE	0.847	1.000	0.000	1.000		NA
2733642	2733643	CJJCF936_0517	CJJCF936_0518		fucP	TRUE	0.926	11.000	0.364	1.000	N	NA
2733643	2733644	CJJCF936_0518	CJJCF936_0519	fucP		TRUE	0.913	-16.000	0.273	1.000		NA
2733644	2733645	CJJCF936_0519	CJJCF936_0520			TRUE	0.905	1.000	0.053	NA		NA
2733645	2733646	CJJCF936_0520	CJJCF936_0521			TRUE	0.780	14.000	0.053	NA		NA
2733646	2733647	CJJCF936_0521	CJJCF936_0522		aldA	TRUE	0.939	36.000	0.044	0.002		NA
2733647	2733648	CJJCF936_0522	CJJCF936_0523	aldA	rpsL	FALSE	0.118	328.000	0.000	1.000	N	NA
2733648	2733649	CJJCF936_0523	CJJCF936_0524	rpsL	rpsG	TRUE	0.953	70.000	0.620	0.005	Y	NA
2733649	2733650	CJJCF936_0524	CJJCF936_0525	rpsG	fusA	TRUE	0.957	13.000	0.579	1.000	Y	NA
2733650	2733651	CJJCF936_0525	CJJCF936_0526	fusA		FALSE	0.524	29.000	0.000	NA		NA
2733651	2733652	CJJCF936_0526	CJJCF936_0527			TRUE	0.623	18.000	0.000	NA		NA
2733652	2733653	CJJCF936_0527	CJJCF936_0528			TRUE	0.762	6.000	0.006	NA		NA
2733653	2733654	CJJCF936_0528	CJJCF936_0529			TRUE	0.851	-10.000	0.064	NA		NA
2733654	2733655	CJJCF936_0529	CJJCF936_0530			TRUE	0.896	-27.000	0.228	NA		NA
2733655	2733656	CJJCF936_0530	CJJCF936_0531		trpC	TRUE	0.813	-3.000	0.044	1.000		NA
2733656	2733657	CJJCF936_0531	CJJCF936_0532	trpC		TRUE	0.795	10.000	0.026	1.000	N	NA
2733657	2733658	CJJCF936_0532	CJJCF936_0533			TRUE	0.778	-10.000	0.030	NA		NA
2733658	2733659	CJJCF936_0533	CJJCF936_0534			FALSE	0.115	449.000	0.000	NA		NA
2733659	2733660	CJJCF936_0534	CJJCF936_0535			FALSE	0.123	149.000	0.000	NA		NA
2733661	2733662	CJJCF936_0536	CJJCF936_0537	hemH		TRUE	0.665	-3.000	0.005	1.000		NA
2733662	2733663	CJJCF936_0537	CJJCF936_0538			TRUE	0.928	5.000	0.117	1.000		NA
2733664	2733665	CJJCF936_0539	CJJCF936_0540	alaS		TRUE	0.778	0.000	0.015	NA	N	NA
2733665	2733666	CJJCF936_0540	CJJCF936_0541		pbpA	TRUE	0.737	-3.000	0.026	NA	N	NA
2733667	2733668	CJJCF936_0542	CJJCF936_0543	clpB		FALSE	0.302	112.000	0.108	NA		NA
2733669	2733670	CJJCF936_0544	CJJCF936_0545	ctpA	purC	TRUE	0.900	2.000	0.045	1.000	N	NA
2733670	2733671	CJJCF936_0545	CJJCF936_0546	purC	purS	TRUE	0.974	9.000	0.460	1.000	Y	NA
2733671	2733672	CJJCF936_0546	CJJCF936_0547	purS	purQ	TRUE	0.998	2.000	0.656	0.002	Y	NA
2733672	2733673	CJJCF936_0547	CJJCF936_0548	purQ		TRUE	0.792	-3.000	0.038	NA		NA
2733673	2733674	CJJCF936_0548	CJJCF936_0549			TRUE	0.949	-19.000	0.846	NA		NA
2733674	2733675	CJJCF936_0549	CJJCF936_0550			TRUE	0.803	-6.000	0.038	NA	N	NA
2733675	2733676	CJJCF936_0550	CJJCF936_0551		htpG	FALSE	0.178	72.000	0.007	NA	N	NA
2733676	2733677	CJJCF936_0551	CJJCF936_0552	htpG		TRUE	0.648	-3.000	0.007	NA	N	NA
2733677	2733678	CJJCF936_0552	CJJCF936_0553			TRUE	0.954	0.000	0.400	NA		NA
2733678	2733679	CJJCF936_0553	CJJCF936_0554			FALSE	0.320	142.000	0.200	NA		NA
2733679	2733680	CJJCF936_0554	CJJCF936_0555			TRUE	0.970	12.000	0.000	0.001		NA
2733680	2733681	CJJCF936_0555	CJJCF936_0557			FALSE	0.122	154.000	0.000	NA		NA
2733682	2733683	CJJCF936_0556	CJJCF936_0558		fliE	TRUE	0.947	7.000	0.303	1.000	N	NA
2733683	2733684	CJJCF936_0558	CJJCF936_0559	fliE	flgC	TRUE	0.994	7.000	0.271	0.008	Y	NA
2733684	2733685	CJJCF936_0559	CJJCF936_0560	flgC	flgB	TRUE	0.977	10.000	0.804	1.000	Y	NA
2733685	2733686	CJJCF936_0560	CJJCF936_0561	flgB		FALSE	0.160	81.000	0.005	1.000		NA
2733687	2733688	CJJCF936_0562	CJJCF936_0563		icd	FALSE	0.108	117.000	0.011	NA		NA
2733688	2733689	CJJCF936_0563	CJJCF936_0564	icd	mdh	TRUE	0.861	-3.000	0.025	1.000	Y	NA
2733689	2733690	CJJCF936_0564	CJJCF936_0565	mdh	sucC	TRUE	0.922	1.000	0.022	1.000	Y	NA
2733690	2733691	CJJCF936_0565	CJJCF936_0566	sucC	sucD	TRUE	0.994	10.000	0.169	0.002	Y	NA
2733691	2733692	CJJCF936_0566	CJJCF936_0567	sucD	oorD	TRUE	0.899	15.000	0.097	1.000	Y	NA
2733692	2733693	CJJCF936_0567	CJJCF936_0568	oorD	oorA	TRUE	0.995	9.000	0.316	0.003	Y	NA
2733693	2733694	CJJCF936_0568	CJJCF936_0569	oorA	oorB	TRUE	0.998	1.000	0.771	0.003	Y	NA
2733694	2733695	CJJCF936_0569	CJJCF936_0570	oorB	oorC	TRUE	0.993	-3.000	0.324	0.003	Y	NA
2733695	2733696	CJJCF936_0570	CJJCF936_0571	oorC		FALSE	0.240	139.000	0.083	NA		NA
2733696	2733697	CJJCF936_0571	CJJCF936_0572			TRUE	0.967	3.000	0.514	NA		NA
2733697	2733698	CJJCF936_0572	CJJCF936_0573			TRUE	0.708	14.000	0.030	NA		NA
2733698	2733699	CJJCF936_0573	CJJCF936_0574		hemA	TRUE	0.941	0.000	0.051	1.000	Y	NA
2733699	2733700	CJJCF936_0574	CJJCF936_0575	hemA	proS	TRUE	0.943	-16.000	0.040	0.060	N	NA
2733700	2733701	CJJCF936_0575	CJJCF936_0576	proS		TRUE	0.727	-3.000	0.022	1.000		NA
2733701	2733702	CJJCF936_0576	CJJCF936_0577		hemC	TRUE	0.681	-3.000	0.013	1.000		NA
2733702	2733703	CJJCF936_0577	CJJCF936_0578	hemC		TRUE	0.820	-3.000	0.009	NA	Y	NA
2733703	2733704	CJJCF936_0578	CJJCF936_0579		flaG	FALSE	0.100	185.000	0.018	NA	N	NA
2733704	2733705	CJJCF936_0579	CJJCF936_0580	flaG	fliD	TRUE	0.961	3.000	0.092	NA	Y	NA
2733705	2733706	CJJCF936_0580	CJJCF936_0581	fliD	fliS	TRUE	0.993	12.000	0.608	0.005	Y	NA
2733706	2733707	CJJCF936_0581	CJJCF936_0582	fliS		TRUE	0.817	-19.000	0.051	NA		NA
2733707	2733708	CJJCF936_0582	CJJCF936_0583		efp	FALSE	0.115	432.000	0.000	NA		NA
2733708	2733709	CJJCF936_0583	CJJCF936_0584	efp		FALSE	0.098	160.000	0.002	NA		NA
2733709	2733710	CJJCF936_0584	CJJCF936_0585			TRUE	0.954	-13.000	0.939	NA		NA
2733710	2733711	CJJCF936_0585	CJJCF936_0586			TRUE	0.920	10.000	0.202	NA		NA
2733711	2733712	CJJCF936_0586	CJJCF936_0587			FALSE	0.108	125.000	0.014	NA		NA
2733712	2733713	CJJCF936_0587	CJJCF936_0589			TRUE	0.772	11.000	0.029	NA		NA
2733714	2733715	CJJCF936_0588	CJJCF936_0590		proA	TRUE	0.662	-3.000	0.003	NA		NA
2733716	2733717	CJJCF936_0591	CJJCF936_0592			FALSE	0.094	181.000	0.011	1.000	N	NA
2733719	2733720	CJJCF936_0594	CJJCF936_0595	dnaB		FALSE	0.122	105.000	0.012	NA		NA
2733720	2733721	CJJCF936_0595	CJJCF936_0596			TRUE	0.957	-9.000	1.000	NA		NA
2733721	2733722	CJJCF936_0596	CJJCF936_0597			FALSE	0.115	528.000	0.000	NA		NA
2733722	2733723	CJJCF936_0597	CJJCF936_0598			TRUE	0.607	19.000	0.000	NA		NA
2733723	2733724	CJJCF936_0598	CJJCF936_0599			TRUE	0.737	11.000	0.000	NA		NA
2733726	2733727	CJJCF936_0601	CJJCF936_0602			FALSE	0.203	81.000	0.000	NA		NA
2733727	2733728	CJJCF936_0602	CJJCF936_0603			TRUE	0.775	10.000	0.000	NA		NA
2733728	2733729	CJJCF936_0603	CJJCF936_0604			FALSE	0.208	80.000	0.000	NA		NA
2733730	2733731	CJJCF936_0605	CJJCF936_0606	dam		FALSE	0.477	37.000	0.000	NA		NA
2733731	2733732	CJJCF936_0606	CJJCF936_0607			TRUE	0.838	4.000	0.000	NA		NA
2733734	2733735	CJJCF936_0609	CJJCF936_0610			FALSE	0.122	154.000	0.000	NA		NA
2733735	2733736	CJJCF936_0610	CJJCF936_0611			TRUE	0.805	27.000	0.217	NA		NA
2733736	2733737	CJJCF936_0611	CJJCF936_0612			TRUE	0.779	19.000	0.087	NA		NA
2733737	2733738	CJJCF936_0612	CJJCF936_0613			FALSE	0.427	101.000	0.286	NA		NA
2733738	2733739	CJJCF936_0613	CJJCF936_0614			TRUE	0.912	-3.000	0.286	NA		NA
2733739	2733740	CJJCF936_0614	CJJCF936_0615			TRUE	0.843	25.000	0.333	NA		NA
2733740	2733741	CJJCF936_0615	CJJCF936_0616			TRUE	0.963	0.000	0.600	NA		NA
