locusId	accession	GI	scaffoldId	start	stop	strand	sysName	name	desc	COG	COGFun	COGDesc	TIGRFam	TIGRRoles	GO	EC	ECDesc
1955900	YP_999732.1	121613697	7038	17546	19222	+	CJJ81176_0039	ilvD	dihydroxy-acid dehydratase (NCBI)	COG129	EG	Dihydroxyacid dehydratase/phosphogluconate dehydratase	TIGR00110 dihydroxy-acid dehydratase [ilvD]	Amino acid biosynthesis:Pyruvate family	GO:0009082,GO:0004160	4.2.1.9	Dihydroxy-acid dehydratase.
1955901	YP_999733.1	121612806	7038	19383	19234	-	CJJ81176_0040	CJJ81176_0040	inner membrane protein YagU (NCBI)								
1955902	YP_999734.1	121612314	7038	19630	19349	-	CJJ81176_0041	CJJ81176_0041	membrane protein, putative, degenerate (NCBI)								
1955903	YP_999735.1	121613008	7038	20948	19722	-	CJJ81176_0042	CJJ81176_0042	hypothetical protein (NCBI)	COG1896	R	Predicted hydrolases of HD superfamily					
1955904	YP_999736.1	121612477	7038	21025	21699	+	CJJ81176_0043	CJJ81176_0043	exsB protein (NCBI)	COG603	R	Predicted PP-loop superfamily ATPase	TIGR00364 queuosine biosynthesis protein QueC [queC]	Unknown function:General	GO:0008033,GO:0005737,GO:0004808		
1955905	YP_999737.1	121613521	7038	23246	21720	-	CJJ81176_0044	CJJ81176_0044	disulfide bond formation protein, DsbB family (NCBI)	COG1495	O	Disulfide bond formation protein DsbB			GO:0006118,GO:0016020,GO:0015035		
1955906	YP_999738.1	121613284	7038	23425	23258	-	CJJ81176_0045	CJJ81176_0045	hypothetical protein (NCBI)								
1955907	YP_999739.1	121612100	7038	25285	23531	-	CJJ81176_0046	CJJ81176_0046	methyl-accepting chemotaxis protein (NCBI)	COG840	NT	Methyl-accepting chemotaxis protein			GO:0006935,GO:0007165,GO:0016020,GO:0004871		
1955908	YP_999740.1	121612556	7038	26213	25299	-	CJJ81176_0047	ccpA-1	cytochrome c551 peroxidase (NCBI)	COG1858	P	Cytochrome c peroxidase			GO:0006118,GO:0020037,GO:0004130,GO:0005506,GO:0009055	1.11.1.5	Cytochrome-c peroxidase.
1955909	YP_999741.1	121612391	7038	27155	26277	-	CJJ81176_0048	CJJ81176_0048	fumarylacetoacetate hydrolase family protein (NCBI)	COG179	Q	2-keto-4-pentenoate hydratase/2-oxohepta-3-ene-1,7-dioic acid hydratase (catechol pathway)			GO:0008152,GO:0003824		
1955910	YP_999742.1	121613293	7038	28169	27267	-	CJJ81176_0049	CJJ81176_0049	RNA pseudouridine synthase family protein (NCBI)	COG564	J	Pseudouridylate synthases, 23S RNA-specific			GO:0001522,GO:0003723,GO:0009982,GO:0016439	5.4.99.12	tRNA-pseudouridine synthase I.
1955911	YP_999743.1	121612216	7038	28247	29575	+	CJJ81176_0050	purB-1	adenylosuccinate lyase (NCBI)	COG15	F	Adenylosuccinate lyase	TIGR00928 adenylosuccinate lyase [purB]	Purines, pyrimidines, nucleosides, and nucleotides:Purine ribonucleotide biosynthesis	GO:0009152,GO:0004018	4.3.2.2	Adenylosuccinate lyase.
1955912	YP_999744.1	121613048	7038	29591	31960	+	CJJ81176_0051	nrdA	ribonucleoside-diphosphate reductase, alpha subunit (NCBI)	COG209	F	Ribonucleotide reductase, alpha subunit	TIGR02506 ribonucleoside-diphosphate reductase, alpha subunit	Purines, pyrimidines, nucleosides, and nucleotides:2'-Deoxyribonucleotide metabolism	GO:0006260,GO:0005971,GO:0004748,GO:0005515	1.17.4.1	Ribonucleoside-diphosphate reductase.
1955913	YP_999745.1	121612756	7038	33384	31999	-	CJJ81176_0052	CJJ81176_0052	sodium/dicarboxylate symporter (NCBI)	COG1823	R	Predicted Na+/dicarboxylate symporter			GO:0006835,GO:0016020,GO:0017153		
1955914	YP_999746.1	121613393	7038	34127	33504	-	CJJ81176_0053	thyX	thymidylate synthase, flavin-dependent (NCBI)	COG1351	F	Predicted alternative thymidylate synthase	TIGR02170 thymidylate synthase, flavin-dependent [thyX]	Purines, pyrimidines, nucleosides, and nucleotides:2'-Deoxyribonucleotide metabolism	GO:0006231,GO:0050660,GO:0050797	2.1.1.148	Thymidylate synthase (FAD).
1955915	YP_999747.1	121612860	7038	34247	35878	+	CJJ81176_0054	pyrG	CTP synthase (NCBI)	COG504	F	CTP synthase (UTP-ammonia lyase)	TIGR00337 CTP synthase [pyrG]	Purines, pyrimidines, nucleosides, and nucleotides:Pyrimidine ribonucleotide biosynthesis	GO:0006221,GO:0003883	6.3.4.2	CTP synthase.
1955916	YP_999748.1	121612339	7038	35865	37436	+	CJJ81176_0055	recJ	single-stranded-DNA-specific exonuclease RecJ (NCBI)	COG608	L	Single-stranded DNA-specific exonuclease	TIGR00644 single-stranded-DNA-specific exonuclease RecJ [recJ]	DNA metabolism:DNA replication, recombination, and repair	GO:0006281,GO:0006310,GO:0003676,GO:0030145,GO:0008409	3.1.-.-	
1955917	YP_999749.1	121612621	7038	37522	38568	+	CJJ81176_0056	ansA	L-asparaginase (NCBI)	COG252	EJ	L-asparaginase/archaeal Glu-tRNAGln amidotransferase subunit D	TIGR00520 L-asparaginases, type II	Energy metabolism:Amino acids and amines	GO:0006528,GO:0004067	3.5.1.1	Asparaginase.
1955918			7038	39155	40667	+	CJJ81176_1704	rrsA	16S ribosomal RNA (NCBI)								
1955919			7038	40772	40847	+	CJJ81176_1705	CJJ81176_1705	tRNA-Ala (NCBI)								
1955920			7038	40856	40932	+	CJJ81176_1706	CJJ81176_1706	tRNA-Ile (NCBI)								
1955921			7038	41513	44306	+	CJJ81176_1707	rrlA	23S ribosomal RNA (NCBI)								
1955922	YP_999750.1	121613586	7038	44694	44542	-	CJJ81176_0061	CJJ81176_0061	hypothetical protein (NCBI)								
1955923			7038	44720	44839	+	CJJ81176_1708	rrfA	5S ribosomal RNA (NCBI)								
1955924	YP_999751.1	121612652	7038	45264	47234	+	CJJ81176_0063	CJJ81176_0063	hypothetical protein (NCBI)								
1955925	YP_999752.1	121612148	7038	47275	49344	+	CJJ81176_0064	CJJ81176_0064	cytochrome c family protein (NCBI)	COG2864	C	Cytochrome b subunit of formate dehydrogenase					
1955926	YP_999753.1	121612852	7038	49388	49972	+	CJJ81176_0065	CJJ81176_0065	hypothetical protein (NCBI)	COG2143	O	Thioredoxin-related protein			GO:0045454		
1955927	YP_999754.1	121612515	7038	49965	52670	+	CJJ81176_0066	CJJ81176_0066	cytochrome c biogenesis protein (NCBI)	COG755	O	ABC-type transport system involved in cytochrome c biogenesis, permease component			GO:0008535,GO:0016020		
1955928	YP_999755.1	121613257	7038	54375	52705	-	CJJ81176_0067	ggt	gamma-glutamyltransferase (NCBI)	COG405	E	Gamma-glutamyltransferase	TIGR00066 gamma-glutamyltransferase [ggt]	Biosynthesis of cofactors, prosthetic groups, and carriers:Glutathione and analogs	GO:0003840	2.3.2.2	Gamma-glutamyltransferase.
1955929	YP_999756.1	121612693	7038	54605	58339	+	CJJ81176_0068	CJJ81176_0068	type II restriction-modification enzyme (NCBI)	COG1002	V	Type II restriction enzyme, methylase subunits			GO:0032259,GO:0006304,GO:0003676,GO:0003677,GO:0008168		
1955930	YP_999757.1	121613607	7038	58339	59223	+	CJJ81176_0069	CJJ81176_0069	hypothetical protein (NCBI)								
1955931	YP_999758.1	121612434	7038	59461	60903	+	CJJ81176_0070	CJJ81176_0070	transglycosylase domain protein (NCBI)						GO:0009252,GO:0009274,GO:0003824		
1955932	YP_999759.1	121613387	7038	61018	62559	+	CJJ81176_0071	CJJ81176_0071	putative integral membrane protein (NCBI)								
1955933	YP_999760.1	121612271	7038	63289	62588	-	CJJ81176_0072	CJJ81176_0072	hypothetical protein (NCBI)	COG2859	S	Uncharacterized protein conserved in bacteria					
1955934	YP_999761.1	121613225	7038	64487	63276	-	CJJ81176_0073	CJJ81176_0073	drug resistance transporter, Bcr/CflA family (NCBI)	COG738	G	Fucose permease	TIGR00710 drug resistance transporter, Bcr/CflA subfamily		GO:0006810,GO:0016021,GO:0005215		
1955935	YP_999762.1	121612999	7038	64590	65939	+	CJJ81176_0074	CJJ81176_0074	hypothetical protein (NCBI)	COG4487	S	Uncharacterized protein conserved in bacteria					
1955936	YP_999763.1	121612292	7038	67006	65963	-	CJJ81176_0075	CJJ81176_0075	cytochrome c family protein (NCBI)	COG3258	C	Cytochrome c			GO:0006118,GO:0005506,GO:0009055,GO:0020037		
1955937	YP_999764.1	121613635	7038	67831	67184	-	CJJ81176_0076	CJJ81176_0076	hypothetical protein (NCBI)								
1955938	YP_999765.1	121612682	7038	69639	67831	-	CJJ81176_0077	typA	GTP-binding protein TypA (NCBI)	COG1217	T	Predicted membrane GTPase involved in stress response	TIGR00231 small GTP-binding protein domain,TIGR01394 GTP-binding protein TypA/BipA [typA]	Protein synthesis:Translation factors	GO:0005622,GO:0003924,GO:0005525		
1955939	YP_999766.1	121612574	7038	69774	70097	+	CJJ81176_0078	CJJ81176_0078	hypothetical protein (NCBI)						GO:0009401,GO:0005351		
1955940	YP_999767.1	121612481	7038	70117	71946	+	CJJ81176_0079	CJJ81176_0079	hypothetical protein (NCBI)						GO:0009296,GO:0009424,GO:0003774		
1955941	YP_999768.1	121613172	7038	72000	72884	+	CJJ81176_0080	flgD	flagellar hook assembly protein (NCBI)	COG1843	N	Flagellar hook capping protein					
1955942	YP_999769.1	121612241	7038	72888	74525	+	CJJ81176_0081	flgE-1	flagellar hook protein (NCBI)	COG1749	N	Flagellar hook protein FlgE	TIGR03506 fagellar hook-basal body proteins		GO:0001539,GO:0030694,GO:0009288,GO:0003774,GO:0005198		
1955943	YP_999770.1	121612936	7038	76397	74529	-	CJJ81176_0082	CJJ81176_0082	hypothetical protein (NCBI)								
1955944	YP_999771.1	121613643	7038	77116	76682	-	CJJ81176_0083	CJJ81176_0083	hypothetical protein (NCBI)	COG2703	P	Hemerythrin	TIGR02481 hemerythrin-like metal-binding domain		GO:0046872		
1955945	YP_999772.1	121612159	7038	77645	77764	+	CJJ81176_0084	CJJ81176_0084	hypothetical protein (NCBI)								
1955946	YP_999773.1	121613331	7038	77987	78322	+	CJJ81176_0085	CJJ81176_0085	anion transporter (NCBI)						GO:0006814,GO:0016020,GO:0005215		
1955947	YP_999774.1	121612408	7038	78274	78453	+	CJJ81176_0086	CJJ81176_0086	anion transporter (NCBI)								
1955948	YP_999775.1	121613497	7038	78413	78604	+	CJJ81176_0087	CJJ81176_0087	2-oxoglutarate/malate translocator (NCBI)						GO:0006814,GO:0016020,GO:0005215		
1955949	YP_999776.1	121612875	7038	78615	78782	+	CJJ81176_0088	CJJ81176_0088	anion transporter (NCBI)						GO:0006814,GO:0016020,GO:0005215		
1955950	YP_999777.1	121613645	7038	78801	79151	+	CJJ81176_0089	CJJ81176_0089	2-oxoglutarate/malate translocator (NCBI)						GO:0006814,GO:0016020,GO:0005215		
1955951	YP_999778.1	121613044	7038	80195	79179	-	CJJ81176_0090	trmU	tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase (NCBI)	COG482	J	Predicted tRNA(5-methylaminomethyl-2-thiouridylate) methyltransferase, contains the PP-loop ATPase domain	TIGR00420 tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase [trmU]	Protein synthesis:tRNA and rRNA base modification	GO:0008033,GO:0005737,GO:0004808	2.1.1.61	tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase.
1955952	YP_999779.1	121612195	7038	80800	80195	-	CJJ81176_0091	CJJ81176_0091	lysine decarboxylase family protein (NCBI)	COG1611	R	Predicted Rossmann fold nucleotide-binding protein	TIGR00730 TIGR00730 family protein	Hypothetical proteins:Conserved			
1955953	YP_999780.1	121613153	7038	81709	80921	-	CJJ81176_0092	CJJ81176_0092	hypothetical protein (NCBI)								
1955954	YP_999781.1	121612458	7038	82316	81723	-	CJJ81176_0093	CJJ81176_0093	hypothetical protein (NCBI)								
1955955	YP_999782.1	121613168	7038	82860	83504	+	CJJ81176_0094	CJJ81176_0094	hmcD domain protein (NCBI)								
1955956	YP_999783.1	121612336	7038	83489	83692	+	CJJ81176_0095	CJJ81176_0095	peptidase family protein (NCBI)								
1955957	YP_999784.1	121613047	7038	83698	84087	+	CJJ81176_0096	CJJ81176_0096	peptidase family protein (NCBI)						GO:0006508,GO:0016021,GO:0005524,GO:0008233		
1955958	YP_999785.1	121612924	7038	84957	84136	-	CJJ81176_0097	fliY	flagellar motor switch protein (NCBI)	COG1868	N	Flagellar motor switch protein	TIGR02480 flagellar motor switch protein FliN [fliN]	Cellular processes:Chemotaxis and motility	GO:0001539,GO:0006935,GO:0016020,GO:0009425,GO:0003774		
1955959	YP_999786.1	121613064	7038	86054	84975	-	CJJ81176_0098	fliM	flagellar motor switch protein FliM (NCBI)	COG1868	N	Flagellar motor switch protein	TIGR01397 flagellar motor switch protein FliM [fliM]	Cellular processes:Chemotaxis and motility	GO:0001539,GO:0006935,GO:0009425,GO:0003774		
1955960	YP_999787.1	121612660	7038	86746	86054	-	CJJ81176_0099	fliA	RNA polymerase sigma factor, sigma-F (NCBI)	COG1191	K	DNA-directed RNA polymerase specialized sigma subunit	TIGR02479 RNA polymerase sigma factor, FliA/WhiG family,TIGR02937 RNA polymerase sigma factor, sigma-70 family		GO:0006352,GO:0006355,GO:0003700,GO:0016987,GO:0003899		
1955961	YP_999788.1	121613389	7038	87083	86727	-	CJJ81176_0100	CJJ81176_0100	hypothetical protein (NCBI)								
1955962	YP_999789.1	121613262	7038	87968	87102	-	CJJ81176_0101	CJJ81176_0101	ATPase, ParA family (NCBI)	COG455	D	ATPases involved in chromosome partitioning			GO:0009236,GO:0042242		
1955963	YP_999790.1	121613495	7038	89415	87961	-	CJJ81176_0102	flhF	flagellar biosynthetic protein FlhF (NCBI)	COG1419	N	Flagellar GTP-binding protein	TIGR03499 flagellar biosynthesis protein FlhF [flhF]	Cellular processes:Chemotaxis and motility	GO:0006614,GO:0016020,GO:0017111,GO:0008312,GO:0005525		
1955964	YP_999791.1	121612539	7038	89898	89425	-	CJJ81176_0103	folK	2-amino-4-hydroxy-6- hydroxymethyldihydropteridine pyrophosphokinase (NCBI)	COG801	H	7,8-dihydro-6-hydroxymethylpterin-pyrophosphokinase	TIGR01498 2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase [folK]	Biosynthesis of cofactors, prosthetic groups, and carriers:Folic acid	GO:0009396,GO:0003848	2.7.6.3	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase.
1955965	YP_999792.1	121612990	7038	90380	89901	-	CJJ81176_0104	aroQ	3-dehydroquinate dehydratase, type II (NCBI)	COG757	E	3-dehydroquinate dehydratase II	TIGR01088 3-dehydroquinate dehydratase, type II [aroQ]	Amino acid biosynthesis:Aromatic amino acid family	GO:0009073,GO:0003855	4.2.1.10	3-dehydroquinate dehydratase.
1955966	YP_999793.1	121612374	7038	90471	91700	+	CJJ81176_0105	CJJ81176_0105	amidohydrolase family protein (NCBI)	COG402	FR	Cytosine deaminase and related metal-dependent hydrolases			GO:0016787,GO:0016810	3.8.1.-	
1955967	YP_999794.1	121613641	7038	91688	92584	+	CJJ81176_0106	sppA	signal peptide peptidase SppA, 36K type (NCBI)	COG616	OU	Periplasmic serine proteases (ClpP class)	TIGR00706 signal peptide peptidase SppA, 36K type [sppA]	Protein fate:Degradation of proteins, peptides, and glycopeptides	GO:0006508,GO:0008462,GO:0008233	3.4.21.-,3.4.-.-	,
1955968	YP_999795.1	121612896	7038	92663	93694	+	CJJ81176_0107	CJJ81176_0107	hypothetical protein (NCBI)								
1955969	YP_999796.1	121612413	7038	93707	93829	+	CJJ81176_1709	CJJ81176_1709	hypothetical protein (NCBI)								
1955970	YP_999797.1	121613131	7038	94052	93936	-	CJJ81176_0108	CJJ81176_0108	non-heme iron protein, hemerythrin family (NCBI)								
1955971	YP_999798.1	121612681	7038	94558	94262	-	CJJ81176_0109	CJJ81176_0109	conserved hypothetical protein, authentic frameshift (NCBI)				TIGR02481 hemerythrin-like metal-binding domain		GO:0046872		
1955972	YP_999799.1	121613178	7038	95387	94731	-	CJJ81176_0110	CJJ81176_0110	hypothetical protein (NCBI)	COG1556	S	Uncharacterized conserved protein			GO:0009396,GO:0005524,GO:0030272		
1955973	YP_999800.1	121612415	7038	96819	95380	-	CJJ81176_0111	CJJ81176_0111	iron-sulfur cluster binding protein (NCBI)	COG1139	C	Uncharacterized conserved protein containing a ferredoxin-like domain	TIGR00273 iron-sulfur cluster-binding protein	Energy metabolism:Electron transport	GO:0006118,GO:0009396,GO:0051536,GO:0009055,GO:0016491,GO:0005524,GO:0005509,GO:0030272		
1955974	YP_999801.1	121612704	7038	97556	96816	-	CJJ81176_0112	CJJ81176_0112	cysteine-rich domain protein (NCBI)	COG247	C	Fe-S oxidoreductase			GO:0009339,GO:0008891	1.1.3.15	(S)-2-hydroxy-acid oxidase.
1955975	YP_999802.1	121612542	7038	99361	97679	-	CJJ81176_0113	lctP	L-lactate permease (NCBI)	COG1620	C	L-lactate permease	TIGR00795 transporter, lactate permease (LctP) family	Transport and binding proteins:Carbohydrates, organic alcohols, and acids	GO:0015727,GO:0015129		
1955976	YP_999803.1	121613490	7038	100102	99533	-	CJJ81176_0114	cdtC	cytolethal distending toxin, subunit C (NCBI)						GO:0009405,GO:0009279		
1955977	YP_999804.1	121612768	7038	100910	100113	-	CJJ81176_0115	cdtB	cytolethal distending toxin, subunit B (NCBI)						GO:0009405		
1955978	YP_999805.1	121613564	7038	101713	100907	-	CJJ81176_0116	cdtA	cytolethal distending toxin, subunit A (NCBI)						GO:0009405,GO:0009279		
1955979	YP_999806.1	121613710	7038	101790	102059	+	CJJ81176_0117	CJJ81176_0117	hypothetical protein (NCBI)								
1955980	YP_999807.1	121612182	7038	102060	103622	+	CJJ81176_0118	cydA	cytochrome d ubiquinol oxidase, subunit I (NCBI)	COG1271	C	Cytochrome bd-type quinol oxidase, subunit 1			GO:0006118,GO:0016020,GO:0016491	1.10.3.-	
1955981	YP_999808.1	121613219	7038	103622	104746	+	CJJ81176_0119	cydB	cytochrome d ubiquinol oxidase, subunit II (NCBI)	COG1294	C	Cytochrome bd-type quinol oxidase, subunit 2	TIGR00203 cytochrome d ubiquinol oxidase, subunit II [cydB]	Energy metabolism:Electron transport	GO:0006118,GO:0016020	1.10.3.-	
1955982	YP_999809.1	121612261	7038	105635	104940	-	CJJ81176_0120	CJJ81176_0120	aspartate racemase, putative (NCBI)	COG1794	M	Aspartate racemase	TIGR00035 aspartate racemase	Energy metabolism:Amino acids and amines	GO:0006520,GO:0047689	5.1.1.13	Aspartate racemase.
1955983	YP_999810.1	121612589	7038	106450	105755	-	CJJ81176_0121	ung	uracil-DNA glycosylase (NCBI)	COG692	L	Uracil DNA glycosylase	TIGR00628 uracil-DNA glycosylase [ung]	DNA metabolism:DNA replication, recombination, and repair	GO:0006284,GO:0004844	3.2.2.-	
1955984	YP_999811.1	121613732	7038	106721	108127	+	CJJ81176_0122	aspA	aspartate ammonia-lyase (NCBI)	COG1027	E	Aspartate ammonia-lyase	TIGR00839 aspartate ammonia-lyase [aspA]	Energy metabolism:Amino acids and amines	GO:0006531,GO:0006106,GO:0045239,GO:0008797,GO:0004333	4.3.1.1	Aspartate ammonia-lyase.
1955985	YP_999812.1	121612684	7038	108153	109481	+	CJJ81176_0123	dcuA	anaerobic C4-dicarboxylate membrane transporter DcuA (NCBI)	COG2704	R	Anaerobic C4-dicarboxylate transporter	TIGR00770 transporter, anaerobic C4-dicarboxylate uptake (Dcu) family	Transport and binding proteins:Carbohydrates, organic alcohols, and acids	GO:0015740,GO:0016021,GO:0015556		
1955986	YP_999813.1	121613226	7038	109589	110950	+	CJJ81176_0124	CJJ81176_0124	lipoprotein, putative (NCBI)	COG3014	S	Uncharacterized protein conserved in bacteria			GO:0005488		
1955987	YP_999814.1	121613232	7038	110960	111328	+	CJJ81176_0125	CJJ81176_0125	lipoprotein, putative (NCBI)								
1955988	YP_999815.1	121613530	7038	111352	111975	+	CJJ81176_0126	CJJ81176_0126	lipoprotein, putative (NCBI)	COG3417	R	Collagen-binding surface adhesin SpaP (antigen I/II family)	TIGR02722 uncharacterized lipoprotein	Cell envelope:Other			
1955989	YP_999816.1	121613576	7038	112057	113394	+	CJJ81176_0127	CJJ81176_0127	hypothetical protein (NCBI)								
1955990	YP_999817.1	121612858	7038	113404	114606	+	CJJ81176_0128	CJJ81176_0128	hypothetical protein (NCBI)								
1955991	YP_999818.1	121612829	7038	114765	115073	+	CJJ81176_0129	rplU	ribosomal protein L21 (NCBI)	COG261	J	Ribosomal protein L21	TIGR00061 ribosomal protein L21 [rplU]	Protein synthesis:Ribosomal proteins: synthesis and modification	GO:0006412,GO:0005840,GO:0003723,GO:0003735		
1955992	YP_999819.1	121613378	7038	115084	115338	+	CJJ81176_0130	rpmA	ribosomal protein L27 (NCBI)	COG211	J	Ribosomal protein L27	TIGR00062 ribosomal protein L27 [rpmA]	Protein synthesis:Ribosomal proteins: synthesis and modification	GO:0006412,GO:0005840,GO:0003735		
1955993	YP_999820.1	121613578	7038	115444	116514	+	CJJ81176_0131	CJJ81176_0131	GTP-binding protein, GTP1/Obg family (NCBI)	COG536	R	Predicted GTPase	TIGR02729 Obg family GTPase CgtA [cgtA]	Protein synthesis:Other	GO:0015684,GO:0005622,GO:0016021,GO:0009276,GO:0005525,GO:0015093		
1955994	YP_999821.1	121612918	7038	116566	117357	+	CJJ81176_0132	proB	glutamate 5-kinase (NCBI)	COG263	E	Glutamate 5-kinase	TIGR01027 glutamate 5-kinase [proB]	Amino acid biosynthesis:Glutamate family	GO:0006561,GO:0005737,GO:0004349	2.7.2.11	Glutamate 5-kinase.
1955995	YP_999822.1	121612514	7038	117431	118348	+	CJJ81176_0133	fmt	methionyl-tRNA formyltransferase (NCBI)	COG223	J	Methionyl-tRNA formyltransferase	TIGR00460 methionyl-tRNA formyltransferase [fmt]	Protein synthesis:tRNA aminoacylation	GO:0006412,GO:0004479	2.1.2.9	Methionyl-tRNA formyltransferase.
1955996	YP_999823.1	121613004	7038	118311	118964	+	CJJ81176_0134	CJJ81176_0134	biotin--acetyl-CoA-carboxylase ligase (NCBI)	COG340	H	Biotin-(acetyl-CoA carboxylase) ligase	TIGR00121 biotin--[acetyl-CoA-carboxylase] ligase	Protein fate:Protein modification and repair	GO:0006464,GO:0004077	6.3.4.15	Biotin--[acetyl-CoA-carboxylase] ligase.
1955997	YP_999824.1	121613358	7038	118961	119746	+	CJJ81176_0135	CJJ81176_0135	chromosome partitioning protein, ParA family (NCBI)	COG1192	D	ATPases involved in chromosome partitioning			GO:0009236,GO:0000166,GO:0017111,GO:0042242		
1955998	YP_999825.1	121612620	7038	119752	120588	+	CJJ81176_0136	CJJ81176_0136	chromosome partitioning protein, ParB family (NCBI)	COG1475	K	Predicted transcriptional regulators	TIGR00180 ParB-like partition proteins		GO:0030542,GO:0003677		
1955999	YP_999826.1	121612882	7038	120649	121074	+	CJJ81176_0137	CJJ81176_0137	ATP synthase F0, B' subunit (NCBI)	COG711	C	F0F1-type ATP synthase, subunit b			GO:0015986,GO:0045259,GO:0003936,GO:0046961,GO:0046933	3.6.3.14	H(+)-transporting two-sector ATPase.
1956000	YP_999827.1	121613745	7038	121085	121597	+	CJJ81176_0138	CJJ81176_0138	ATP synthase F0, B' subunit (NCBI)	COG711	C	F0F1-type ATP synthase, subunit b			GO:0015986,GO:0045259,GO:0003936,GO:0046961,GO:0046933	3.6.3.14	H(+)-transporting two-sector ATPase.
1956001	YP_999828.1	121612819	7038	121600	122121	+	CJJ81176_0139	atpH	ATP synthase F1, delta subunit (NCBI)	COG712	C	F0F1-type ATP synthase, delta subunit (mitochondrial oligomycin sensitivity protein)	TIGR01145 ATP synthase F1, delta subunit [atpH]	Energy metabolism:ATP-proton motive force interconversion	GO:0015986,GO:0045259,GO:0003936,GO:0046961,GO:0046933	3.6.3.14	H(+)-transporting two-sector ATPase.
