locusId	accession	GI	scaffoldId	start	stop	strand	sysName	name	desc	COG	COGFun	COGDesc	TIGRFam	TIGRRoles	GO	EC	ECDesc
45964	NP_281235.1	15791412	54	17563	19239	+	Cj0013	ilvD	dihydroxy-acid dehydratase (NCBI ptt file)	COG129	EG	Dihydroxyacid dehydratase/phosphogluconate dehydratase	TIGR00110 dihydroxy-acid dehydratase [ilvD]	Amino acid biosynthesis:Pyruvate family	GO:0009082,GO:0004160	4.2.1.9	Dihydroxy-acid dehydratase.
45965	NP_281236.1	15791413	54	19775	19251	-	Cj0014c	Cj0014c	putative integral membrane protein (NCBI ptt file)	COG3477	S	Predicted periplasmic/secreted protein			GO:0048269,GO:0004478,GO:0048270	2.5.1.6	Methionine adenosyltransferase.
45966	NP_281237.1	15791414	54	21093	19867	-	Cj0015c	Cj0015c	hypothetical protein Cj0015c (NCBI ptt file)	COG1896	R	Predicted hydrolases of HD superfamily					
45967	NP_281238.1	15791415	54	21159	21833	+	Cj0016	Cj0016	putative transcriptional regulatory protein (NCBI ptt file)	COG603	R	Predicted PP-loop superfamily ATPase	TIGR00364 queuosine biosynthesis protein QueC [queC]	Unknown function:General	GO:0006526,GO:0008033,GO:0005737,GO:0004055,GO:0004808,GO:0005524	3.5.-.-	
45968	NP_281239.1	15791416	54	23380	21854	-	Cj0017c	Cj0017c	putative ATP /GTP binding protein (NCBI ptt file)	COG1495	O	Disulfide bond formation protein DsbB			GO:0006118,GO:0016020,GO:0015035		
45969	NP_281240.1	15791417	54	23559	23392	-	Cj0018c	Cj0018c	small hydrophobic protein (NCBI ptt file)								
45970	NP_281241.1	15791418	54	25443	23665	-	Cj0019c	Cj0019c	MCP-domain signal transduction protein (NCBI ptt file)	COG840	NT	Methyl-accepting chemotaxis protein			GO:0006935,GO:0007165,GO:0016020,GO:0004871		
45971	NP_281242.1	15791419	54	26347	25433	-	Cj0020c	Cj0020c	cytochrome C551 peroxidase (NCBI ptt file)	COG1858	P	Cytochrome c peroxidase			GO:0006118,GO:0004130,GO:0020037,GO:0005506,GO:0009055	1.11.1.5	Cytochrome-c peroxidase.
45972	NP_281243.1	15791420	54	27289	26411	-	Cj0021c	Cj0021c	hypothetical protein Cj0021c (NCBI ptt file)	COG179	Q	2-keto-4-pentenoate hydratase/2-oxohepta-3-ene-1,7-dioic acid hydratase (catechol pathway)			GO:0008152,GO:0003824		
45973	NP_281244.1	15791421	54	28304	27402	-	Cj0022c	Cj0022c	putative ribosomal pseudouridine synthase (NCBI ptt file)	COG564	J	Pseudouridylate synthases, 23S RNA-specific			GO:0001522,GO:0003723,GO:0009982,GO:0016439	5.4.99.12	tRNA-pseudouridine synthase I.
45974	NP_281245.1	15791422	54	28382	29710	+	Cj0023	purB	adenylosuccinate lyase (NCBI ptt file)	COG15	F	Adenylosuccinate lyase	TIGR00928 adenylosuccinate lyase [purB]	Purines, pyrimidines, nucleosides, and nucleotides:Purine ribonucleotide biosynthesis	GO:0009152,GO:0004018	4.3.2.2	Adenylosuccinate lyase.
45975	NP_281246.1	15791423	54	29726	32095	+	Cj0024	nrdA	ribonucleoside-diphosphate reductase alpha chain (NCBI ptt file)	COG209	F	Ribonucleotide reductase, alpha subunit	TIGR02506 ribonucleoside-diphosphate reductase, alpha subunit	Purines, pyrimidines, nucleosides, and nucleotides:2'-Deoxyribonucleotide metabolism	GO:0006260,GO:0005971,GO:0004748,GO:0005515	1.17.4.1	Ribonucleoside-diphosphate reductase.
45976	NP_281247.1	15791424	54	33519	32134	-	Cj0025c	Cj0025c	putative transmembrane symporter (NCBI ptt file)	COG1823	R	Predicted Na+/dicarboxylate symporter			GO:0006835,GO:0016020,GO:0017153		
45977	NP_281248.1	15791425	54	34262	33639	-	Cj0026c	Cj0026c	hypothetical protein Cj0026c (NCBI ptt file)	COG1351	F	Predicted alternative thymidylate synthase	TIGR02170 thymidylate synthase, flavin-dependent [thyX]	Purines, pyrimidines, nucleosides, and nucleotides:2'-Deoxyribonucleotide metabolism	GO:0006231,GO:0050660,GO:0050797	2.1.1.148	Thymidylate synthase (FAD).
45978	NP_281249.1	15791426	54	34382	36013	+	Cj0027	pyrG	CTP synthase (NCBI ptt file)	COG504	F	CTP synthase (UTP-ammonia lyase)	TIGR00337 CTP synthase [pyrG]	Purines, pyrimidines, nucleosides, and nucleotides:Pyrimidine ribonucleotide biosynthesis	GO:0006221,GO:0003883	6.3.4.2	CTP synthase.
45979	NP_281250.1	15791427	54	36000	37571	+	Cj0028	recJ	putative single-stranded-DNA-specific exonuclease (NCBI ptt file)	COG608	L	Single-stranded DNA-specific exonuclease	TIGR00644 single-stranded-DNA-specific exonuclease RecJ [recJ]	DNA metabolism:DNA replication, recombination, and repair	GO:0006281,GO:0006310,GO:0003676,GO:0030145,GO:0008409	3.1.-.-	
45980	NP_281251.1	15791428	54	37667	38662	+	Cj0029	ansA	cytoplasmic L-asparaginase (NCBI ptt file)	COG252	EJ	L-asparaginase/archaeal Glu-tRNAGln amidotransferase subunit D	TIGR00520 L-asparaginases, type II	Energy metabolism:Amino acids and amines	GO:0006528,GO:0004067	3.5.1.1	Asparaginase.
408145			54	39249	40761	+	Cjr01	rrs	16S ribosomal RNA (NCBI)								
399873			54	40866	40941	+	Cjp01	tRNA-Ala	tRNA-Ala (NCBI)								
399874			54	40950	41026	+	Cjp02	tRNA-Ile	tRNA-Ile (NCBI)								
2166148			54	41568	44457	+	Cjr02	Cjr02	23S ribosomal RNA (NCBI)								
406796			54	44741	44860	+	Cjr03	rrf	5S ribosomal RNA (NCBI)								
45981	NP_281252.1	15791429	54	44966	46363	+	Cj0030	Cj0030	hypothetical protein Cj0030 (NCBI ptt file)								
45982	YP_002343503.1	218561724	54	46424	50156	+	Cj0031	Cj0031	putative type IIS restriction/modification enzyme (NCBI)	COG1002	V	Type II restriction enzyme, methylase subunits			GO:0006304,GO:0032259,GO:0003676,GO:0008168		
45984	NP_281255.1	15791432	54	50156	51937	+	Cj0033	Cj0033	putative integral membrane protein (NCBI ptt file)								
45985	NP_281256.1	15791433	54	52668	51967	-	Cj0034c	Cj0034c	putative periplasmic protein (NCBI ptt file)	COG2859	S	Uncharacterized protein conserved in bacteria					
45986	NP_281257.1	15791434	54	53867	52665	-	Cj0035c	Cj0035c	putative efflux protein (NCBI ptt file)	COG738	G	Fucose permease	TIGR00710 drug resistance transporter, Bcr/CflA subfamily		GO:0006810,GO:0016021,GO:0005215		
45987	NP_281258.1	15791435	54	53970	55319	+	Cj0036	Cj0036	hypothetical protein Cj0036 (NCBI ptt file)	COG4487	S	Uncharacterized protein conserved in bacteria					
45988	NP_281259.1	15791436	54	56386	55343	-	Cj0037c	Cj0037c	putative cytochrome c (NCBI ptt file)	COG3258	C	Cytochrome c			GO:0006118,GO:0005506,GO:0009055,GO:0020037		
45989	NP_281260.1	15791437	54	57211	56564	-	Cj0038c	Cj0038c	putative membrane protein (NCBI ptt file)								
45990	NP_281261.1	15791438	54	59019	57211	-	Cj0039c	typA	GTP-binding protein typA homolog (NCBI ptt file)	COG1217	T	Predicted membrane GTPase involved in stress response	TIGR00231 small GTP-binding protein domain,TIGR01394 GTP-binding protein TypA/BipA [typA]	Protein synthesis:Translation factors	GO:0006412,GO:0005622,GO:0003924,GO:0008547,GO:0005525	3.6.5.3	Protein-synthesizing GTPase.
45991	NP_281262.1	15791439	54	59154	59477	+	Cj0040	Cj0040	hypothetical protein Cj0040 (NCBI ptt file)						GO:0009401,GO:0005351		
45992	NP_281263.1	15791440	54	59493	61289	+	Cj0041	Cj0041	hypothetical protein Cj0041 (NCBI ptt file)						GO:0009296,GO:0009424,GO:0003774		
45993	NP_281264.1	15791441	54	61343	62227	+	Cj0042	flgD	putative flagellar hook assembly protein (NCBI ptt file)	COG1843	N	Flagellar hook capping protein					
45994	NP_281265.1	15791442	54	62231	63868	+	Cj0043	flgE	flagellar hook protein flgE (NCBI ptt file)	COG1749	N	Flagellar hook protein FlgE	TIGR03506 fagellar hook-basal body proteins,TIGR03506 fagellar hook-basal body proteins		GO:0001539,GO:0030694,GO:0003774,GO:0005198		
45995	NP_281266.1	15791443	54	65743	63872	-	Cj0044c	Cj0044c	hypothetical protein Cj0044c (NCBI ptt file)								
45996	NP_281267.1	15791444	54	66466	65744	-	Cj0045c	Cj0045c	putative iron-binding protein (NCBI ptt file)	COG2703	P	Hemerythrin	TIGR02481 hemerythrin-like metal-binding domain		GO:0046872		
5915095			54	66646	66744	+	Cjs03	Cjs03									
2166149			54	66985	67113	+	Cj0046	Cj0046									
45997	NP_281268.1	15791445	54	69548	68532	-	Cj0053c	trmU	tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase (NCBI ptt file)	COG482	J	Predicted tRNA(5-methylaminomethyl-2-thiouridylate) methyltransferase, contains the PP-loop ATPase domain	TIGR00420 tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase [trmU]	Protein synthesis:tRNA and rRNA base modification	GO:0008033,GO:0005737,GO:0004808	2.1.1.61	tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase.
45998	NP_281269.1	15791446	54	70153	69548	-	Cj0054c	Cj0054c	hypothetical protein Cj0054c (NCBI ptt file)	COG1611	R	Predicted Rossmann fold nucleotide-binding protein	TIGR00730 TIGR00730 family protein	Hypothetical proteins:Conserved			
45999	NP_281270.1	15791447	54	71098	70274	-	Cj0055c	Cj0055c	hypothetical protein Cj0055c (NCBI ptt file)						GO:0005507		
46000	NP_281271.1	15791448	54	71571	71155	-	Cj0056c	Cj0056c	hypothetical protein Cj0056c (NCBI ptt file)								
46001	NP_281272.1	15791449	54	72005	72859	+	Cj0057	Cj0057	putative periplasmic protein (NCBI ptt file)								
46002	NP_281273.1	15791450	54	72844	73443	+	Cj0058	Cj0058	putative periplasmic protein (NCBI ptt file)	COG3271	R	Predicted double-glycine peptidase			GO:0006508,GO:0016021,GO:0005524,GO:0008233		
46003	NP_281274.1	15791451	54	74334	73492	-	Cj0059c	fliY	putative flagellar motor switch protein (NCBI ptt file)	COG1868	N	Flagellar motor switch protein	TIGR02480 flagellar motor switch protein FliN [fliN]	Cellular processes:Chemotaxis and motility	GO:0001539,GO:0006935,GO:0016020,GO:0009425,GO:0003774		
46004	NP_281275.1	15791452	54	75410	74331	-	Cj0060c	fliM	flagellar motor switch protein (NCBI ptt file)	COG1868	N	Flagellar motor switch protein	TIGR01397 flagellar motor switch protein FliM [fliM]	Cellular processes:Chemotaxis and motility	GO:0001539,GO:0006935,GO:0009425,GO:0003774		
46005	NP_281276.1	15791453	54	76126	75410	-	Cj0061c	fliA	putative RNA polymerase sigma factor for flagellar operon (NCBI ptt file)	COG1191	K	DNA-directed RNA polymerase specialized sigma subunit	TIGR02479 RNA polymerase sigma factor, FliA/WhiG family,TIGR02937 RNA polymerase sigma factor, sigma-70 family		GO:0006352,GO:0006355,GO:0003700,GO:0016987,GO:0003899		
46006	NP_281277.1	15791454	54	76439	76083	-	Cj0062c	Cj0062c	putative integral membrane protein (NCBI ptt file)								
46007	NP_281278.1	15791455	54	77324	76458	-	Cj0063c	Cj0063c	putative ATP-binding protein (NCBI ptt file)	COG455	D	ATPases involved in chromosome partitioning			GO:0009236,GO:0042242	2.7.10.-	
46008	NP_281279.1	15791456	54	78771	77317	-	Cj0064c	flhF	flagellar biosynthesis protein (NCBI ptt file)	COG1419	N	Flagellar GTP-binding protein	TIGR03499 flagellar biosynthesis protein FlhF [flhF]	Cellular processes:Chemotaxis and motility	GO:0006614,GO:0005786,GO:0016020,GO:0003924,GO:0008312,GO:0005525,GO:0008548	3.6.5.4	Signal-recognition-particle GTPase.
46009	NP_281280.1	15791457	54	79254	78781	-	Cj0065c	folK	putative 2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase (NCBI ptt file)	COG801	H	7,8-dihydro-6-hydroxymethylpterin-pyrophosphokinase	TIGR01498 2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase [folK]	Biosynthesis of cofactors, prosthetic groups, and carriers:Folic acid	GO:0009396,GO:0003848	2.7.6.3	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase.
46010	NP_281281.1	15791458	54	79736	79257	-	Cj0066c	aroQ	3-dehydroquinate dehydratase (NCBI ptt file)	COG757	E	3-dehydroquinate dehydratase II	TIGR01088 3-dehydroquinate dehydratase, type II [aroQ]	Amino acid biosynthesis:Aromatic amino acid family	GO:0009073,GO:0003855	4.2.1.10	3-dehydroquinate dehydratase.
46011	NP_281282.1	15791459	54	79827	81056	+	Cj0067	Cj0067	hypothetical protein Cj0067 (NCBI ptt file)	COG402	FR	Cytosine deaminase and related metal-dependent hydrolases			GO:0016787,GO:0016810	3.8.1.-	
46012	NP_281283.1	15791460	54	81044	81940	+	Cj0068	pspA	protease (NCBI ptt file)	COG616	OU	Periplasmic serine proteases (ClpP class)	TIGR00706 signal peptide peptidase SppA, 36K type [sppA]	Protein fate:Degradation of proteins, peptides, and glycopeptides	GO:0006508,GO:0008462,GO:0008233	3.4.21.-	
46013	NP_281284.1	15791461	54	82019	83050	+	Cj0069	Cj0069	hypothetical protein Cj0069 (NCBI ptt file)								
46014	NP_281285.1	15791462	54	83205	83047	-	Cj0070c	Cj0070c	very hypothetical protein Cj0070c (NCBI ptt file)								
2166150			54	83893	83292	-	Cj0072c	Cj0072c									
46015	NP_281286.1	15791463	54	84743	84087	-	Cj0073c	Cj0073c	hypothetical protein Cj0073c (NCBI ptt file)	COG1556	S	Uncharacterized conserved protein			GO:0009396,GO:0005524,GO:0030272		
46016	NP_281287.1	15791464	54	86175	84736	-	Cj0074c	Cj0074c	putative iron-sulfur protein (NCBI ptt file)	COG1139	C	Uncharacterized conserved protein containing a ferredoxin-like domain	TIGR00273 iron-sulfur cluster-binding protein	Energy metabolism:Electron transport	GO:0009396,GO:0006118,GO:0005509,GO:0005524,GO:0030272,GO:0051536,GO:0009055,GO:0051912	1.8.98.1	CoB--CoM heterodisulfide reductase.
46017	NP_281288.1	15791465	54	86912	86172	-	Cj0075c	Cj0075c	putative oxidoreductase iron-sulfur subunit (NCBI ptt file)	COG247	C	Fe-S oxidoreductase			GO:0009339,GO:0008891	1.1.3.15	(S)-2-hydroxy-acid oxidase.
46018	NP_281289.1	15791466	54	88718	87036	-	Cj0076c	lctP	L-lactate permease (NCBI ptt file)	COG1620	C	L-lactate permease	TIGR00795 transporter, lactate permease (LctP) family	Transport and binding proteins:Carbohydrates, organic alcohols, and acids	GO:0015727,GO:0015129		
46019	NP_281290.1	15791467	54	89459	88890	-	Cj0077c	cdtC	cytolethal distending toxin (NCBI ptt file)						GO:0009405,GO:0009279		
46020	NP_281291.1	15791468	54	90267	89470	-	Cj0078c	cdtB	cytolethal distending toxin (NCBI ptt file)						GO:0009405		
46021	NP_281292.1	15791469	54	91070	90264	-	Cj0079c	cdtA	cytolethal distending toxin (NCBI ptt file)						GO:0009405,GO:0009279		
46022	NP_281293.1	15791470	54	91147	91416	+	Cj0080	Cj0080	putative membrane protein (NCBI ptt file)								
46023	NP_281294.1	15791471	54	91417	92979	+	Cj0081	cydA	cytochrome bd oxidase subunit I (NCBI ptt file)	COG1271	C	Cytochrome bd-type quinol oxidase, subunit 1			GO:0006118,GO:0016020,GO:0016491	1.10.3.-	
46024	NP_281295.1	15791472	54	92979	94103	+	Cj0082	cydB	cytochrome bd oxidase subunit II (NCBI ptt file)	COG1294	C	Cytochrome bd-type quinol oxidase, subunit 2	TIGR00203 cytochrome d ubiquinol oxidase, subunit II [cydB]	Energy metabolism:Electron transport	GO:0006118,GO:0016020	1.10.3.-	
46025	NP_281296.1	15791473	54	94992	94297	-	Cj0085c	Cj0085c	putative amino acid recemase (NCBI ptt file)	COG1794	M	Aspartate racemase	TIGR00035 aspartate racemase	Energy metabolism:Amino acids and amines	GO:0006520,GO:0047689	5.1.1.13	Aspartate racemase.
46026	NP_281297.1	15791474	54	95803	95108	-	Cj0086c	ung	uracil-DNA glycosylase (NCBI ptt file)	COG692	L	Uracil DNA glycosylase	TIGR00628 uracil-DNA glycosylase [ung]	DNA metabolism:DNA replication, recombination, and repair	GO:0006284,GO:0004844	3.2.2.-	
46027	NP_281298.1	15791475	54	96074	97480	+	Cj0087	aspA	aspartate ammonia-lyase (NCBI ptt file)	COG1027	E	Aspartate ammonia-lyase	TIGR00839 aspartate ammonia-lyase [aspA]	Energy metabolism:Amino acids and amines	GO:0006531,GO:0006106,GO:0045239,GO:0008797	4.3.1.1	Aspartate ammonia-lyase.
46028	NP_281299.1	15791476	54	97496	98833	+	Cj0088	dcuA	putative anaerobic C4-dicarboxylate transporter (NCBI ptt file)	COG2704	R	Anaerobic C4-dicarboxylate transporter	TIGR00770 transporter, anaerobic C4-dicarboxylate uptake (Dcu) family	Transport and binding proteins:Carbohydrates, organic alcohols, and acids	GO:0015740,GO:0016021,GO:0008685,GO:0050518,GO:0015556	4.6.1.12,2.7.7.60	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase.,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase.
46029	NP_281300.1	15791477	54	98941	100302	+	Cj0089	Cj0089	putative lipoprotein (NCBI ptt file)	COG3014	S	Uncharacterized protein conserved in bacteria					
46030	NP_281301.1	15791478	54	100312	100680	+	Cj0090	Cj0090	putative lipoprotein (NCBI ptt file)								
46031	NP_281302.1	15791479	54	100704	101327	+	Cj0091	Cj0091	putative lipoprotein (NCBI ptt file)	COG3417	R	Collagen-binding surface adhesin SpaP (antigen I/II family)	TIGR02722 uncharacterized lipoprotein	Cell envelope:Other			
46032	NP_281303.1	15791480	54	101410	102747	+	Cj0092	Cj0092	putative periplasmic protein (NCBI ptt file)								
46033	NP_281304.1	15791481	54	102757	103959	+	Cj0093	Cj0093	putative periplasmic protein (NCBI ptt file)								
46034	NP_281305.1	15791482	54	104118	104426	+	Cj0094	rplU	50S ribosomal protein L21 (NCBI ptt file)	COG261	J	Ribosomal protein L21	TIGR00061 ribosomal protein L21 [rplU]	Protein synthesis:Ribosomal proteins: synthesis and modification	GO:0006412,GO:0005840,GO:0003723,GO:0003735		
46035	NP_281306.1	15791483	54	104437	104691	+	Cj0095	rpmA	50S ribosomal protein L27 (NCBI ptt file)	COG211	J	Ribosomal protein L27	TIGR00062 ribosomal protein L27 [rpmA]	Protein synthesis:Ribosomal proteins: synthesis and modification	GO:0006412,GO:0005840,GO:0003735		
46036	NP_281307.1	15791484	54	104798	105850	+	Cj0096	Cj0096	putative GTP-binding protein (NCBI ptt file)	COG536	R	Predicted GTPase	TIGR02729 Obg family GTPase CgtA [cgtA]	Protein synthesis:Other	GO:0015684,GO:0005622,GO:0016021,GO:0009276,GO:0005525,GO:0015093		
46037	NP_281308.1	15791485	54	105955	106710	+	Cj0097	proB	putative glutamate 5-kinase (NCBI ptt file)	COG263	E	Glutamate 5-kinase	TIGR01027 glutamate 5-kinase [proB]	Amino acid biosynthesis:Glutamate family	GO:0006561,GO:0005737,GO:0004349	2.7.2.11	Glutamate 5-kinase.
46038	NP_281309.1	15791486	54	106784	107701	+	Cj0098	fmt	methionyl-tRNA formyltransferase (NCBI ptt file)	COG223	J	Methionyl-tRNA formyltransferase	TIGR00460 methionyl-tRNA formyltransferase [fmt]	Protein synthesis:tRNA aminoacylation	GO:0006412,GO:0004479	2.1.2.9	Methionyl-tRNA formyltransferase.
46039	NP_281310.1	15791487	54	107664	108317	+	Cj0099	birA	putative biotin--[acetyl-CoA-carboxylase] synthetase (NCBI ptt file)	COG340	H	Biotin-(acetyl-CoA carboxylase) ligase	TIGR00121 biotin--[acetyl-CoA-carboxylase] ligase	Protein fate:Protein modification and repair	GO:0006464,GO:0004077	6.3.4.15	Biotin--[acetyl-CoA-carboxylase] ligase.
46040	NP_281311.1	15791488	54	108314	109099	+	Cj0100	Cj0100	parA family protein (NCBI ptt file)	COG1192	D	ATPases involved in chromosome partitioning			GO:0009236,GO:0000166,GO:0017111,GO:0042242	2.7.10.-	
46041	NP_281312.1	15791489	54	109105	109941	+	Cj0101	Cj0101	parB family protein (NCBI ptt file)	COG1475	K	Predicted transcriptional regulators	TIGR00180 ParB-like partition proteins		GO:0030542,GO:0003677	2.7.7.-	
46042	NP_281313.1	15791490	54	110002	110427	+	Cj0102	atpF'	ATP synthase F0 sector B' subunit (NCBI ptt file)	COG711	C	F0F1-type ATP synthase, subunit b			GO:0015986,GO:0045259,GO:0003936,GO:0046961,GO:0046933	3.6.3.14	H(+)-transporting two-sector ATPase.
46043	NP_281314.1	15791491	54	110438	110950	+	Cj0103	atpF	ATP synthase F0 sector B subunit (NCBI ptt file)	COG711	C	F0F1-type ATP synthase, subunit b			GO:0015986,GO:0045259,GO:0003936,GO:0046961,GO:0046933	3.6.3.14	H(+)-transporting two-sector ATPase.
46044	NP_281315.1	15791492	54	110953	111474	+	Cj0104	atpH	ATP synthase F1 sector delta subunit (NCBI ptt file)	COG712	C	F0F1-type ATP synthase, delta subunit (mitochondrial oligomycin sensitivity protein)	TIGR01145 ATP synthase F1, delta subunit [atpH]	Energy metabolism:ATP-proton motive force interconversion	GO:0015986,GO:0045259,GO:0003936,GO:0046961,GO:0046933	3.6.3.14	H(+)-transporting two-sector ATPase.
46045	NP_281316.1	15791493	54	111488	112993	+	Cj0105	atpA	ATP synthase F1 sector alpha subunit (NCBI ptt file)	COG56	C	F0F1-type ATP synthase, alpha subunit	TIGR00962 ATP synthase F1, alpha subunit [atpA]	Energy metabolism:ATP-proton motive force interconversion	GO:0015986,GO:0016021,GO:0045259,GO:0003936,GO:0005524,GO:0008553,GO:0046933,GO:0046961	3.6.3.14	H(+)-transporting two-sector ATPase.
46046	NP_281317.1	15791494	54	113002	113886	+	Cj0106	atpG	ATP synthase F1 sector gamma subunit (NCBI ptt file)	COG224	C	F0F1-type ATP synthase, gamma subunit	TIGR01146 ATP synthase F1, gamma subunit [atpG]	Energy metabolism:ATP-proton motive force interconversion	GO:0015986,GO:0045259,GO:0003936,GO:0046961,GO:0046933	3.6.3.14	H(+)-transporting two-sector ATPase.
46047	NP_281318.1	15791495	54	113912	115309	+	Cj0107	atpD	ATP synthase F1 sector beta subunit (NCBI ptt file)	COG55	C	F0F1-type ATP synthase, beta subunit	TIGR01039 ATP synthase F1, beta subunit [atpD]	Energy metabolism:ATP-proton motive force interconversion	GO:0015986,GO:0016021,GO:0045259,GO:0003936,GO:0005524,GO:0008553,GO:0046933,GO:0046961	3.6.3.14	H(+)-transporting two-sector ATPase.
46048	NP_281319.1	15791496	54	115313	115702	+	Cj0108	atpC	ATP synthase F1 sector epsilon subunit (NCBI ptt file)	COG355	C	F0F1-type ATP synthase, epsilon subunit (mitochondrial delta subunit)	TIGR01216 ATP synthase F1, epsilon subunit [atpC]	Energy metabolism:ATP-proton motive force interconversion	GO:0015986,GO:0045259,GO:0003936,GO:0046961,GO:0046933	3.6.3.14	H(+)-transporting two-sector ATPase.
46049	NP_281320.1	15791497	54	115702	116256	+	Cj0109	exbB3	exbB olQ family transport protein (VIMSS-AUTO)	COG811	U	Biopolymer transport proteins			GO:0006810,GO:0016020,GO:0008565		
46050	NP_281321.1	15791498	54	116265	116654	+	Cj0110	exbD3	exbD	olR family transport protein (VIMSS-AUTO)	COG848	U	Biopolymer transport protein			GO:0006810,GO:0016020,GO:0005215		
46051	NP_281322.1	15791499	54	116657	117436	+	Cj0111	Cj0111	periplasmic protein (NCBI ptt file)								
46052	NP_281323.1	15791500	54	117446	118654	+	Cj0112	Cj0112	periplasmic protein (NCBI ptt file)	COG823	U	Periplasmic component of the Tol biopolymer transport system			GO:0015031,GO:0042597,GO:0004867		
46053	NP_281324.1	15791501	54	118731	119228	+	Cj0113	pal	peptidoglycan associated lipoprotein (omp18) (NCBI ptt file)	COG2885	M	Outer membrane protein and related peptidoglycan-associated (lipo)proteins	TIGR02802 peptidoglycan-associated lipoprotein [pal]		GO:0009279,GO:0016021,GO:0004384,GO:0004385	2.7.4.8	Guanylate kinase.
